N	2gram	Vygotskiy__4	Istorich
1	и в	20	25
2	что он	6	22
3	вместе с	8	22
4	может быть	12	17
5	мы имеем	2	14
6	не только	15	13
7	но и	9	13
8	в его	11	12
9	и не	8	11
10	так как	10	11
11	все же	5	10
12	в этом	24	10
13	тем что	7	10
14	с другой	12	9
15	его в	6	9
16	и его	5	9
17	таким образом	25	9
18	в виде	3	9
19	с тем	6	8
20	связи с	3	8
21	что в	19	8
22	том что	35	8
23	мы видим	10	8
24	еще не	2	8
25	другой стороны	9	8
26	все эти	5	8
27	и что	8	8
28	и на	6	8
29	в частности	5	7
30	в качестве	21	7
31	мы видели	6	7
32	а затем	2	7
33	как и	9	7
34	то что	15	7
35	этом случае	3	7
36	одной стороны	9	7
37	в нем	2	7
38	с одной	9	7
39	потому что	12	7
40	и здесь	2	7
41	представляет собой	3	7
42	только в	10	7
43	о том	5	7
44	в этих	3	6
45	это не	5	6
46	прежде всего	2	6
47	что и	9	6
48	себя в	3	6
49	как в	5	6
50	не может	6	6
51	и он	2	6
52	не в	4	6
53	не совсем	2	6
54	могут быть	7	6
55	в том	42	6
56	что это	2	5
57	ясно что	2	5
58	с этим	5	5
59	показывает что	2	5
60	видим что	2	5
61	как мы	13	5
62	для нас	4	5
63	здесь мы	2	5
64	но не	3	5
65	в ней	2	5
66	в него	2	5
67	так же	11	5
68	входит в	2	5
69	не менее	3	4
70	если не	2	4
71	раньше чем	5	4
72	что все	3	4
73	и тем	8	4
74	мы уже	5	4
75	он видит	2	4
76	наряду с	3	4
77	же как	6	4
78	в связи	3	4
79	то же	16	4
80	в истории	10	4
81	мы должны	11	4
82	и это	2	4
83	в которой	3	4
84	того как	2	4
85	в другой	2	3
86	никогда не	5	3
87	и как	9	3
88	в целом	11	3
89	в свою	2	3
90	в этой	3	3
91	того чтобы	7	3
92	на том	4	3
93	в ином	2	3
94	что при	2	3
95	по которому	2	3
96	на этом	3	3
97	для того	5	3
98	к нему	2	3
99	друг друга	4	3
100	а в	2	3
101	его к	4	3
102	в данном	2	3
103	их в	2	3
104	и с	4	3
105	они не	2	3
106	что здесь	2	3
107	но вместе	2	3
108	перед нами	5	2
109	уже в	6	2
110	одновременно с	3	2
111	видели что	2	2
112	уже и	2	2
113	под влиянием	2	2
114	к которым	2	2
115	у него	2	2
116	но так	2	2
117	формы и	3	2
118	тогда когда	8	2
119	к этому	4	2
120	на то	5	2
121	так что	3	2
122	указывают на	4	2
123	в другую	3	2
124	с этой	4	2
125	по существу	3	2
126	мы узнаем	2	2
127	мы и	2	2
128	и при	4	2
129	такой же	2	2
130	примитивных народов	3	2
131	находит в	2	2
132	того же	9	2
133	животных и	2	2
134	это значит	2	2
135	друг с	7	2
136	если бы	5	2
137	таким же	2	2
138	одним из	2	2
139	но для	2	2
140	как бы	7	2
141	по мере	4	2
142	даже в	2	2
143	один из	3	2
144	в своей	7	2
145	когда он	3	2
146	как отражение	2	2
147	том чтобы	2	2
148	данном случае	2	2
149	со стороны	3	2
150	совершенно не	3	2
151	с которым	2	2
152	и для	4	2
153	и других	3	2
154	самом деле	7	2
155	а не	7	2
156	того что	10	2
157	роль в	4	2
158	что этот	2	2
159	сказать что	6	2
160	точки зрения	24	2
161	на одном	2	2
162	во всем	3	2
163	ту же	2	2
164	что мы	7	2
165	из них	4	2
166	с другом	7	2
167	в свое	2	2
168	значит что	2	2
169	из него	2	2
170	мы можем	5	2
