N	2gram	Nazirov_Tv_1	Myshleni
1	в том	7	42
2	том что	11	35
3	таким образом	5	25
4	в этом	6	24
5	в качестве	2	21
6	и в	21	20
7	что в	12	19
8	в основе	2	17
9	то же	13	16
10	то что	8	15
11	не только	7	15
12	с другой	3	12
13	при этом	7	12
14	в их	3	12
15	потому что	5	12
16	может быть	5	12
17	в целом	4	11
18	так же	3	11
19	в его	13	11
20	того что	3	10
21	так как	3	10
22	в себе	2	10
23	только в	5	10
24	и другие	3	9
25	и как	4	9
26	но и	3	9
27	как и	12	9
28	того же	2	9
29	тот же	2	9
30	что и	2	9
31	и не	7	8
32	и тем	2	8
33	вместе с	2	8
34	как бы	17	7
35	в своей	4	7
36	самом деле	2	7
37	тем самым	7	7
38	а не	5	7
39	могут быть	2	7
40	уже в	3	6
41	к тому	2	6
42	в самом	3	6
43	не может	4	6
44	и на	7	6
45	сказать что	2	6
46	что он	6	6
47	той же	3	6
48	перед нами	2	5
49	в частности	2	5
50	никогда не	3	5
51	это не	4	5
52	и его	6	5
53	все же	5	5
54	и того	2	5
55	о том	6	5
56	так и	2	5
57	как в	8	5
58	в своем	4	4
59	из них	2	4
60	на том	2	4
61	и с	3	4
62	к этому	2	4
63	только что	2	4
64	во всей	2	4
65	не в	2	4
66	не менее	6	3
67	в этих	2	3
68	и от	4	3
69	точно так	2	3
70	что все	3	3
71	так что	2	3
72	в этой	5	3
73	не имеют	4	3
74	одной из	4	3
75	в виду	2	3
76	один из	4	3
77	именно в	2	3
78	и других	3	3
79	и когда	2	3
80	на его	3	3
81	но в	7	3
82	отнюдь не	5	3
83	в настоящем	2	3
84	не означает	2	3
85	приходит к	3	3
86	представляет собой	3	3
87	но не	3	3
88	со всеми	3	3
89	в один	2	3
90	когда он	2	3
91	приводит к	2	3
92	и отношений	2	3
93	говорит что	2	3
94	в виде	3	3
95	в чем	2	3
96	в которой	3	3
97	на деле	2	3
98	может не	2	2
99	место в	3	2
100	такой же	2	2
101	все более	2	2
102	по нашему	5	2
103	в каждом	3	2
104	прежде всего	4	2
105	он видит	3	2
106	в свою	7	2
107	для него	6	2
108	в нашей	2	2
109	и у	2	2
110	вслед за	2	2
111	одним из	4	2
112	в ней	2	2
113	в него	2	2
114	в нем	3	2
115	от других	2	2
116	не по	3	2
117	данном случае	2	2
118	в отличие	2	2
119	по мнению	3	2
120	нашему мнению	5	2
121	здесь мы	2	2
122	действительности в	2	2
123	а в	6	2
124	не знает	2	2
125	в данном	2	2
126	настоящее время	2	2
127	это в	3	2
128	у него	7	2
129	с которым	2	2
130	а затем	2	2
131	он говорит	3	2
132	далеко не	3	2
133	даже в	3	2
134	мысли и	4	2
135	только на	2	2
136	слова из	2	2
137	и он	2	2
138	ту же	3	2
139	отличие от	2	2
140	значит что	2	2
