N	2gram	Tiupa_Lite_1	Formalny
1	и в	8	38
2	в этом	12	27
3	может быть	13	23
4	и его	4	21
5	таким образом	3	20
6	и не	12	20
7	в самом	3	16
8	прежде всего	11	15
9	не в	8	15
10	не может	5	14
11	в нем	2	13
12	но и	17	13
13	связи с	6	13
14	в пределах	3	12
15	с его	5	11
16	в том	16	11
17	в его	7	10
18	в связи	4	10
19	как и	6	9
20	при этом	19	9
21	не только	24	9
22	на почве	2	9
23	отнюдь не	2	8
24	все же	4	8
25	так и	4	8
26	самом деле	2	8
27	тем что	2	8
28	точки зрения	6	8
29	что в	3	7
30	для него	2	7
31	во втором	2	7
32	в своей	4	7
33	этом отношении	2	7
34	лишь в	4	7
35	уже не	7	7
36	с точки	2	7
37	не было	3	6
38	то что	10	6
39	для понимания	2	6
40	в этой	4	6
41	было бы	2	6
42	в их	3	6
43	то же	5	6
44	все эти	2	6
45	а не	16	6
46	как раз	4	6
47	могут быть	2	6
48	только в	8	6
49	а в	3	6
50	хотя бы	2	6
51	должна быть	2	5
52	что он	5	5
53	же время	5	5
54	в слове	2	5
55	по преимуществу	4	5
56	и только	2	5
57	сводится к	3	5
58	в основе	3	5
59	в то	5	5
60	во всяком	3	5
61	всяком случае	2	5
62	не столько	5	4
63	не как	4	4
64	раз и	2	4
65	к тому	2	4
66	в сущности	2	4
67	как бы	7	4
68	из них	4	4
69	как в	5	4
70	что не	2	4
71	и даже	3	4
72	но в	3	4
73	одного из	3	3
74	для них	2	3
75	и др	3	3
76	с другой	3	3
77	из этих	2	3
78	а как	2	3
79	например в	3	3
80	не является	2	3
81	то это	2	3
82	не есть	2	3
83	в целом	8	3
84	литературного произведения	4	3
85	жизни и	3	3
86	только на	2	3
87	и прежде	3	3
88	то и	2	3
89	того что	6	3
90	тем же	3	3
91	роль в	2	3
92	он и	3	3
93	его в	3	3
94	в области	3	3
95	уже в	5	2
96	все более	2	2
97	никогда не	4	2
98	по этому	2	2
99	состоит в	11	2
100	в качестве	17	2
101	для этого	4	2
102	столь же	4	2
103	это не	4	2
104	произведение искусства	8	2
105	в конце	4	2
106	же это	2	2
107	а только	2	2
108	том что	14	2
109	но не	4	2
110	от тех	2	2
111	мы в	2	2
112	на один	2	2
113	же и	3	2
114	для нее	2	2
115	даже в	2	2
116	один из	3	2
117	и тем	4	2
118	не к	2	2
119	всего в	3	2
120	со стороны	4	2
121	художественное произведение	2	2
122	приводит к	3	2
123	поскольку он	2	2
124	по аналогии	3	2
125	на этом	2	2
126	превращается в	2	2
127	тем самым	5	2
128	что для	2	2
129	отличие от	5	2
130	и то	2	2
131	между тем	2	2
132	в отличие	5	2
133	в искусстве	2	2
134	произведения искусства	3	2
135	в художественном	4	2
136	потому что	3	2
137	как это	8	2
138	та же	2	2
139	в виду	3	2
