N	2gram	Bakhtin_Fr_8	Problemy
1	и в	56	35
2	как бы	11	31
3	и не	9	27
4	что он	2	24
5	в его	18	21
6	но в	6	19
7	не может	2	18
8	как и	5	18
9	о себе	2	17
10	в нем	8	16
11	то есть	24	16
12	то же	11	15
13	и все	6	15
14	но и	9	14
15	для него	2	14
16	может быть	3	14
17	все это	8	14
18	в сущности	8	14
19	и его	12	14
20	в этом	14	14
21	к нему	2	13
22	он не	5	13
23	прежде всего	6	12
24	и с	8	12
25	и к	4	12
26	в другом	3	12
27	в пределах	5	11
28	в то	12	11
29	слова и	3	11
30	не в	3	10
31	самом деле	2	10
32	же время	10	10
33	не только	8	10
34	то что	3	10
35	в отношении	5	9
36	на самом	2	9
37	ни одного	2	9
38	так и	13	8
39	потому что	6	8
40	мы уже	10	8
41	все же	2	8
42	как мы	7	8
43	и для	2	8
44	и сам	2	7
45	на них	3	7
46	так же	2	7
47	а в	2	7
48	и наконец	3	7
49	точки зрения	6	7
50	с ним	2	7
51	с его	5	7
52	вовсе не	6	7
53	еще не	10	7
54	себе и	2	7
55	в виде	2	7
56	там где	3	7
57	таким образом	17	7
58	что в	5	6
59	но это	2	6
60	что они	2	6
61	в самом	9	6
62	и на	7	6
63	в одном	2	6
64	но не	5	6
65	и т.п	11	6
66	в слове	2	6
67	только в	9	6
68	в том	13	5
69	так что	3	5
70	уже говорили	7	5
71	как к	2	5
72	и даже	8	5
73	во время	5	5
74	он и	2	5
75	даже в	4	5
76	и то	2	5
77	в себе	4	5
78	никогда не	5	4
79	друг другу	2	4
80	с другой	2	4
81	переходим к	4	4
82	в мире	2	4
83	до конца	11	4
84	на его	6	4
85	вот как	2	4
86	рядом с	3	4
87	между тем	3	4
88	но он	3	4
89	в эту	2	4
90	той или	2	4
91	его в	2	4
92	так как	4	4
93	бы в	3	4
94	у него	7	4
95	как раз	2	4
96	в них	11	4
97	во всем	4	4
98	по своему	8	4
99	последнее слово	5	4
100	наконец в	4	4
101	в своей	2	4
102	только на	2	4
103	в той	6	4
104	а не	2	4
105	говорили что	5	4
106	что это	4	4
107	в творчестве	5	4
108	все его	3	4
109	уже в	2	3
110	то ни	2	3
111	его к	3	3
112	такой же	5	3
113	ни было	2	3
114	совсем не	2	3
115	с ее	5	3
116	бы то	2	3
117	из них	2	3
118	другой стороны	2	3
119	в форме	3	3
120	все эти	15	3
121	не мог	3	3
122	это не	2	3
123	сказать что	3	3
124	и во	2	3
125	в котором	2	3
126	с тем	2	3
127	не как	2	3
128	в ее	6	3
129	том что	8	3
130	к концу	2	3
131	слов и	3	3
132	было бы	2	3
133	за пределы	4	3
134	во всех	8	3
135	что и	3	3
136	когда он	2	3
137	уже не	3	3
138	и т.д	3	3
139	так сказать	5	2
140	времени и	4	2
141	в этих	11	2
142	о них	2	2
143	с этой	2	2
144	что все	4	2
145	это в	2	2
146	что на	2	2
147	ни в	2	2
148	в большинстве	7	2
149	при этом	4	2
150	например в	4	2
151	хотя и	2	2
152	мы видели	5	2
153	в своем	3	2
154	не просто	3	2
155	эпизод с	2	2
156	характер и	3	2
157	в которых	2	2
158	их в	4	2
159	в ней	4	2
160	по своей	4	2
161	эти тона	2	2
162	о том	4	2
163	большинстве случаев	6	2
164	нет ни	2	2
165	всех этих	3	2
166	он дает	2	2
167	того времени	4	2
168	с собой	2	2
169	конечно в	2	2
170	точек зрения	2	2
171	здесь в	3	2
172	одной из	3	2
173	конечно не	4	2
174	еще один	2	2
175	благодаря этому	2	2
176	своего рода	5	2
177	вместе с	2	2
178	бы и	2	2
179	говорит о	2	2
180	здесь есть	3	2
181	в речи	2	2
182	и как	2	2
183	с точки	2	2
184	в которой	4	2
185	той же	6	2
186	связан с	2	2
