N	2gram	Propp_Isto_3	Myshleni
1	в этом	17	29
2	точки зрения	2	28
3	и в	22	26
4	не только	14	24
5	то что	7	24
6	таким образом	10	23
7	представляет собой	3	19
8	в том	9	18
9	и не	12	18
10	том что	8	17
11	потому что	3	16
12	как и	3	15
13	этом случае	5	14
14	того что	5	14
15	так же	3	14
16	так как	7	14
17	как мы	8	14
18	что в	15	12
19	вместе с	9	12
20	и его	4	12
21	но и	12	11
22	только не	2	11
23	не может	4	11
24	что они	8	10
25	тем что	4	9
26	же как	2	8
27	то же	6	8
28	что она	5	8
29	сказать что	3	8
30	что он	9	8
31	ее в	3	8
32	той же	2	8
33	только в	4	8
34	к тому	3	7
35	представление о	3	7
36	прежде всего	3	7
37	может быть	11	7
38	и к	3	7
39	и то	2	7
40	вопрос о	2	6
41	по отношению	2	6
42	мы должны	7	6
43	все что	3	6
44	и что	2	6
45	было бы	3	6
46	все эти	4	6
47	все же	5	6
48	а не	6	6
49	можно сказать	2	5
50	одной стороны	2	5
51	если бы	6	5
52	в целом	3	5
53	данном случае	3	5
54	с одной	2	5
55	и с	4	5
56	себе в	2	5
57	как это	4	5
58	с тем	2	5
59	в силу	2	5
60	в качестве	2	5
61	она не	4	5
62	у нее	2	5
63	отношению к	2	5
64	и для	2	5
65	в данном	4	5
66	не менее	5	4
67	никогда не	3	4
68	перейти к	2	4
69	что у	3	4
70	с другой	7	4
71	и от	3	4
72	в наших	2	4
73	так что	5	4
74	в котором	2	4
75	в свете	5	4
76	целый ряд	3	4
77	то и	6	4
78	друг друга	6	4
79	в его	3	4
80	о том	3	4
81	но в	10	4
82	стороны и	3	4
83	связи с	6	4
84	еще не	10	4
85	как в	2	4
86	не в	4	4
87	связана с	3	3
88	я не	3	3
89	друг другу	2	3
90	это не	6	3
91	из этих	3	3
92	тем не	5	3
93	но это	3	3
94	такой же	2	3
95	в ней	2	3
96	мы видели	13	3
97	это делается	2	3
98	он не	5	3
99	мы уже	6	3
100	состоит в	3	3
101	с собой	2	3
102	в то	2	3
103	но не	7	3
104	в одной	3	3
105	до сих	5	3
106	и о	2	3
107	для нее	2	3
108	и потому	2	3
109	в этот	2	3
110	что и	9	3
111	сих пор	5	3
112	так и	2	3
113	только на	2	3
114	на самом	2	3
115	из того	2	3
116	к нему	5	3
117	мы видим	8	3
118	случае в	2	3
119	мы можем	6	3
120	в этой	5	3
121	в чем	3	3
122	можно ли	3	2
123	в этих	11	2
124	его и	4	2
125	никто не	2	2
126	точно так	2	2
127	одного из	2	2
128	то время	2	2
129	показывает что	5	2
130	что на	4	2
131	мы знаем	2	2
132	для нас	4	2
133	ни в	2	2
134	в свою	4	2
135	на его	3	2
136	не мог	2	2
137	или в	11	2
138	одним из	4	2
139	один из	5	2
140	в нем	9	2
141	есть только	2	2
142	отношение к	4	2
143	где они	2	2
144	за счет	2	2
145	образом в	2	2
146	время как	2	2
147	не имеет	2	2
148	а в	6	2
149	в которых	2	2
150	но он	4	2
151	и есть	2	2
152	но этот	2	2
153	его в	3	2
154	большинстве случаев	2	2
155	что по	2	2
156	во время	6	2
157	с этим	8	2
158	к этому	7	2
159	вовсе не	2	2
160	что было	2	2
161	и здесь	7	2
162	а затем	3	2
163	у нас	4	2
164	этому же	3	2
165	совершенно не	2	2
166	чем перейти	2	2
167	должно было	2	2
168	к ней	4	2
169	напоминает о	2	2
170	относится к	2	2
171	с ней	6	2
172	даже в	2	2
173	находится в	4	2
174	должны были	3	2
175	и она	3	2
176	что не	2	2
177	и он	2	2
178	во всяком	2	2
179	могут быть	5	2
180	и ее	3	2
181	не могла	2	2
182	ту же	2	2
183	не раз	2	2
184	ничего не	6	2
