N	2gram	Losev_Vlad_1	Myslijsy
1	потому что	11	52
2	то есть	3	42
3	и в	31	39
4	может быть	6	27
5	в том	11	26
6	только в	9	25
7	что в	14	22
8	не может	6	22
9	так как	8	21
10	не только	24	21
11	в нем	4	20
12	но и	19	20
13	и не	17	18
14	том что	14	16
15	так что	10	16
16	не в	5	15
17	в этом	14	15
18	так и	6	13
19	в себе	4	13
20	таким образом	3	13
21	было бы	2	12
22	то что	18	10
23	как в	3	10
24	и что	6	10
25	для нас	4	9
26	как и	4	9
27	там же	13	9
28	мысли и	4	9
29	тем что	2	9
30	но в	12	9
31	но не	3	8
32	вместе с	3	8
33	со стороны	2	8
34	того что	2	8
35	точки зрения	2	8
36	с другой	3	7
37	в истории	4	7
38	в нас	4	7
39	по его	2	7
40	то и	2	7
41	же с	11	7
42	не менее	2	6
43	от нее	2	6
44	тем не	2	6
45	и как	4	6
46	еще не	2	6
47	что на	2	6
48	что и	5	6
49	все же	3	6
50	и т	2	6
51	то же	6	6
52	при этом	2	6
53	и по	8	6
54	в каком	2	6
55	с тем	2	5
56	вовсе не	5	5
57	несмотря на	4	5
58	но это	3	5
59	и потому	6	5
60	в его	12	5
61	другой стороны	3	5
62	а в	9	5
63	и для	2	5
64	и его	7	5
65	с в	3	5
66	никогда не	9	4
67	тем самым	2	4
68	этом смысле	4	4
69	от него	2	4
70	же время	4	4
71	для него	7	4
72	к тому	3	4
73	в своих	5	4
74	не по	2	4
75	т д	2	4
76	не было	5	4
77	и притом	3	4
78	и других	2	4
79	и даже	15	4
80	из этих	2	4
81	во всем	4	4
82	в то	8	4
83	что мы	2	4
84	в них	2	3
85	и от	5	3
86	и это	2	3
87	в жизни	3	3
88	что все	2	3
89	о котором	2	3
90	так например	2	3
91	в этой	4	3
92	в своем	4	3
93	того же	6	3
94	мы увидим	3	3
95	по поводу	12	3
96	только на	3	3
97	в своей	4	3
98	что сам	2	3
99	для того	2	3
100	для себя	2	3
101	в самом	2	3
102	на него	3	3
103	имеют для	2	3
104	не мог	3	3
105	к этой	2	3
106	как на	2	3
107	той же	2	3
108	что для	4	3
109	с ним	5	3
110	не из	2	3
111	и то	10	3
112	сказать что	7	3
113	во всяком	2	3
114	хотя и	4	3
115	он не	10	3
116	и вообще	4	3
117	мы должны	2	3
118	и все	4	3
119	с и	2	3
120	и с	14	3
121	но как	5	3
122	мы будем	2	2
123	под влиянием	3	2
124	нисколько не	2	2
125	но на	3	2
126	по этому	2	2
127	но он	5	2
128	на все	2	2
129	на то	5	2
130	о его	2	2
131	как мы	9	2
132	жизни и	5	2
133	уже не	3	2
134	у нас	6	2
135	если не	3	2
136	не были	2	2
137	все что	2	2
138	того чтобы	2	2
139	между прочим	11	2
140	за пределы	3	2
141	и о	2	2
142	и если	5	2
143	одним из	2	2
144	никак не	4	2
145	к ней	4	2
146	на что	2	2
147	взгляд на	3	2
148	для нее	2	2
149	с а	9	2
150	в целом	3	2
151	из этого	2	2
152	что же	5	2
153	на основании	2	2
154	только что	2	2
155	что к	3	2
156	тем более	2	2
157	в течение	9	2
158	на этот	6	2
159	хотя бы	2	2
160	даже и	9	2
161	то он	6	2
162	известно что	2	2
163	в начале	3	2
164	видно что	5	2
165	его к	2	2
166	его на	2	2
167	о том	11	2
168	дело в	4	2
169	и всегда	3	2
170	в которой	4	2
171	то мы	3	2
