N	2gram	Losev_Dial_4	TeoriaLi
1	– это	5	20
2	не только	8	18
3	в качестве	2	17
4	и не	30	16
5	– в	15	14
6	в частности	2	13
7	и в	15	13
8	может быть	17	12
9	так и	5	12
10	при этом	2	11
11	в этом	11	11
12	в том	11	11
13	а не	18	10
14	и его	7	10
15	в его	4	9
16	то же	9	9
17	что в	7	8
18	но и	4	8
19	себя в	2	7
20	в себе	8	7
21	том что	10	7
22	в данном	3	7
23	точки зрения	14	7
24	в то	6	7
25	только в	7	7
26	как это	2	7
27	отличие от	2	7
28	с его	5	6
29	же время	6	6
30	еще не	4	6
31	лишь в	2	6
32	как бы	14	6
33	но в	3	6
34	однако в	2	5
35	в своем	5	5
36	в ее	2	5
37	как и	7	5
38	не в	8	5
39	в самом	2	5
40	того или	2	5
41	в нем	5	5
42	как в	3	5
43	уже не	9	5
44	тем самым	3	5
45	мы имеем	5	5
46	личности и	10	4
47	не менее	2	4
48	личности в	5	4
49	в свою	3	4
50	можно сказать	5	4
51	ни в	8	4
52	субъекта и	5	4
53	в своей	3	4
54	то что	16	4
55	в их	3	4
56	не может	11	4
57	сказать что	6	4
58	хотя и	6	4
59	и ее	8	4
60	говорить о	11	4
61	перед нами	6	3
62	никогда не	2	3
63	в отношении	2	3
64	в противоположность	2	3
65	этом смысле	4	3
66	прежде всего	11	3
67	тем не	2	3
68	свою очередь	2	3
69	того что	13	3
70	мог бы	2	3
71	и –	9	3
72	совпадает с	2	3
73	той или	4	3
74	и потому	3	3
75	с ее	10	3
76	– не	5	3
77	другой стороны	2	3
78	как раз	4	3
79	таким образом	5	3
80	именно в	5	3
81	и вот	11	3
82	и что	9	3
83	и по	2	3
84	– все	3	3
85	или в	7	3
86	о ней	2	3
87	и то	3	3
88	потому что	10	3
89	в основе	10	3
90	в этой	4	3
91	отношении к	2	3
92	все эти	3	3
93	я не	5	2
94	сама по	5	2
95	е о	3	2
96	только не	3	2
97	если бы	6	2
98	могут быть	3	2
99	за пределы	3	2
100	себя и	3	2
101	в аспекте	2	2
102	это не	12	2
103	но –	8	2
104	вовсе не	6	2
105	по себе	13	2
106	что он	7	2
107	личности как	3	2
108	об этом	3	2
109	при условии	2	2
110	данный момент	2	2
111	но как	2	2
112	и как	4	2
113	– и	4	2
114	что они	4	2
115	одной из	2	2
116	из которых	3	2
117	жизнь личности	2	2
118	в виду	9	2
119	к жизни	3	2
120	и тем	6	2
121	во всех	2	2
122	вместе с	2	2
123	со стороны	3	2
124	а именно	6	2
125	собственно говоря	2	2
126	и для	5	2
127	– как	5	2
128	от себя	2	2
129	это и	9	2
130	в себя	5	2
131	тех или	4	2
132	в данный	2	2
133	и о	8	2
134	с точки	9	2
135	и даже	6	2
136	и притом	3	2
137	во всей	2	2
138	так же	4	2
139	или иначе	2	2
140	личность –	2	2
141	как будто	2	2
142	о том	5	2
143	и это	8	2
144	в чем	8	2
145	в которой	2	2
146	отношения к	3	2
147	в области	3	2
148	это было	2	2
149	для меня	2	2
