N	2gram	Bakhtin_Pr_3	Dialekti
1	и не	15	30
2	и в	53	18
3	ничего не	6	17
4	может быть	12	17
5	точки зрения	4	17
6	в нем	10	16
7	а не	11	14
8	потому что	5	14
9	что в	2	13
10	то что	9	13
11	не только	4	13
12	и даже	2	13
13	было бы	5	12
14	с точки	2	12
15	в этом	8	12
16	не может	2	12
17	что это	2	11
18	что он	4	11
19	как бы	14	11
20	все это	8	11
21	в себе	5	11
22	так как	7	11
23	прежде всего	15	10
24	несмотря на	2	10
25	то же	6	10
26	сказать что	10	10
27	никогда не	2	9
28	это не	6	9
29	в том	14	9
30	так и	6	9
31	том что	5	9
32	но это	3	8
33	вовсе не	3	7
34	но и	7	7
35	мы находим	2	7
36	также и	4	7
37	с другой	2	6
38	можно сказать	8	6
39	да и	2	6
40	хотя бы	2	6
41	не было	4	6
42	не в	2	6
43	в то	5	6
44	с ним	2	6
45	не то	3	6
46	но в	5	6
47	я не	4	5
48	он сам	4	5
49	в этих	5	5
50	идеи и	3	5
51	говорит о	2	5
52	в дальнейшем	7	5
53	есть и	2	5
54	отношение к	6	5
55	в особенности	2	5
56	а в	2	5
57	и с	6	5
58	говорить о	2	5
59	мы должны	4	5
60	и более	2	4
61	в конце	3	4
62	мы видим	2	4
63	но не	5	4
64	от него	3	4
65	же время	5	4
66	не могу	3	4
67	хотя и	4	4
68	не о	2	4
69	быть и	2	4
70	как мы	5	4
71	почти всегда	3	4
72	мы можем	5	4
73	и вообще	3	4
74	о том	2	4
75	как он	2	4
76	и жизни	2	4
77	как это	2	4
78	и почти	2	3
79	в них	2	3
80	все равно	4	3
81	что и	3	3
82	вплоть до	4	3
83	что я	2	3
84	более или	3	3
85	действительности и	2	3
86	конечно не	4	3
87	и из	3	3
88	он не	3	3
89	в его	8	3
90	и потому	5	3
91	один из	6	3
92	нем нет	3	3
93	жизни и	9	3
94	или менее	3	3
95	в их	2	3
96	в самом	2	3
97	в разных	4	3
98	еще более	5	3
99	в основе	5	3
100	в ней	7	3
101	могут быть	4	3
102	даже и	2	3
103	только в	4	3
104	и все	10	3
105	в сознании	2	3
106	как у	5	2
107	не менее	3	2
108	но они	4	2
109	идеей и	2	2
110	именно в	2	2
111	не знает	4	2
112	сравнению с	4	2
113	как в	7	2
114	и от	3	2
115	с другими	3	2
116	в каждом	4	2
117	к этому	4	2
118	в мире	5	2
119	что уже	2	2
120	как и	11	2
121	характерна для	3	2
122	мы и	2	2
123	что именно	2	2
124	эти два	2	2
125	но к	3	2
126	связанные с	3	2
127	тому же	2	2
128	здесь в	10	2
129	до сих	5	2
130	еще не	5	2
131	по сравнению	4	2
132	каждом из	3	2
133	тем более	2	2
134	а главное	2	2
135	из них	4	2
136	в своей	3	2
137	и их	2	2
138	с ней	3	2
139	сих пор	5	2
140	к самому	4	2
141	с этим	2	2
142	на земле	14	2
143	все эти	9	2
144	в эпоху	10	2
145	и у	7	2
146	и для	4	2
147	или наоборот	2	2
148	или на	2	2
149	два или	2	2
150	и так	3	2
151	что касается	2	2
152	во всем	2	2
153	или по	3	2
154	и это	3	2
155	мне не	2	2
156	это конечно	2	2
157	нет ни	2	2
158	это было	3	2
