N	2gram	Vygotskiy__2	Komedia
1	и в	32	22
2	и не	10	21
3	том что	21	13
4	в том	37	12
5	таким образом	21	12
6	так как	12	11
7	ни в	2	10
8	потому что	21	10
9	до сих	5	9
10	в самом	12	9
11	вместе с	2	9
12	сих пор	5	9
13	если бы	6	8
14	что он	13	8
15	в его	2	8
16	что и	17	8
17	в этом	13	8
18	о том	6	8
19	об этом	3	7
20	при этом	13	7
21	в свою	3	7
22	то же	13	7
23	едва ли	4	7
24	а в	4	7
25	в конце	3	7
26	ясно что	7	6
27	свою очередь	2	6
28	того же	2	6
29	еще не	2	6
30	для того	13	6
31	к тому	7	6
32	может быть	18	6
33	как раз	5	6
34	самом деле	16	6
35	и что	22	6
36	того чтобы	14	6
37	так что	3	6
38	и его	7	6
39	в то	5	6
40	не менее	8	5
41	что в	20	5
42	же время	2	5
43	то это	3	5
44	что его	5	5
45	как это	4	5
46	и сам	4	5
47	не только	12	5
48	в своей	3	5
49	отношение к	2	5
50	из них	4	5
51	все это	5	5
52	он не	6	5
53	тем что	9	5
54	к нему	2	5
55	в которых	3	5
56	но в	3	5
57	с тем	11	4
58	должен был	2	4
59	отнюдь не	5	4
60	с другой	3	4
61	вовсе не	2	4
62	и здесь	2	4
63	все же	4	4
64	не в	8	4
65	до конца	3	4
66	несмотря на	4	4
67	в ней	5	4
68	тем более	2	4
69	и т	10	4
70	то что	21	4
71	когда он	10	4
72	но и	10	4
73	на него	2	4
74	что она	16	4
75	т п	8	4
76	в отношении	3	4
77	меньше всего	2	4
78	а не	7	4
79	и для	4	4
80	так же	18	4
81	точки зрения	17	4
82	само собой	3	4
83	в себе	2	4
84	так и	3	4
85	хотя бы	3	4
86	и поэтому	4	4
87	и с	4	4
88	с его	2	3
89	в частности	3	3
90	никогда не	9	3
91	в них	2	3
92	в глаза	2	3
93	то ни	2	3
94	в какой	2	3
95	с этой	4	3
96	с этим	4	3
97	в нем	4	3
98	далеко не	5	3
99	на то	11	3
100	и к	3	3
101	тем не	4	3
102	в ее	2	3
103	как и	10	3
104	в этой	6	3
105	по своему	3	3
106	все что	2	3
107	было бы	11	3
108	и тот	2	3
109	и мы	6	3
110	к ним	2	3
111	на этот	2	3
112	как бы	6	3
113	из себя	2	3
114	один из	3	3
115	в целом	4	3
116	дело с	8	3
117	не может	17	3
118	у того	2	3
119	из того	2	3
120	что не	3	3
121	с точки	10	3
122	столь же	4	3
123	и даже	5	3
124	не имеет	4	3
125	не так	2	3
126	в других	2	3
127	их в	2	3
128	мы можем	3	3
129	во всяком	2	3
130	же самое	6	3
131	на это	3	3
132	как он	2	3
133	в которой	2	3
134	ничего не	4	3
135	всяком случае	2	3
136	том как	2	3
137	в основе	11	2
138	на вопрос	2	2
139	все время	6	2
140	состоит в	3	2
141	больше того	2	2
142	конечном счете	3	2
143	и без	2	2
144	сравнению с	2	2
145	не как	3	2
146	как в	9	2
147	это не	2	2
148	чем к	2	2
149	и все	4	2
150	в одном	2	2
151	представление о	3	2
152	именно потому	2	2
153	это в	2	2
154	не могут	3	2
155	если мы	12	2
156	к своему	2	2
157	мы знаем	7	2
158	его от	2	2
159	отличие от	2	2
160	по существу	3	2
161	такое же	2	2
162	которой мы	2	2
163	из всех	2	2
164	что они	7	2
165	она не	2	2
166	бы то	2	2
167	выходит из	2	2
168	а на	4	2
169	то время	3	2
170	что с	3	2
171	тот же	6	2
172	только как	3	2
173	совершенно не	4	2
174	на его	2	2
175	в сущности	7	2
176	он говорит	5	2
177	от того	4	2
178	в конечном	3	2
179	в свое	2	2
180	конце концов	3	2
181	и он	3	2
182	если же	4	2
183	по сравнению	2	2
184	во всех	3	2
185	наряду с	4	2
186	в их	3	2
187	другой стороны	2	2
188	при всем	3	2
189	целый ряд	6	2
190	вплоть до	2	2
191	бы не	2	2
192	не было	2	2
193	этом отношении	5	2
194	время как	3	2
195	мы не	3	2
196	из которых	2	2
197	что для	7	2
198	роль в	2	2
199	отказаться от	3	2
200	с другими	2	2
201	в таком	2	2
202	можно было	7	2
203	в своих	9	2
204	и на	5	2
205	тому что	4	2
206	между тем	4	2
207	вывод что	2	2
208	и ее	3	2
209	и это	4	2
210	из этого	4	2
211	в виду	3	2
