N	2gram	Vygotskiy__7	Vladivir
1	и в	26	31
2	не только	24	24
3	но и	11	19
4	то что	24	18
5	и не	18	17
6	том что	17	14
7	что в	12	14
8	в этом	29	14
9	и с	5	14
10	что он	8	12
11	в его	4	12
12	но в	4	12
13	в том	18	11
14	потому что	16	11
15	о том	4	11
16	так что	4	10
17	и то	7	10
18	также и	2	10
19	он не	3	10
20	никогда не	4	9
21	как мы	14	9
22	а в	2	9
23	только в	8	9
24	в конце	4	9
25	и по	3	8
26	в то	3	8
27	так как	14	8
28	уже в	2	7
29	для него	3	7
30	об этом	3	7
31	как раз	3	7
32	и его	12	7
33	как это	5	7
34	сказать что	8	7
35	мы уже	3	7
36	к этому	2	6
37	и к	7	6
38	можно сказать	5	6
39	у нас	2	6
40	в качестве	5	6
41	и потому	3	6
42	может быть	7	6
43	в котором	4	6
44	так и	3	6
45	не может	11	6
46	то же	8	6
47	и что	6	6
48	все это	3	5
49	вовсе не	2	5
50	на то	4	5
51	в период	2	5
52	не в	4	5
53	и от	4	5
54	что и	3	5
55	что же	2	5
56	в своих	2	5
57	но он	2	5
58	с ним	3	5
59	я не	3	4
60	что у	4	4
61	в нем	2	4
62	для нас	2	4
63	к ней	2	4
64	в себе	9	4
65	что его	2	4
66	как и	15	4
67	мы и	2	4
68	в этой	3	4
69	по своей	10	4
70	никак не	5	4
71	один из	2	4
72	в нашем	4	4
73	в своей	3	4
74	в этот	3	4
75	мысли и	11	4
76	не раз	2	4
77	говорит что	2	4
78	что для	2	4
79	несмотря на	2	4
80	во всем	3	4
81	к нему	3	4
82	в которой	11	4
83	но только	3	3
84	только к	2	3
85	к тому	7	3
86	в лет	2	3
87	с другой	4	3
88	как в	4	3
89	но не	3	3
90	но это	3	3
91	что они	10	3
92	по своему	9	3
93	ничего не	2	3
94	все же	6	3
95	на его	2	3
96	в целом	5	3
97	отношение к	2	3
98	вместе с	12	3
99	по своим	2	3
100	только на	3	3
101	в отношении	2	3
102	и речи	19	3
103	таким образом	23	3
104	все эти	6	3
105	не мог	2	3
106	и он	2	3
107	едва ли	4	3
108	что этот	5	3
109	к его	2	3
110	и здесь	2	3
111	в начале	5	3
112	во время	2	3
113	но этот	2	3
114	в момент	4	2
115	тем что	9	2
116	с тем	5	2
117	не менее	4	2
118	по этому	4	2
119	для нее	3	2
120	нет и	3	2
121	от нее	2	2
122	к изучению	3	2
123	было сказано	3	2
124	что все	2	2
125	в меру	7	2
126	образом в	2	2
127	его к	2	2
128	и весь	2	2
129	одной из	4	2
130	о его	3	2
131	тем не	3	2
132	мы знаем	2	2
133	ни в	2	2
134	это и	4	2
135	которой мы	2	2
136	учение о	3	2
137	все что	6	2
138	то время	2	2
139	это мы	2	2
140	что с	5	2
141	еще не	4	2
142	того что	14	2
143	было бы	6	2
144	совершенно не	2	2
145	что на	2	2
146	знания в	2	2
147	в самом	9	2
148	и о	3	2
149	одним из	2	2
150	даже в	2	2
151	для себя	24	2
152	и до	2	2
153	этом и	2	2
154	то как	2	2
155	не по	4	2
156	речи с	7	2
157	из этого	2	2
158	что она	8	2
159	только что	5	2
160	но мы	3	2
161	то и	4	2
162	как к	3	2
163	и для	5	2
164	и других	2	2
165	на основании	2	2
166	на первом	2	2
167	лишь в	2	2
168	тем самым	8	2
169	того чтобы	19	2
170	для того	18	2
171	что мы	9	2
172	как на	6	2
173	той же	8	2
174	а по	2	2
175	во всяком	2	2
176	к этой	2	2
177	точки зрения	28	2
178	из этих	3	2
179	того и	2	2
180	мы должны	6	2
181	этот факт	2	2
182	ответ на	2	2
183	в чем	3	2
