N	2gram	Vygotskiy__6	slovoVRo
1	и в	28	39
2	может быть	13	37
3	и его	3	33
4	не только	16	24
5	и не	11	22
6	но и	10	21
7	не может	19	20
8	в нем	7	19
9	до конца	3	17
10	все это	2	16
11	в этом	27	16
12	так и	6	15
13	а не	3	14
14	как в	3	13
15	в пределах	5	13
16	в процессе	9	13
17	во всех	4	12
18	не в	4	9
19	языка и	5	9
20	прежде всего	2	8
21	оно не	4	8
22	таким образом	18	8
23	точки зрения	13	8
24	с его	3	7
25	при этом	3	7
26	для него	6	7
27	еще не	8	7
28	в его	3	7
29	как бы	11	7
30	никогда не	8	7
31	в этих	2	7
32	как мы	10	7
33	могут быть	5	7
34	с ним	2	7
35	в них	3	6
36	и к	6	6
37	этом случае	2	6
38	все же	2	6
39	как и	6	6
40	в своем	7	6
41	языка в	2	6
42	но не	10	6
43	она не	2	6
44	в сущности	7	6
45	там где	7	6
46	в значительной	2	6
47	все эти	2	6
48	но в	5	6
49	не могут	5	5
50	с другой	2	5
51	это не	5	5
52	и все	5	5
53	по себе	3	5
54	для нас	2	5
55	том что	19	5
56	только в	18	5
57	в том	28	5
58	например в	4	5
59	один из	3	5
60	мышления и	7	5
61	и наконец	2	5
62	с ними	2	5
63	остается в	2	5
64	от него	2	5
65	в плане	3	5
66	не менее	2	4
67	и др	2	4
68	слова к	2	4
69	на фоне	3	4
70	отношению к	10	4
71	зависимости от	5	4
72	связанные с	3	4
73	в зависимости	5	4
74	в отношении	10	4
75	по отношению	10	4
76	для этого	2	4
77	отношения к	3	4
78	то же	7	4
79	что оно	7	4
80	и других	7	4
81	с помощью	13	4
82	в той	4	4
83	для всех	2	4
84	а в	2	4
85	с другими	2	4
86	и на	5	4
87	дело с	2	4
88	в основе	3	4
89	в то	6	4
90	отношении к	3	4
91	отношение к	7	4
92	его в	6	4
93	так как	10	4
94	и там	2	3
95	что в	17	3
96	точку зрения	2	3
97	и от	2	3
98	не с	2	3
99	что и	4	3
100	этого процесса	2	3
101	но это	2	3
102	связи с	3	3
103	на этом	4	3
104	у него	2	3
105	и как	6	3
106	слов и	3	3
107	разрыв между	2	3
108	связано с	3	3
109	в свете	5	3
110	этом отношении	3	3
111	с точки	10	3
112	той же	4	3
113	сказать что	13	3
114	речи и	5	3
115	ту же	3	3
116	в чем	6	3
117	как это	3	3
118	чем в	2	2
119	в данном	2	2
120	восприятием и	2	2
121	в сфере	12	2
122	и более	2	2
123	независимо от	3	2
124	и другие	2	2
125	хотя и	3	2
126	и непосредственно	2	2
127	в нашем	4	2
128	требует от	3	2
129	на котором	2	2
130	но он	2	2
131	того как	5	2
132	тогда когда	6	2
133	в себе	4	2
134	и здесь	3	2
135	что он	18	2
136	речи как	2	2
137	более того	2	2
138	мы уже	2	2
139	систем в	2	2
140	известной степени	2	2
141	связи и	3	2
142	но мы	3	2
143	сих пор	3	2
144	на его	3	2
145	мы видели	8	2
146	то что	28	2
147	входят в	2	2
148	вместе с	7	2
149	те же	3	2
150	в их	3	2
151	где они	2	2
152	отличается от	3	2
153	всем этим	2	2
154	в связи	2	2
155	с этим	4	2
156	которых мы	2	2
157	именно в	4	2
158	это и	3	2
159	в себя	3	2
160	мы не	6	2
161	они не	4	2
162	того чтобы	10	2
163	для того	8	2
164	одним из	2	2
165	он не	7	2
166	нуждается в	3	2
167	как с	2	2
168	к его	2	2
169	но как	3	2
170	в другом	2	2
171	не знает	3	2
172	которые в	4	2
173	и между	2	2
174	в области	6	2
175	в одном	2	2
176	в новом	2	2
177	до сих	3	2
