N	2gram	Vinokur_Ku_3	StatiiOP
1	и в	23	44
2	в том	22	36
3	и т	54	30
4	что в	13	30
5	том что	11	29
6	т д	8	21
7	в этом	16	21
8	вовсе не	5	19
9	то что	4	18
10	не только	17	18
11	было бы	16	17
12	а в	5	17
13	о том	6	17
14	и не	10	16
15	а не	11	16
16	т е	32	15
17	может быть	14	15
18	в данном	7	14
19	в области	14	14
20	как в	4	13
21	можно было	11	13
22	не в	5	12
23	у нас	10	11
24	самом деле	14	11
25	того чтобы	11	11
26	точки зрения	23	11
27	ясно что	4	10
28	для того	12	10
29	что он	6	10
30	но и	3	10
31	но в	2	10
32	только в	6	10
33	в отношении	3	9
34	с другой	7	9
35	но также	5	9
36	если бы	8	9
37	в то	3	9
38	как и	5	9
39	того что	11	9
40	т п	41	9
41	также и	5	9
42	так и	6	9
43	в его	11	9
44	все же	5	8
45	не может	6	8
46	это не	3	8
47	с точки	16	8
48	я не	5	7
49	и об	2	7
50	прежде всего	9	7
51	по поводу	3	7
52	в самом	13	7
53	в статье	2	7
54	для нас	4	7
55	сих пор	8	7
56	до сих	8	7
57	другой стороны	3	7
58	таким образом	9	7
59	сказать что	7	7
60	что они	2	7
61	потому что	12	6
62	из этих	5	6
63	но это	5	6
64	что и	6	6
65	в своей	4	6
66	данном случае	4	6
67	что же	5	6
68	именно в	3	6
69	на самом	3	6
70	в той	4	6
71	при чем	5	6
72	во всяком	2	6
73	хотя бы	9	6
74	не менее	12	5
75	такой же	2	5
76	так же	2	5
77	что мы	2	5
78	совершенно не	5	5
79	в котором	2	5
80	в целом	4	5
81	все это	2	5
82	в печати	2	5
83	той же	3	5
84	то же	6	5
85	в слове	4	5
86	в которых	3	5
87	тем что	5	5
88	могут быть	6	5
89	все эти	7	5
90	уже о	2	5
91	так как	9	5
92	там где	3	5
93	на вопрос	3	4
94	речь идет	3	4
95	что это	3	4
96	в частности	2	4
97	своей статье	2	4
98	столь же	4	4
99	что она	5	4
100	это в	2	4
101	вопрос о	11	4
102	или иного	3	4
103	мы находим	3	4
104	бы и	3	4
105	в ее	4	4
106	это и	3	4
107	но все	2	4
108	тем более	5	4
109	и что	7	4
110	том отношении	2	4
111	в качестве	2	4
112	того или	3	4
113	как раз	4	4
114	но если	3	4
115	как бы	5	4
116	дело не	2	4
117	в россии	2	4
118	не было	4	4
119	еще более	2	4
120	заключается в	4	4
121	не имеет	3	4
122	языка и	2	4
123	этот вопрос	3	4
124	как это	7	4
125	а с	3	3
126	вопрос в	2	3
127	тому что	4	3
128	точку зрения	2	3
129	в какой	3	3
130	и я	2	3
131	и с	3	3
132	с этой	3	3
133	должна быть	3	3
134	в тех	2	3
135	же это	2	3
136	материал для	2	3
137	ни в	3	3
138	не трудно	3	3
139	то в	3	3
140	чем в	2	3
141	но не	3	3
142	того же	4	3
143	и без	2	3
144	еще не	9	3
145	или иным	2	3
146	п в	3	3
147	что не	4	3
148	себе целью	2	3
149	своего рода	2	3
150	не по	3	3
151	или иное	2	3
152	в ней	3	3
153	не значит	5	3
154	не все	2	3
155	и тем	6	3
156	то это	3	3
157	отношению к	2	3
158	а именно	3	3
159	внимание на	2	3
160	по отношению	3	3
161	и только	3	3
162	о значении	2	3
163	с одной	4	3
164	в двух	2	3
165	лишь в	8	3
166	на этот	2	3
167	тем же	2	3
168	в таком	4	3
169	и нужно	2	3
170	в чем	5	3
171	как к	2	3
172	в результате	3	3
173	то или	2	3
174	ставит себе	3	3
175	в каком	3	3
176	обстоятельство что	3	3
177	вопроса о	3	3
178	если это	2	3
179	между тем	4	3
180	том числе	2	2
181	что все	2	2
182	уже в	3	2
183	бы не	3	2
184	но на	3	2
185	одним и	2	2
186	в этих	2	2
187	в своем	4	2
188	как о	3	2
189	который как	2	2
190	быть в	2	2
191	смысле этого	2	2
192	что на	3	2
193	этом случае	4	2
194	по существу	3	2
195	и более	3	2
196	на точку	2	2
197	при этом	6	2
198	она не	3	2
199	одной стороны	4	2
200	в данной	3	2
201	в сущности	4	2
202	между прочим	8	2
203	за пределы	2	2
204	но для	3	2
205	а также	4	2
206	свое время	2	2
207	этого слова	4	2
208	и такие	2	2
209	тем не	9	2
210	в первом	5	2
211	отношение к	3	2
212	которые в	4	2
213	ответа на	2	2
214	подчеркнуть что	2	2
215	в первую	3	2
216	конечно не	2	2
217	уже выше	5	2
218	на него	3	2
219	первую очередь	3	2
220	что как	3	2
221	целый ряд	4	2
222	е как	3	2
223	для этого	6	2
224	в свое	2	2
225	то обстоятельство	3	2
226	еще и	2	2
227	о них	4	2
228	а потому	2	2
229	из того	2	2
230	тем самым	4	2
231	более чем	2	2
232	ни одного	2	2
233	мы не	3	2
234	русского языка	7	2
235	ничего не	6	2
236	не знает	2	2
237	более что	2	2
238	а то	2	2
239	ни на	2	2
240	он не	3	2
241	говорить о	6	2
242	то не	2	2
243	его в	2	2
244	отметить что	3	2
245	могло бы	3	2
246	мы имеем	2	2
247	е в	2	2
248	в числе	4	2
