N	2gram	Propp_Isto_2	Problemy
1	и не	11	31
2	и в	15	29
3	в его	6	24
4	может быть	17	24
5	а не	5	22
6	в этом	11	22
7	т е	29	21
8	как бы	6	19
9	в нем	7	19
10	не только	18	15
11	то что	12	15
12	но и	14	14
13	и его	3	14
14	то же	10	14
15	как и	2	12
16	не может	5	12
17	таким образом	7	12
18	в одном	5	10
19	только в	6	10
20	это не	2	9
21	все же	9	9
22	но не	2	9
23	о нем	4	9
24	все эти	4	9
25	что он	24	8
26	что в	12	8
27	отношению к	3	8
28	по отношению	3	8
29	потому что	9	8
30	в том	6	8
31	прежде всего	5	7
32	том что	7	7
33	не в	7	7
34	она не	5	7
35	так и	5	7
36	а в	12	7
37	с другими	2	7
38	и на	4	7
39	в себе	4	7
40	но в	6	7
41	все это	3	6
42	в одной	4	6
43	к нему	5	6
44	был бы	2	6
45	что она	5	6
46	как в	5	6
47	самом деле	2	6
48	так же	13	6
49	могут быть	2	6
50	его в	10	6
51	так как	14	6
52	перед нами	2	5
53	и др	4	5
54	именно в	2	5
55	было бы	5	5
56	но все	5	5
57	еще не	9	5
58	в сущности	2	5
59	у него	4	5
60	он не	8	5
61	той же	2	5
62	на самом	2	5
63	он и	3	5
64	и это	3	5
65	ничего не	7	5
66	превращается в	2	4
67	что и	6	4
68	но это	4	4
69	и с	4	4
70	в свете	2	4
71	и т	19	4
72	и для	2	4
73	не было	2	4
74	тем что	4	4
75	они не	4	4
76	и наконец	5	4
77	их в	2	4
78	в этой	4	4
79	человека в	2	4
80	так сказать	2	4
81	уже в	2	3
82	я не	2	3
83	в другой	4	3
84	никогда не	15	3
85	дано в	2	3
86	с другой	2	3
87	ни в	2	3
88	только у	2	3
89	по существу	2	3
90	одна из	2	3
91	ни один	2	3
92	кроме того	2	3
93	и пр	7	3
94	на него	5	3
95	в их	3	3
96	другой стороны	2	3
97	на котором	2	3
98	например в	2	3
99	в себя	3	3
100	приводит к	2	3
101	тому как	3	3
102	и здесь	9	3
103	сказать что	2	3
104	но с	2	3
105	он в	3	3
106	подобно тому	3	3
107	не знает	2	3
108	как будто	3	3
109	мы должны	4	3
110	в мир	2	3
111	на вопрос	2	2
112	самого начала	2	2
113	что герой	5	2
114	всех этих	3	2
115	связи с	8	2
116	себя и	2	2
117	его и	4	2
118	хотя бы	2	2
119	но они	4	2
120	в жизни	2	2
121	с которой	2	2
122	вопрос о	4	2
123	и ее	2	2
124	так что	6	2
125	мы видим	8	2
126	является не	2	2
127	при этом	4	2
128	есть и	2	2
129	которые были	2	2
130	до сих	6	2
131	в котором	5	2
132	один из	8	2
133	на его	2	2
134	и вызывает	2	2
135	нисколько не	2	2
136	сих пор	7	2
137	мы уже	6	2
138	находится в	2	2
139	и вполне	2	2
140	также не	2	2
141	здесь мы	3	2
142	и что	6	2
143	к себе	2	2
144	можно было	5	2
145	в которых	2	2
146	в ней	4	2
147	одно из	2	2
148	но он	4	2
149	и есть	5	2
150	его на	2	2
151	самый факт	2	2
152	заметить что	2	2
153	в которой	2	2
154	же и	3	2
155	с этим	5	2
