N	2gram	Propp_Isto_1	Dialekti
1	не есть	2	47
2	т е	10	30
3	и не	9	30
4	может быть	25	20
5	и в	28	19
6	не только	12	19
7	по себе	3	18
8	и т	25	17
9	в мифе	2	16
10	а не	15	16
11	т д	22	15
12	в себе	2	15
13	то что	9	14
14	что она	5	14
15	и даже	4	14
16	в том	9	14
17	как бы	2	14
18	так как	6	14
19	потому что	4	14
20	вовсе не	2	13
21	но и	10	12
22	то же	12	12
23	не просто	3	12
24	что это	8	10
25	как и	4	10
26	и как	2	10
27	в нем	2	10
28	так и	9	10
29	том что	7	10
30	это не	7	10
31	сказать что	5	10
32	никогда не	14	9
33	не может	15	9
34	прежде всего	10	8
35	не в	9	8
36	в этом	8	8
37	как это	3	7
38	но это	4	7
39	что в	12	7
40	должно быть	2	7
41	время как	3	7
42	как будто	4	7
43	так что	4	7
44	я не	3	6
45	что он	10	6
46	что не	2	6
47	что они	5	6
48	в то	3	6
49	но не	5	6
50	конечно не	2	6
51	того что	4	6
52	чтобы не	3	6
53	тогда когда	2	6
54	должна быть	5	5
55	с другой	6	5
56	в силу	5	5
57	и пр	4	5
58	и потому	2	5
59	что и	6	5
60	а именно	4	5
61	как раз	2	5
62	и что	10	5
63	и его	3	5
64	только в	11	5
65	о том	9	5
66	не то	4	5
67	и с	4	5
68	нисколько не	2	4
69	в своем	5	4
70	ясно что	2	4
71	в одном	5	4
72	не могут	2	4
73	в ее	2	4
74	все же	10	4
75	при этом	3	4
76	то время	3	4
77	еще не	7	4
78	и если	2	4
79	он не	2	4
80	хотя бы	4	4
81	связи с	4	4
82	все это	4	4
83	другой стороны	5	4
84	в связи	4	4
85	и только	2	4
86	таким образом	8	4
87	и вот	2	4
88	и по	3	4
89	есть только	3	4
90	а в	7	4
91	могут быть	4	4
92	и когда	2	4
93	в другом	3	4
94	по своей	2	4
95	как он	2	4
96	с ним	2	4
97	это конечно	3	4
98	не менее	6	3
99	всех этих	2	3
100	же как	2	3
101	в этих	7	3
102	и от	2	3
103	была бы	2	3
104	вопрос о	5	3
105	это время	2	3
106	а только	2	3
107	об этом	4	3
108	как мы	3	3
109	уже не	3	3
110	в этой	6	3
111	что если	2	3
112	было бы	7	3
113	и мы	2	3
114	в целях	3	3
115	у меня	3	3
116	даже в	4	3
117	из них	3	3
118	и их	3	3
119	и тогда	3	3
120	с этим	4	3
121	мы имеем	13	3
122	должны быть	4	3
123	что такое	2	3
124	что этот	2	3
125	от этого	2	3
126	они не	4	3
127	будто бы	3	3
128	его в	6	3
129	это за	3	3
130	когда мы	2	3
131	ничего не	2	3
132	же не	3	3
133	это было	2	3
134	что же	3	2
135	зависит от	2	2
136	самого начала	2	2
137	само по	2	2
138	в частности	2	2
139	в зависимости	2	2
140	в какой	3	2
141	перед нами	3	2
142	ко мне	2	2
143	именно в	3	2
144	но мы	2	2
145	в тех	2	2
146	если мы	3	2
147	то это	3	2
148	к тому	6	2
149	тем не	6	2
150	с самого	2	2
151	но все	4	2
152	мы видим	11	2
153	однако это	3	2
154	только через	3	2
155	зависимости от	2	2
156	об этой	2	2
157	так чтобы	2	2
158	с тем	4	2
159	или менее	5	2
160	до сих	5	2
161	и часто	2	2
162	мы в	2	2
163	не по	2	2
164	в ней	7	2
165	сих пор	5	2
166	себя в	2	2
167	во всех	2	2
168	в некоторых	2	2
169	на него	4	2
170	дело не	5	2
171	ее в	5	2
172	в их	3	2
173	так же	7	2
174	в царство	7	2
175	не на	2	2
176	например в	5	2
177	того как	3	2
178	с одной	4	2
179	как в	2	2
180	более или	5	2
181	и она	2	2
182	в очень	2	2
183	или в	5	2
184	также и	3	2
185	их в	5	2
186	между тем	2	2
187	не как	3	2
188	тем что	3	2
189	в виде	2	2
190	миф о	2	2
191	или на	3	2
192	что здесь	5	2
193	во время	3	2
194	что мы	7	2
195	мы должны	13	2
196	же самое	3	2
197	все эти	4	2
198	к сожалению	3	2
199	и должно	3	2
200	в области	2	2
201	но в	8	2
202	том как	2	2
203	вместе с	6	2
204	на этом	3	2
