N	2gram	Tiupa_Narr_1	slovoVRo
1	и в	11	41
2	в нем	4	30
3	то есть	9	26
4	в романе	2	21
5	но и	27	16
6	и не	23	16
7	точки зрения	5	16
8	не только	31	16
9	а не	13	15
10	то же	8	14
11	в пределах	2	14
12	может быть	15	14
13	не может	8	14
14	и его	10	14
15	и на	5	14
16	в то	4	14
17	в сущности	2	13
18	в его	6	13
19	же время	4	12
20	до конца	2	12
21	как бы	6	12
22	в этом	12	12
23	так и	5	11
24	в той	2	10
25	или иной	4	9
26	той или	5	9
27	себя в	2	9
28	слова в	4	8
29	прежде всего	4	8
30	точка зрения	5	8
31	в особенности	2	8
32	но в	7	8
33	как в	4	8
34	как мы	2	8
35	или в	6	8
36	не в	6	7
37	у тургенева	2	7
38	они могут	2	7
39	с ним	2	7
40	всех его	2	7
41	в своей	5	7
42	все же	4	7
43	в слове	3	7
44	во всяком	2	7
45	это не	3	6
46	при этом	19	6
47	и даже	2	6
48	а в	13	6
49	оно не	2	6
50	по своим	2	6
51	только в	12	6
52	с другой	2	5
53	национального языка	2	5
54	в самом	6	5
55	всяком случае	2	5
56	точек зрения	2	5
57	к нему	4	5
58	так сказать	2	5
59	перед нами	5	4
60	и от	2	4
61	большей или	2	4
62	меньшей степени	2	4
63	в ней	4	4
64	один из	6	4
65	с ее	2	4
66	лишь в	3	4
67	и с	3	4
68	и все	3	4
69	с его	4	4
70	как и	13	4
71	еще не	4	4
72	но именно	3	4
73	о нем	3	4
74	быть и	2	4
75	входит в	2	4
76	другой стороны	2	4
77	и для	2	4
78	ничего не	2	4
79	никогда не	4	3
80	хотя бы	2	3
81	из этих	4	3
82	язык как	2	3
83	к тому	6	3
84	в том	8	3
85	в свою	2	3
86	для него	4	3
87	в зависимости	2	3
88	из них	4	3
89	его и	2	3
90	данном случае	8	3
91	в своем	3	3
92	именно в	3	3
93	того что	4	3
94	друг друга	2	3
95	с ними	2	3
96	также и	3	3
97	в результате	2	3
98	не было	3	3
99	о том	4	3
100	в первом	4	3
101	у него	7	3
102	не могло	2	3
103	в себе	6	3
104	зависимости от	2	3
105	в качестве	14	3
106	она не	2	3
107	он не	3	3
108	в данном	11	3
109	и ее	3	3
110	свою очередь	2	2
111	своего и	2	2
112	в частности	14	2
113	известном смысле	2	2
114	столь же	5	2
115	одного из	6	2
116	можно сказать	5	2
117	такого рода	10	2
118	для того	3	2
119	хотя и	4	2
120	между ними	2	2
121	и тем	4	2
122	в целом	3	2
123	в этих	2	2
124	где они	2	2
125	не могла	2	2
126	уже не	8	2
127	именно эта	2	2
128	чужого слова	4	2
129	сказать что	2	2
130	потому что	5	2
131	между тем	3	2
132	не является	3	2
133	в сознании	4	2
134	за пределами	2	2
135	в известном	2	2
136	для них	2	2
137	между собой	2	2
138	или напротив	3	2
139	и чужого	2	2
140	первом случае	3	2
141	дело не	2	2
142	в одном	4	2
143	у нас	3	2
144	том что	7	2
145	то в	4	2
146	одна из	4	2
147	но не	4	2
148	по своему	2	2
149	а на	2	2
150	чем он	2	2
151	них как	2	2
152	одно и	2	2
153	до сих	2	2
154	ни о	2	2
155	и иных	2	2
156	и о	3	2
157	а также	6	2
158	сих пор	2	2
159	как раз	6	2
160	так в	4	2
161	только на	2	2
162	роль в	2	2
163	мы не	3	2
164	нас в	2	2
165	и то	3	2
166	с языком	2	2
167	на протяжении	7	2
168	связи с	2	2
169	жизни но	2	2
170	здесь не	2	2
