N	2gram	Tiupa_Narr_2	Myshleni
1	то что	8	26
2	что он	5	25
3	в этом	13	25
4	потому что	2	21
5	таким образом	5	19
6	в том	14	18
7	не может	8	18
8	точки зрения	5	18
9	того чтобы	3	17
10	что в	4	16
11	и в	13	16
12	того что	6	16
13	не только	26	16
14	так же	2	15
15	том что	13	15
16	сказать что	3	13
17	между собой	3	13
18	в процессе	2	13
19	отношению к	5	12
20	по отношению	5	12
21	и не	14	12
22	и что	2	12
23	в области	2	12
24	в его	6	11
25	но не	3	10
26	было бы	2	10
27	а не	17	10
28	в силу	4	10
29	только в	11	10
30	может быть	10	9
31	с точки	2	9
32	о том	5	8
33	как это	4	8
34	в известном	3	8
35	если бы	4	8
36	как и	4	8
37	он не	5	8
38	то же	4	8
39	тем самым	5	8
40	же как	2	7
41	известном смысле	3	7
42	в нем	5	7
43	но он	2	7
44	так и	9	7
45	представляет собой	16	7
46	внутренней речи	3	7
47	в какой	4	6
48	не в	8	6
49	в этой	4	6
50	но и	15	6
51	как он	2	6
52	могли бы	2	6
53	но в	6	6
54	у него	6	6
55	состоит в	12	6
56	к тому	9	6
57	в той	5	6
58	в другом	4	6
59	должна быть	2	5
60	никогда не	6	5
61	тому что	3	5
62	в своем	6	5
63	что они	3	5
64	что с	2	5
65	для него	4	5
66	как бы	6	5
67	не является	4	5
68	хотя бы	2	5
69	этом отношении	3	5
70	в то	5	5
71	с ним	4	5
72	мере в	2	5
73	можно сказать	6	5
74	как в	5	5
75	только что	2	5
76	можно было	2	5
77	ничего не	6	5
78	зависит от	2	4
79	все эти	3	4
80	с другой	5	4
81	это не	3	4
82	с этой	3	4
83	в свою	2	4
84	при этом	14	4
85	в самом	2	4
86	в целом	3	4
87	именно в	2	4
88	не имеет	2	4
89	и по	3	4
90	в результате	2	4
91	к которому	2	4
92	бы в	2	4
93	тем более	2	4
94	в качестве	14	4
95	еще не	2	4
96	как показывает	2	4
97	той же	2	4
98	тому как	2	4
99	подобно тому	2	4
100	мы его	2	4
101	и т.д	4	4
102	не менее	4	3
103	в частности	11	3
104	прежде всего	6	3
105	как уже	2	3
106	но это	2	3
107	самом деле	3	3
108	одной стороны	5	3
109	и тем	5	3
110	с одной	5	3
111	они не	2	3
112	как на	2	3
113	а в	9	3
114	к его	3	3
115	говорить о	2	3
116	по своей	3	3
117	между тем	3	3
118	мы не	2	3
119	и более	2	3
120	только не	2	3
121	он может	2	3
122	той мере	2	3
123	все же	6	3
124	и того	3	3
125	по своему	2	3
126	своей природе	2	3
127	никак не	3	3
128	с таким	2	3
129	что и	2	3
130	говорит о	2	3
131	в себя	4	3
132	и его	3	3
133	отношения между	2	3
134	ответ на	5	3
135	в чем	2	3
136	я не	5	2
137	что у	2	2
138	столь же	2	2
139	по поводу	2	2
140	вслед за	6	2
141	имеет место	2	2
142	в ней	2	2
143	в котором	5	2
144	в своей	4	2
145	в отличие	5	2
146	представляют собой	2	2
147	что она	2	2
148	то и	3	2
149	те же	2	2
150	и даже	3	2
151	в своих	2	2
152	и здесь	2	2
153	том как	2	2
154	о чем	2	2
155	представления о	2	2
156	в жизни	6	2
157	но при	4	2
158	в случае	2	2
159	вовсе не	2	2
160	и к	6	2
161	же в	4	2
162	отличие от	5	2
163	у нас	2	2
164	что я	3	2
165	все что	4	2
166	со всеми	2	2
167	во второй	2	2
168	жизни и	4	2
169	обратиться к	2	2
170	только к	3	2
171	только на	2	2
172	в центре	2	2
173	тому же	4	2
174	а с	2	2
175	на протяжении	5	2
