N	2gram	Bakhtin_Fr_8	Marksizm
1	может быть	3	28
2	и в	56	19
3	как бы	11	19
4	и не	9	19
5	не может	2	18
6	в процессе	5	18
7	точки зрения	6	17
8	то же	11	16
9	и его	12	16
10	языка и	6	15
11	как мы	7	15
12	в этом	14	15
13	таким образом	17	14
14	в сущности	8	14
15	так сказать	5	14
16	не только	8	13
17	с точки	2	13
18	речи и	3	13
19	связи с	6	13
20	в нем	8	11
21	если бы	2	11
22	вовсе не	6	11
23	не в	3	10
24	в пределах	5	10
25	но и	9	10
26	том что	8	10
27	так и	13	10
28	и т.п	11	10
29	для него	2	9
30	при этом	4	9
31	в основе	4	9
32	как целое	2	9
33	как и	5	9
34	самом деле	2	9
35	а не	2	9
36	же время	10	8
37	в то	12	8
38	с его	5	8
39	только в	9	8
40	никогда не	5	7
41	в связи	3	7
42	в том	13	7
43	его в	2	7
44	но в	6	7
45	и более	4	7
46	прежде всего	6	7
47	одна из	4	7
48	на самом	2	7
49	и для	2	7
50	ни в	2	6
51	и как	2	6
52	того чтобы	4	6
53	в самом	9	6
54	с помощью	3	6
55	ни было	2	6
56	и все	6	6
57	между тем	3	6
58	более того	3	6
59	мы уже	10	6
60	во всех	8	6
61	слова и	3	6
62	для того	2	6
63	то ни	2	5
64	в большинстве	7	5
65	к нему	2	5
66	в форме	3	5
67	в их	3	5
68	так же	2	5
69	и на	7	5
70	и здесь	3	5
71	большинстве случаев	6	5
72	к этому	2	5
73	в его	18	5
74	все же	2	5
75	в той	6	5
76	в данном	2	5
77	в отношении	5	4
78	это не	2	4
79	систему языка	2	4
80	той или	2	4
81	все те	2	4
82	то что	3	4
83	мы видели	5	4
84	бы то	2	4
85	и их	8	4
86	сказать что	3	4
87	бы в	3	4
88	как раз	2	4
89	что он	2	4
90	было бы	2	4
91	конечно не	4	4
92	связь с	3	4
93	только на	2	4
94	в слове	2	4
95	и ее	4	4
96	в себе	4	4
97	и т.д	3	4
98	перед нами	3	3
99	в этих	11	3
100	характерно что	2	3
101	с другой	2	3
102	для понимания	2	3
103	здесь мы	3	3
104	в этой	6	3
105	одной стороны	2	3
106	в ней	4	3
107	за пределы	4	3
108	со всею	3	3
109	в котором	2	3
110	в каком	2	3
111	а в	2	3
112	с одной	4	3
113	все эти	15	3
114	в другом	3	3
115	языка в	2	3
116	не было	5	3
117	о том	4	3
118	так как	4	3
119	не как	2	3
120	конечно в	2	3
121	в ее	6	3
122	в качестве	4	3
123	слов и	3	3
124	до сих	8	3
125	еще не	10	3
126	одной из	3	3
127	он не	5	3
128	и до	10	3
129	что и	3	3
130	в своей	2	3
131	той же	6	3
132	и то	2	3
133	нашей работы	2	3
134	сих пор	8	3
135	уже в	2	2
136	что в	5	2
137	что это	4	2
138	в нашем	2	2
139	его к	3	2
140	он был	12	2
141	узком смысле	2	2
142	что они	2	2
143	более или	2	2
144	в узком	2	2
145	до конца	11	2
146	одним из	5	2
147	настоящего времени	3	2
148	в своем	3	2
149	в особенности	4	2
150	они не	5	2
151	мы встречаем	2	2
152	и даже	8	2
153	рядом с	3	2
154	конечно и	3	2
155	и с	8	2
156	он и	2	2
157	к его	3	2
158	то есть	24	2
159	но по	4	2
160	у него	7	2
161	языка а	2	2
162	этих форм	2	2
163	и почти	3	2
164	значение и	2	2
165	но не	5	2
166	здесь в	3	2
167	лишь там	2	2
168	и о	3	2
169	и потому	4	2
170	характерен для	2	2
171	или менее	2	2
172	не на	3	2
173	на языке	2	2
174	здесь как	2	2
175	в значительной	2	2
176	и эта	2	2
177	в речи	2	2
178	между ними	2	2
179	мы не	2	2
180	в виде	2	2
181	границы между	6	2
182	до настоящего	3	2
183	все его	3	2
184	далеко не	2	2
185	там где	3	2
186	вместе с	2	2
