N	2gram	Losev_Dial_1	Istorich
1	и в	18	26
2	т е	25	22
3	так как	11	18
4	мы имеем	2	14
5	никогда не	9	13
6	потому что	14	13
7	что в	13	12
8	в том	9	12
9	в этом	12	12
10	может быть	17	11
11	с другой	6	10
12	том что	9	10
13	и т	21	10
14	и не	30	10
15	не только	13	10
16	что он	11	9
17	еще не	2	9
18	но и	7	9
19	в нем	16	8
20	все же	5	8
21	другой стороны	4	8
22	т д	19	8
23	все эти	2	8
24	и это	2	8
25	с ним	6	8
26	уже не	2	7
27	с одной	2	7
28	мы можем	4	7
29	одной стороны	2	7
30	о том	4	7
31	но в	6	7
32	то что	13	6
33	как в	2	6
34	не может	12	6
35	в виде	2	6
36	и с	5	6
37	как он	4	6
38	чаще всего	2	5
39	как и	2	5
40	мы видим	4	5
41	в ней	3	5
42	в его	3	5
43	то это	4	5
44	так и	9	5
45	то же	10	5
46	и что	12	5
47	как это	4	5
48	в то	6	5
49	только в	3	5
50	в воде	2	5
51	есть и	5	4
52	в мифе	12	4
53	это не	9	4
54	из этих	2	4
55	прежде всего	10	4
56	но это	8	4
57	до сих	2	4
58	как бы	11	4
59	что и	3	4
60	сих пор	2	4
61	на земле	2	4
62	что оно	5	4
63	как мы	4	4
64	и он	5	4
65	у них	3	4
66	но как	2	4
67	как только	2	3
68	или иное	3	3
69	если бы	12	3
70	в частности	2	3
71	могут быть	3	3
72	в них	3	3
73	и от	2	3
74	должна быть	3	3
75	к этому	2	3
76	вопрос о	2	3
77	так что	15	3
78	не в	6	3
79	от него	4	3
80	такой же	2	3
81	же как	2	3
82	в качестве	2	3
83	она не	6	3
84	но есть	2	3
85	и эта	2	3
86	почти всегда	4	3
87	в него	2	3
88	его с	3	3
89	что здесь	2	3
90	один из	3	3
91	другими словами	2	3
92	в своей	2	3
93	что она	7	3
94	со стороны	2	3
95	а в	5	3
96	и вот	6	3
97	но так	2	3
98	время как	2	3
99	в данном	3	3
100	и то	9	3
101	та же	3	3
102	сказать что	10	3
103	же можно	2	3
104	в себе	11	3
105	не было	6	3
106	этот обряд	3	3
107	от этого	3	3
108	с этой	2	2
109	может иметь	3	2
110	о чем	2	2
111	и как	7	2
112	а потом	5	2
113	в этих	5	2
114	в своем	5	2
115	отличается от	2	2
116	с этим	2	2
117	вовсе не	7	2
118	стороны и	3	2
119	утверждать что	3	2
120	на то	5	2
121	это мы	4	2
122	можно сказать	6	2
123	к тому	4	2
124	об одном	2	2
125	можно указать	2	2
126	но все	3	2
127	эти два	2	2
128	что они	3	2
129	как у	2	2
130	но не	4	2
131	так же	4	2
132	только то	4	2
133	было бы	12	2
134	миф и	4	2
135	никто не	2	2
136	относится к	2	2
137	всяком случае	2	2
138	даже в	3	2
139	не есть	40	2
140	не имеет	15	2
141	жизни и	3	2
142	ни в	15	2
143	образом и	2	2
144	что же	3	2
145	то и	2	2
146	точно так	2	2
147	он не	3	2
148	только что	3	2
149	а с	2	2
150	мы находим	7	2
151	и сейчас	2	2
152	обе стороны	3	2
153	и другое	2	2
154	а не	14	2
155	того что	2	2
156	и больше	2	2
157	что не	7	2
158	то или	3	2
159	его не	6	2
160	можно было	5	2
161	или другой	4	2
162	с ними	2	2
163	во всяком	4	2
164	что касается	2	2
165	он и	2	2
166	в которых	2	2
167	я могу	2	2
168	мы должны	5	2
169	но вот	3	2
170	ее на	2	2
171	что это	11	2
172	то он	2	2
173	ничего не	17	2
174	нет ни	2	2
175	значит что	14	2
