N	2gram	Ircho_Kome_3	Dialekti
1	т е	16	46
2	и не	21	30
3	а не	4	18
4	может быть	6	17
5	и т	4	17
6	ничего не	3	17
7	то что	4	16
8	и в	22	15
9	как бы	3	14
10	не имеет	3	14
11	так как	11	14
12	точки зрения	4	14
13	это не	2	12
14	прежде всего	5	11
15	в том	12	11
16	не может	3	11
17	говорить о	3	11
18	ясно что	6	11
19	и все	2	11
20	в этом	8	11
21	в основе	2	10
22	потому что	10	10
23	том что	13	10
24	было бы	3	9
25	в виду	2	9
26	все это	5	9
27	мы не	2	9
28	и что	6	9
29	то же	7	9
30	с точки	3	9
31	ни в	10	8
32	не в	4	8
33	в себе	4	8
34	и о	2	8
35	не только	5	8
36	и ее	2	8
37	и это	2	8
38	что в	5	7
39	и мы	3	7
40	что мы	2	7
41	что он	8	7
42	как и	3	7
43	и его	6	7
44	так что	6	6
45	же время	5	6
46	хотя и	5	6
47	и даже	3	6
48	в результате	2	6
49	вовсе не	4	6
50	если бы	8	6
51	тем более	4	6
52	в то	6	6
53	что и	8	6
54	нет ничего	2	6
55	так и	4	5
56	в своем	8	5
57	на то	3	5
58	того чтобы	6	5
59	в ней	4	5
60	но если	3	5
61	в нем	3	5
62	что она	4	5
63	таким образом	12	5
64	и на	2	5
65	о том	8	5
66	с его	3	5
67	в сущности	2	5
68	если мы	2	5
69	для того	6	5
70	и для	4	5
71	в этой	3	4
72	что они	2	4
73	один из	3	4
74	но и	4	4
75	так же	4	4
76	и с	4	4
77	не о	3	4
78	в одном	2	4
79	с тем	4	4
80	отнюдь не	4	4
81	не как	2	4
82	то ни	3	4
83	она не	2	4
84	еще не	6	4
85	как раз	6	4
86	в течение	3	4
87	бы в	4	4
88	хотя бы	4	4
89	в силу	2	4
90	в его	8	4
91	только для	2	3
92	в свою	7	3
93	и если	2	3
94	себя и	2	3
95	совершенно не	2	3
96	в их	2	3
97	отношения к	2	3
98	с этим	3	3
99	с ним	5	3
100	нет ни	2	3
101	но в	5	3
102	к этому	6	3
103	от нее	3	3
104	об этом	7	3
105	за пределы	2	3
106	в своей	5	3
107	со стороны	11	3
108	когда он	4	3
109	как в	2	3
110	на основании	2	3
111	что не	3	3
112	из которых	2	3
113	мы можем	3	3
114	едва ли	7	3
115	в области	2	3
116	не менее	5	2
117	не могут	2	2
118	прежде чем	3	2
119	в частности	3	2
120	и без	2	2
121	в отношении	4	2
122	с этой	3	2
123	человека и	2	2
124	представление о	2	2
125	к своему	2	2
126	без всякого	2	2
127	но все	4	2
128	свою очередь	6	2
129	не дает	4	2
130	что с	2	2
131	при этом	7	2
132	в самом	9	2
133	никогда не	3	2
134	в котором	2	2
135	был бы	2	2
136	из них	5	2
137	не по	7	2
138	другой стороны	2	2
139	не было	2	2
140	от того	2	2
141	не мог	2	2
142	я говорю	2	2
143	как это	5	2
144	е в	2	2
145	том как	3	2
146	а как	2	2
147	нисколько не	3	2
148	однако в	4	2
149	в них	3	2
150	сравнению с	2	2
151	и во	2	2
152	не мешает	2	2
153	в ее	3	2
154	все же	4	2
155	не будет	2	2
156	в качестве	2	2
157	все что	3	2
158	равно как	2	2
159	одной из	3	2
160	конечно не	3	2
161	в свое	2	2
162	нет и	4	2
163	тем не	3	2
164	по сравнению	2	2
165	во всех	2	2
166	вместе с	9	2
167	даже не	3	2
168	бы не	2	2
169	все равно	3	2
170	только что	7	2
171	или иначе	2	2
172	во всяком	3	2
173	тем что	5	2
174	что эта	2	2
175	в которой	3	2
176	отличие от	2	2
