N	2gram	Voloshinov_1	Istorich
1	и в	15	25
2	что он	8	22
3	вместе с	4	22
4	может быть	13	17
5	не только	5	13
6	но и	4	13
7	в его	9	12
8	и не	16	11
9	уже не	5	11
10	так как	9	11
11	все же	5	10
12	в этом	13	10
13	его в	8	9
14	и его	15	9
15	таким образом	21	9
16	что в	6	8
17	мы знаем	7	8
18	том что	5	8
19	еще не	7	8
20	на него	4	8
21	связь с	4	8
22	все эти	9	8
23	и что	3	8
24	и на	3	8
25	в качестве	2	7
26	во время	5	7
27	мы видели	5	7
28	как и	6	7
29	но это	2	7
30	то что	10	7
31	в нем	4	7
32	потому что	4	7
33	только в	6	7
34	знаем что	3	6
35	в этих	2	6
36	это не	2	6
37	прежде всего	11	6
38	этот мотив	3	6
39	что и	2	6
40	себя в	2	6
41	как в	3	6
42	в мифах	2	6
43	не может	13	6
44	не в	4	6
45	не совсем	2	6
46	могут быть	6	6
47	в том	4	6
48	что это	3	5
49	с этим	6	5
50	как мы	10	5
51	но все	2	5
52	но не	5	5
53	мы увидим	4	5
54	в ней	5	5
55	в него	2	5
56	не будем	2	5
57	мы не	4	5
58	не менее	3	4
59	что все	5	4
60	не всегда	4	4
61	в америке	2	4
62	с другими	5	4
63	тем не	2	4
64	в ее	4	4
65	в дальнейшем	2	4
66	мы уже	5	4
67	в основном	2	4
68	на этой	2	4
69	все это	5	4
70	то же	7	4
71	в истории	3	4
72	он не	4	4
73	мы должны	7	4
74	с ним	12	4
75	никогда не	7	3
76	в более	3	3
77	и все	4	3
78	в целом	2	3
79	в свою	2	3
80	всех людей	2	3
81	в этой	5	3
82	в то	6	3
83	в себя	5	3
84	того чтобы	2	3
85	и пр	9	3
86	но эти	2	3
87	и др	8	3
88	на себя	2	3
89	но мы	2	3
90	что при	2	3
91	на этом	5	3
92	и она	2	3
93	к нему	7	3
94	а в	6	3
95	в данном	3	3
96	их в	2	3
97	и с	7	3
98	они не	2	3
99	человека в	3	3
100	в таких	3	3
101	но вместе	2	3
102	у него	3	2
103	связанные с	2	2
104	его и	2	2
105	формы и	2	2
106	человека и	6	2
107	к этому	7	2
108	вовсе не	2	2
109	по себе	2	2
110	таких случаях	2	2
111	в различных	2	2
112	можно сказать	4	2
113	об этом	4	2
114	мы и	4	2
115	и при	3	2
116	одна из	3	2
117	социальной жизни	2	2
118	до сих	3	2
119	она не	2	2
120	жизни и	5	2
121	если бы	3	2
122	во сне	2	2
123	одним из	3	2
124	как бы	11	2
125	и потому	8	2
126	один из	4	2
127	должен быть	2	2
128	сих пор	3	2
129	в своей	9	2
130	отношению к	9	2
131	такие представления	2	2
132	во всех	8	2
133	время в	2	2
134	ее в	2	2
135	данном случае	3	2
136	со стороны	2	2
137	силу и	2	2
138	совершенно не	2	2
139	по отношению	11	2
140	и таким	2	2
141	и для	2	2
142	в течение	2	2
143	находится в	3	2
144	самом деле	7	2
145	а не	2	2
146	того что	2	2
147	и по	5	2
148	роль в	6	2
149	сказать что	6	2
150	центр тяжести	2	2
151	точки зрения	13	2
152	что мы	2	2
153	которой он	2	2
154	и этим	3	2
155	ничего не	2	2
156	все его	2	2
157	или как	3	2
158	из него	2	2
159	мы можем	12	2
