N	2gram	Tiupa_Anal_2	Vladivir
1	и в	16	30
2	то что	7	20
3	в этом	18	20
4	у него	4	19
5	в том	12	18
6	и не	12	18
7	в конце	4	13
8	том что	12	12
9	что в	2	12
10	не только	16	12
11	в его	2	11
12	а в	3	11
13	как мы	3	11
14	сказать что	2	11
15	а также	7	10
16	и даже	9	10
17	не в	4	9
18	для него	4	9
19	было бы	3	9
20	не может	4	9
21	в то	2	9
22	в своем	4	8
23	вместе с	2	8
24	но и	12	8
25	не мог	3	8
26	но в	6	8
27	не менее	4	7
28	никогда не	3	7
29	точки зрения	4	7
30	и все	3	7
31	может быть	6	7
32	а не	10	7
33	как это	6	7
34	то есть	9	7
35	хотя и	4	6
36	к этому	2	6
37	прежде всего	3	6
38	и к	5	6
39	тем не	3	6
40	он был	2	6
41	только в	4	6
42	в себе	7	6
43	и его	4	6
44	о чем	2	6
45	и то	3	5
46	и я	2	5
47	по себе	2	5
48	о его	4	5
49	как и	14	5
50	так что	3	5
51	при этом	10	5
52	того же	4	5
53	в своей	2	5
54	как бы	10	5
55	в котором	2	5
56	так и	15	5
57	все это	4	5
58	того что	2	5
59	в результате	3	5
60	с ним	2	5
61	содержит в	3	4
62	именно в	3	4
63	вовсе не	2	4
64	его в	2	4
65	можно сказать	4	4
66	в этой	9	4
67	в целом	8	4
68	и если	3	4
69	на его	3	4
70	несмотря на	3	4
71	он не	2	4
72	не есть	2	4
73	крайней мере	3	4
74	в этих	2	4
75	со стороны	3	4
76	то же	4	4
77	на этот	2	4
78	и он	2	4
79	так же	2	4
80	той же	2	4
81	по поводу	3	4
82	и на	6	4
83	о том	7	4
84	по крайней	3	4
85	это было	2	4
86	едва ли	3	3
87	что касается	3	3
88	же время	2	3
89	что и	3	3
90	по существу	2	3
91	но не	4	3
92	он и	2	3
93	в данном	8	3
94	и для	2	3
95	никак не	2	3
96	я его	2	3
97	и особенно	4	3
98	еще более	2	3
99	с точки	2	3
100	во всех	4	3
101	как в	4	3
102	в отличие	2	3
103	отношения к	2	3
104	таким образом	2	3
105	из трех	3	3
106	те же	2	3
107	уже не	4	3
108	отличие от	2	3
109	в таком	2	3
110	не столько	3	3
111	я в	3	3
112	еще в	2	2
113	казалось бы	3	2
114	уже и	2	2
115	борьба с	3	2
116	он же	2	2
117	не был	3	2
118	здесь в	2	2
119	к тому	7	2
120	ему в	3	2
121	в общем	2	2
122	на котором	2	2
123	из его	2	2
124	на этом	4	2
125	а то	2	2
126	она не	2	2
127	к а	3	2
128	и сам	3	2
129	во второй	4	2
130	такого рода	2	2
131	в самом	6	2
132	в сущности	4	2
133	в частности	16	2
134	ни с	2	2
135	некоторого рода	2	2
136	на то	2	2
137	даже в	2	2
138	не имеет	2	2
139	себя в	2	2
140	и до	2	2
141	данном случае	5	2
142	в их	3	2
143	собственно говоря	2	2
144	в двух	2	2
145	можно было	3	2
146	и во	2	2
147	не о	2	2
148	было написано	4	2
149	к его	2	2
150	здравого смысла	2	2
151	того и	2	2
152	как будто	3	2
153	ничего не	9	2
154	я и	3	2
