N	2gram	Propp_Isto_1	Problema
1	и в	28	30
2	то что	9	18
3	не только	12	18
4	том что	7	17
5	в этом	8	17
6	и даже	4	14
7	но и	10	13
8	таким образом	8	13
9	потому что	4	13
10	в том	9	12
11	в его	5	12
12	и не	9	12
13	а именно	4	12
14	также и	3	12
15	о том	9	12
16	в своем	5	11
17	так что	4	11
18	в виде	2	10
19	для нас	13	10
20	в этой	6	10
21	все же	10	9
22	сказать что	5	9
23	но в	8	9
24	только в	11	9
25	вовсе не	2	8
26	никогда не	14	7
27	что он	10	7
28	как и	4	7
29	в дальнейшем	5	7
30	связи с	4	7
31	но не	5	7
32	может быть	25	7
33	вместе с	6	7
34	так и	9	7
35	говорит о	2	7
36	в связи	4	7
37	не в	9	7
38	здесь не	4	7
39	с другой	6	6
40	прежде всего	10	6
41	уже не	3	6
42	и как	2	6
43	уже у	2	6
44	и для	4	6
45	как бы	2	6
46	в нем	2	6
47	что и	6	6
48	другой стороны	5	6
49	и что	10	6
50	а в	7	6
51	и его	3	6
52	и на	4	6
53	его в	6	6
54	при помощи	2	6
55	так как	6	6
56	не менее	6	5
57	нисколько не	2	5
58	с тем	4	5
59	что в	12	5
60	будто бы	3	5
61	тем не	6	5
62	в силу	5	5
63	так же	7	5
64	и их	3	5
65	миф о	2	5
66	еще в	2	5
67	не может	15	5
68	не просто	3	5
69	а не	15	5
70	что этот	2	5
71	как раз	2	5
72	того как	3	5
73	и с	4	5
74	еще и	2	4
75	в частности	2	4
76	как о	2	4
77	тогда когда	2	4
78	ясно что	2	4
79	об этом	4	4
80	но все	4	4
81	при этом	3	4
82	было бы	7	4
83	в качестве	5	4
84	не так	2	4
85	а с	2	4
86	и он	3	4
87	или в	5	4
88	нас в	2	4
89	в себе	2	4
90	в то	3	4
91	из этого	2	4
92	же не	3	4
93	что от	2	3
94	именно в	3	3
95	и другие	4	3
96	однако в	2	3
97	точно так	3	3
98	не всегда	8	3
99	в ее	2	3
100	нас не	3	3
101	в начале	3	3
102	что они	5	3
103	тот же	2	3
104	то время	3	3
105	указывает на	2	3
106	как будто	4	3
107	еще не	7	3
108	одной стороны	4	3
109	он не	2	3
110	в русской	2	3
111	и знает	2	3
112	и тем	2	3
113	с одной	4	3
114	того что	4	3
115	в эпоху	2	3
116	есть только	3	3
117	время как	3	3
118	от этого	2	3
119	в ней	7	3
120	он в	2	3
121	в другом	3	3
122	и другое	2	3
123	с ним	2	3
124	в одном	5	3
125	борьбы с	2	2
126	только для	2	2
127	я не	3	2
128	не могут	2	2
129	мы будем	5	2
130	по этому	2	2
131	в какой	3	2
132	хотя бы	4	2
133	как в	2	2
134	это не	7	2
135	раз и	3	2
136	за то	2	2
137	не все	4	2
138	один из	4	2
139	была бы	2	2
140	к этому	2	2
141	значение и	2	2
142	по себе	3	2
143	здесь в	2	2
144	на то	4	2
145	к тому	6	2
146	то же	12	2
147	как мы	3	2
148	по существу	5	2
149	из всех	2	2
150	что здесь	5	2
151	до сих	5	2
152	что не	2	2
153	в целях	3	2
154	мы имеем	13	2
155	вслед за	6	2
156	конечно не	2	2
157	в брак	2	2
158	в котором	3	2
159	отношению к	3	2
160	но уже	2	2
161	бы то	2	2
162	ли он	3	2
163	из них	3	2
164	когда он	6	2
165	на него	4	2
166	наряду с	3	2
167	ее в	5	2
168	и тогда	3	2
169	в середине	2	2
170	по отношению	3	2
171	то и	2	2
172	этому поводу	2	2
173	и только	2	2
174	то ни	2	2
175	все эти	4	2
176	мы не	10	2
177	всякого рода	2	2
178	они не	4	2
179	именно на	2	2
180	по его	2	2
181	можно было	5	2
182	между тем	2	2
183	тем что	3	2
184	это время	2	2
185	по своей	2	2
186	мотив о	2	2
187	в таких	2	2
188	дело в	3	2
189	в области	2	2
190	ничего не	2	2
191	это конечно	3	2
192	не то	4	2
193	тоже не	2	2
194	сих пор	5	2
