N	2gram	Ircho_Kome_3	Problemy
1	и не	21	31
2	и в	22	29
3	в его	8	24
4	может быть	6	24
5	а не	4	22
6	в этом	8	22
7	т е	16	21
8	как бы	3	19
9	в нем	3	19
10	точки зрения	4	19
11	не только	5	15
12	то что	4	15
13	не как	2	14
14	но и	4	14
15	и его	6	14
16	то же	7	14
17	в пределах	2	13
18	с точки	3	13
19	как и	3	12
20	не может	3	12
21	таким образом	12	12
22	в одном	2	10
23	в самом	9	10
24	в то	6	10
25	с его	3	9
26	это не	2	9
27	все же	4	9
28	же время	5	9
29	если бы	8	9
30	в своем	8	8
31	до конца	4	8
32	что он	8	8
33	что в	5	8
34	отношению к	3	8
35	в своей	5	8
36	по отношению	5	8
37	потому что	10	8
38	в том	12	8
39	прежде всего	5	7
40	вовсе не	4	7
41	а как	2	7
42	том что	13	7
43	не в	4	7
44	она не	2	7
45	за пределы	2	7
46	так и	4	7
47	а в	7	7
48	с другими	2	7
49	и на	2	7
50	в себе	4	7
51	но в	5	7
52	все это	5	6
53	в конце	7	6
54	не могут	2	6
55	в целом	3	6
56	несмотря на	4	6
57	к нему	5	6
58	одним из	2	6
59	был бы	2	6
60	что она	4	6
61	как в	2	6
62	как раз	6	6
63	самом деле	6	6
64	в мире	2	6
65	так же	4	6
66	его в	8	6
67	так как	11	6
68	было бы	3	5
69	но все	4	5
70	еще не	6	5
71	в сущности	2	5
72	и о	2	5
73	у него	4	5
74	он не	5	5
75	конце концов	2	5
76	во всяком	3	5
77	между тем	2	5
78	он и	2	5
79	и это	2	5
80	с ним	5	5
81	ничего не	3	5
82	в результате	2	4
83	идет о	3	4
84	что и	8	4
85	и с	4	4
86	от того	2	4
87	и т	4	4
88	и для	4	4
89	не было	2	4
90	тем что	5	4
91	как мы	2	4
92	их в	3	4
93	в основе	2	4
94	в этой	3	4
95	человека в	2	4
96	он знает	4	3
97	уже в	2	3
98	никогда не	3	3
99	в них	3	3
100	с другой	4	3
101	нового времени	2	3
102	ни в	10	3
103	по существу	2	3
104	хоть и	2	3
105	все что	3	3
106	не дает	4	3
107	в произведениях	2	3
108	всяком случае	3	3
109	на него	4	3
110	в их	2	3
111	другой стороны	2	3
112	тому что	2	3
113	т п	4	3
114	этом отношении	2	3
115	приводит к	3	3
116	друг друга	4	3
117	и здесь	4	3
118	в своих	2	3
119	за ним	2	3
120	не знает	3	3
121	далеко не	3	3
122	если же	2	3
123	и этим	3	3
124	бы в	4	3
125	отношения к	2	3
126	на вопрос	2	2
127	он понимает	2	2
128	самого начала	4	2
129	все время	2	2
130	связи с	5	2
131	себя и	2	2
132	однако в	4	2
133	то ни	3	2
134	хотя бы	4	2
135	с этой	3	2
136	и во	2	2
137	именно потому	2	2
138	для понимания	2	2
139	и ее	2	2
140	и к	3	2
141	не позволяет	3	2
142	так что	6	2
143	из его	2	2
144	чем в	3	2
145	бы то	2	2
146	при этом	7	2
147	на себя	4	2
148	тот же	2	2
149	только как	2	2
150	и сам	5	2
151	бы он	3	2
152	конечно не	3	2
153	не о	3	2
154	до сих	9	2
155	ни одной	2	2
156	в котором	2	2
157	один из	3	2
158	и со	2	2
159	на его	2	2
160	нисколько не	3	2
161	отношение к	5	2
162	сих пор	9	2
163	ни было	2	2
164	из своего	3	2
165	в отношении	4	2
166	в изображении	2	2
167	и даже	3	2
168	и что	6	2
169	к себе	5	2
170	из которых	2	2
171	на этот	3	2
172	между ними	2	2
173	можно было	2	2
174	в которых	5	2
175	чтобы в	2	2
176	в ней	4	2
177	его на	2	2
178	в которой	3	2
179	нет ни	2	2
180	е в	2	2
181	с этим	3	2
