N	2gram	Voloshinov_1	Literetu
1	не только	7	24
2	при этом	6	19
3	но и	4	17
4	в том	3	16
5	в частности	2	15
6	том что	3	14
7	может быть	17	13
8	и не	4	12
9	в этом	9	12
10	прежде всего	9	11
11	то что	3	10
12	и в	16	8
13	только в	4	8
14	как это	3	8
15	не менее	2	7
16	в его	4	7
17	как бы	5	7
18	я и	6	7
19	в жизни	2	6
20	как и	2	6
21	точки зрения	8	6
22	с его	7	5
23	с этой	2	5
24	что он	2	5
25	в конечном	3	5
26	не может	8	5
27	то же	2	5
28	конечном счете	2	4
29	для этого	2	4
30	еще не	5	4
31	в своей	2	4
32	так и	4	4
33	и т.п	2	4
34	никогда не	2	4
35	и его	8	4
36	в этой	4	4
37	в основе	3	3
38	в душе	2	3
39	что в	3	3
40	в сознание	7	3
41	и есть	3	3
42	при всей	2	3
43	сводится к	2	3
44	аналогии с	2	3
45	художественного творчества	4	3
46	с их	3	3
47	в пределах	2	3
48	в самом	2	3
49	быть это	3	3
50	у него	2	3
51	один из	2	3
52	и др	3	3
53	жизни и	3	3
54	по аналогии	2	3
55	а в	3	3
56	таким образом	9	3
57	и даже	4	3
58	во всяком	3	3
59	нуждается в	5	3
60	к себе	3	3
61	но в	4	3
62	его в	4	3
63	тех же	3	3
64	в области	3	3
65	на этом	3	2
66	отнюдь не	4	2
67	из этих	2	2
68	а потому	4	2
69	того же	2	2
70	для него	6	2
71	было бы	2	2
72	за пределы	2	2
73	так называемый	2	2
74	всяком случае	3	2
75	в нем	4	2
76	не есть	2	2
77	только то	2	2
78	только на	3	2
79	не на	2	2
80	и только	9	2
81	все эти	5	2
82	самом деле	6	2
83	что не	2	2
84	что такое	5	2
85	хотя бы	4	2
86	с точки	6	2
87	могут быть	3	2
88	является по	2	2
89	ту же	2	2
90	о том	2	2
91	нашего времени	2	2
