N	2gram	Bakhtin_Pr_1	Psycholo
1	и в	23	38
2	то что	18	35
3	в том	11	25
4	в самом	8	25
5	самом деле	5	21
6	что в	8	20
7	может быть	21	19
8	что она	2	16
9	точки зрения	21	16
10	то есть	24	15
11	если бы	10	14
12	том что	9	14
13	как бы	28	14
14	потому что	12	14
15	в этой	4	13
16	в этом	25	13
17	мы видим	3	12
18	было бы	6	12
19	не только	13	12
20	таким образом	11	12
21	не в	6	12
22	что он	10	11
23	в сущности	5	10
24	то же	10	10
25	и не	34	10
26	и все	3	10
27	с точки	15	9
28	того чтобы	4	9
29	все же	5	8
30	перед нами	4	8
31	в одном	9	8
32	вовсе не	8	8
33	для нас	3	8
34	как и	8	8
35	и как	8	8
36	как раз	4	8
37	для того	2	8
38	и это	5	8
39	с другой	2	7
40	а не	20	7
41	никак не	2	7
42	не может	11	7
43	как мы	5	7
44	а в	7	7
45	заключается в	2	7
46	между тем	5	7
47	мы уже	2	7
48	все то	4	7
49	из них	2	6
50	и здесь	3	6
51	с самого	2	6
52	до сих	2	6
53	она не	5	6
54	один из	2	6
55	в котором	2	6
56	тому что	2	6
57	он не	4	6
58	так как	7	6
59	он говорит	2	6
60	и его	13	6
61	и на	10	6
62	в которых	2	6
63	самого начала	3	6
64	о том	2	6
65	там где	6	6
66	я не	3	5
67	должна быть	2	5
68	в своем	8	5
69	несмотря на	6	5
70	в своей	11	5
71	вместе с	2	5
72	но и	11	5
73	сих пор	2	5
74	другой стороны	2	5
75	в той	6	5
76	мы не	2	5
77	в его	24	5
78	могли бы	3	5
79	так сказать	3	5
80	в которой	4	5
81	никогда не	5	4
82	идет о	3	4
83	при этом	3	4
84	и для	3	4
85	во всех	5	4
86	в самой	7	4
87	не могли	2	4
88	в нем	20	4
89	что и	5	4
90	в целом	4	4
91	как в	6	4
92	смысл и	2	4
93	все эти	8	4
94	здесь мы	2	4
95	того что	2	4
96	из которых	2	4
97	и даже	3	4
98	в своих	2	4
99	сказать что	5	4
100	у него	6	4
101	только в	8	4
102	как будто	3	4
103	одна из	2	4
104	в себе	5	4
105	как на	2	3
106	дано в	2	3
107	были бы	4	3
108	в них	3	3
109	из этих	2	3
110	что все	3	3
111	к этому	2	3
112	из одного	4	3
113	и к	4	3
114	ни в	3	3
115	но это	5	3
116	весь этот	2	3
117	тот же	2	3
118	в один	2	3
119	и о	3	3
120	в основе	5	3
121	был бы	5	3
122	все это	7	3
123	то и	2	3
124	и тем	2	3
125	тем что	3	3
126	в то	10	3
127	бы в	3	3
128	его в	4	3
129	в плане	5	3
130	но в	4	3
131	в данном	2	2
132	но они	4	2
133	не могут	6	2
134	всех этих	3	2
135	и другие	2	2
136	была бы	2	2
137	в этих	2	2
138	и одновременно	3	2
139	хотя бы	2	2
140	и во	2	2
141	своих героев	3	2
142	на самом	4	2
143	во всяком	4	2
144	друг другу	2	2
145	что именно	2	2
146	же в	2	2
147	как же	3	2
148	до конца	5	2
149	уже не	8	2
150	по существу	4	2
151	из всего	2	2
152	есть в	3	2
153	только то	3	2
154	то время	2	2
155	лучшем случае	2	2
156	для него	15	2
157	под этим	2	2
158	он все	2	2
159	они не	3	2
160	в первой	2	2
161	например в	3	2
162	но он	2	2
163	по преимуществу	3	2
164	совпадает с	2	2
165	всяком случае	3	2
166	и уже	3	2
167	с ее	2	2
168	он может	3	2
169	благодаря этому	2	2
170	данном случае	2	2
171	со стороны	2	2
172	и другими	4	2
173	так же	6	2
174	в одной	4	2
175	отношения к	2	2
176	хотел бы	2	2
177	в совершенно	2	2
178	и вот	2	2
179	и наконец	5	2
180	и по	2	2
181	той же	6	2
182	в лучшем	2	2
183	здесь с	3	2
184	в конце	5	2
185	их в	2	2
186	героев в	2	2
187	он в	2	2
188	говорит он	8	2
189	автора и	5	2
190	к себе	2	2
191	но как	3	2
192	заставляет его	2	2
193	в истории	2	2
194	его к	4	2
195	этого слова	2	2
196	заметить что	2	2
197	с ним	6	2
198	ничего не	6	2
199	себя как	5	2
