N	3gram	Potebnia_M_3	Myshleni
1	в том что	16	19
2	по отношению к	5	10
3	для того чтобы	3	8
4	к тому что	2	7
5	в то время	4	6
6	можно сказать что	2	6
7	от того что	5	6
8	потому что он	3	4
9	и той же	2	3
10	том что оно	2	3
11	в этом отношении	2	3
12	до сих пор	3	3
13	в первом случае	2	3
14	одной и той	2	3
15	в том же	2	2
16	то что мы	2	2
17	в том смысле	3	2
18	не могут быть	2	2
19	с другой стороны	4	2
20	с тем и	2	2
21	не только не	2	2
22	не может быть	3	2
23	на первых порах	2	2
24	вместе с тем	4	2
