N	2gram	Trubetskoy_1	EvropaiC
1	таким образом	11	32
2	в том	17	31
3	и в	14	24
4	том что	9	20
5	все эти	2	19
6	народа а	2	18
7	не может	22	18
8	то что	13	17
9	может быть	9	15
10	все же	4	15
11	к культуре	2	14
12	точки зрения	11	13
13	в своем	6	12
14	до сих	5	12
15	сих пор	5	12
16	самом деле	7	12
17	в этом	17	12
18	все это	6	11
19	между тем	5	11
20	с этим	2	11
21	как бы	4	10
22	по отношению	2	10
23	культуры в	3	10
24	все что	4	10
25	во всех	5	10
26	культуры и	2	10
27	на то	5	9
28	при этом	5	9
29	друг с	14	9
30	в результате	2	9
31	как и	4	9
32	с другом	14	9
33	европейской цивилизации	2	9
34	что в	4	9
35	не в	4	8
36	в самом	3	8
37	так же	2	8
38	знаем что	3	8
39	если бы	6	8
40	ясно что	2	8
41	мы говорили	3	8
42	идет речь	4	8
43	с точки	9	8
44	касается до	2	8
45	для этого	3	7
46	к тому	7	7
47	но и	10	7
48	и не	19	7
49	и что	2	7
50	национальной культуры	13	7
51	из этих	3	7
52	о котором	3	7
53	о том	7	7
54	европейской культуры	2	7
55	что он	6	7
56	о которых	3	7
57	по существу	5	7
58	в силу	2	7
59	или менее	4	7
60	на самом	6	7
61	того чтобы	8	7
62	для того	6	7
63	из этого	3	7
64	более или	4	7
65	а между	5	7
66	должна быть	2	6
67	все они	3	6
68	так что	2	6
69	в этой	4	6
70	несмотря на	3	6
71	друг от	2	6
72	от друга	2	6
73	отличается от	2	6
74	того что	3	6
75	как на	8	6
76	и на	5	6
77	народов и	2	6
78	так как	4	6
79	с ним	2	6
80	в сознании	3	6
81	и при	6	6
82	еще не	3	6
83	что и	3	6
84	тогда как	2	6
85	в мире	4	6
86	мы можем	2	6
87	только в	5	6
88	данного народа	5	6
89	вместе с	4	6
90	именно в	3	5
91	что это	3	5
92	случае если	3	5
93	и от	2	5
94	что все	3	5
95	у него	2	5
96	что с	2	5
97	и с	7	5
98	потому что	5	5
99	его в	4	5
100	но в	2	5
101	и к	6	5
102	из всех	2	5
103	в то	10	5
104	и если	7	5
105	в его	4	5
106	не только	9	5
107	не будет	7	5
108	быть и	2	5
109	котором идет	2	5
110	и для	6	5
111	лишь в	3	5
112	в себе	9	5
113	как будто	2	5
114	не могут	4	4
115	никогда не	5	4
116	самого себя	7	4
117	в конце	3	4
118	этом случае	3	4
119	это есть	2	4
120	лишь при	5	4
121	ибо в	3	4
122	из них	3	4
123	в их	4	4
124	а потому	5	4
125	факт что	2	4
126	не так	2	4
127	должно быть	3	4
128	и то	4	4
129	признать что	6	4
130	том случае	4	4
131	всех этих	3	4
132	между собой	5	4
133	тот факт	2	4
134	связи с	3	4
135	мы должны	7	4
136	мы уже	2	4
137	том же	2	4
138	он не	5	4
139	конце концов	3	4
140	не есть	3	4
141	совершенно не	2	4
142	то же	11	4
143	а с	2	4
144	в течение	2	4
145	и сейчас	3	4
146	из которых	5	4
147	хотя бы	5	4
148	в таком	2	4
149	в виде	3	4
150	и т.д	4	4
151	культуре и	2	4
152	в области	2	4
153	может не	3	3
154	а лишь	4	3
155	но даже	2	3
156	в этих	2	3
157	не подлежит	2	3
158	европейскую культуру	2	3
159	вопрос о	5	3
160	к которой	6	3
161	для нас	2	3
162	в настоящее	2	3
163	в культурном	2	3
164	в нем	5	3
165	на этой	2	3
166	своей национальной	2	3
167	данном случае	3	3
168	от того	4	3
169	целый ряд	2	3
170	в совершенно	4	3
171	то ни	4	3
172	что оно	3	3
173	своего народа	6	3
174	и наконец	2	3
175	и по	3	3
176	а в	5	3
177	что только	2	3
178	во имя	5	3
179	в начале	2	3
180	настоящее время	2	3
181	и потому	3	3
182	этой культуры	2	3
183	с тем	6	3
184	прежде всего	8	3
185	таким же	3	3
186	во всем	4	3
187	от него	2	3
188	культуру в	2	3
189	конечно не	5	3
190	на почве	2	3
191	самих себя	3	3
192	даже если	2	3
193	на земле	4	3
194	ко всем	3	3
195	в данном	7	3
196	считает себя	2	2
197	в частности	2	2
198	можно ли	3	2
199	себя и	5	2
200	тому что	2	2
201	точку зрения	4	2
202	сводится к	3	2
203	при отсутствии	2	2
204	для него	6	2
205	к такому	2	2
206	что они	3	2
207	или нескольких	2	2
208	же время	10	2
209	к нему	2	2
210	том чтобы	3	2
211	но для	2	2
212	в ней	2	2
213	но если	3	2
214	всяком случае	6	2
215	в котором	2	2
216	бы то	4	2
217	в противоречие	2	2
218	на том	3	2
219	же образом	2	2
220	что для	3	2
221	и состоит	2	2
222	культуры с	2	2
223	от своей	2	2
224	смотреть на	4	2
225	и те	2	2
226	в глазах	2	2
227	что такой	4	2
228	к той	2	2
229	говорить о	3	2
230	не было	3	2
231	во всяком	9	2
232	возможно лишь	4	2
233	том и	2	2
234	культурными ценностями	2	2
235	не играет	2	2
236	и более	2	2
237	отнюдь не	7	2
238	он должен	5	2
239	национального характера	5	2
240	тогда когда	4	2
241	представить себе	2	2
242	при условии	3	2
243	то которое	2	2
244	при том	4	2
245	то в	3	2
246	так чтобы	3	2
247	одна из	3	2
248	но не	4	2
249	на такой	2	2
250	она не	2	2
251	было бы	5	2
252	жизни и	4	2
253	сил и	3	2
254	весьма часто	2	2
255	что же	4	2
256	существование в	2	2
257	тем самым	2	2
258	этот вопрос	2	2
259	понять что	2	2
260	в другом	3	2
261	если же	2	2
262	и только	5	2
