N	2gram	Vygotskiy__7	KulturaY
1	и в	26	23
2	точки зрения	28	23
3	в том	18	22
4	не только	24	17
5	было бы	6	16
6	в этом	29	16
7	с точки	21	16
8	в области	4	14
9	может быть	7	14
10	самом деле	6	14
11	что в	12	13
12	в самом	9	13
13	не менее	4	12
14	для того	18	12
15	потому что	16	12
16	вопрос о	6	11
17	том что	17	11
18	а не	6	11
19	того что	14	11
20	в его	4	11
21	того чтобы	19	11
22	можно было	2	11
23	у нас	2	10
24	и не	18	10
25	можно говорить	2	10
26	прежде всего	7	9
27	тем не	3	9
28	еще не	4	9
29	таким образом	23	9
30	так как	14	9
31	если бы	5	8
32	лишь в	2	8
33	до сих	3	8
34	сих пор	3	8
35	как на	6	8
36	в виду	5	8
37	в нашем	4	7
38	с другой	4	7
39	если мы	5	7
40	слова и	10	7
41	и что	6	7
42	речи в	27	7
43	должно быть	2	7
44	в данном	5	7
45	сказать что	8	7
46	все эти	6	7
47	как это	5	7
48	того как	2	7
49	с тем	5	6
50	для этого	3	6
51	по себе	3	6
52	что и	3	6
53	что он	8	6
54	в силу	5	6
55	и тем	6	6
56	так и	3	6
57	в их	2	6
58	не может	11	6
59	то же	8	6
60	с помощью	13	6
61	могут быть	2	6
62	связи с	4	6
63	только в	8	6
64	о том	4	6
65	ничего не	2	6
66	что же	2	5
67	я не	3	5
68	не могут	4	5
69	и есть	2	5
70	но также	3	5
71	вовсе не	2	5
72	слов и	2	5
73	как и	15	5
74	не в	4	5
75	совершенно не	2	5
76	что она	8	5
77	как бы	6	5
78	все же	6	5
79	как мы	14	5
80	а в	2	5
81	но это	3	5
82	также и	2	5
83	тем что	9	5
84	из этих	3	5
85	в первом	3	5
86	в чем	3	5
87	слова в	5	4
88	письменной речи	3	4
89	были бы	3	4
90	тому что	9	4
91	один из	2	4
92	этого слова	3	4
93	этом случае	14	4
94	для нас	2	4
95	в целом	5	4
96	одной стороны	5	4
97	столь же	2	4
98	в сущности	9	4
99	убедиться что	2	4
100	в своей	3	4
101	и о	3	4
102	в ее	6	4
103	то что	24	4
104	данном случае	5	4
105	как в	4	4
106	целый ряд	4	4
107	как раз	3	4
108	с одной	5	4
109	в той	4	4
110	заключается в	6	4
111	тем самым	8	4
112	что не	2	4
113	в слове	11	4
114	отношения между	4	4
115	которые в	2	4
116	мы говорим	2	4
117	учения о	4	4
118	тогда когда	5	4
119	на вопрос	5	3
120	уже в	2	3
121	бы сказать	2	3
122	речи но	11	3
123	что это	6	3
124	вопроса о	2	3
125	что слово	2	3
126	это не	3	3
127	на самом	3	3
128	именно в	6	3
129	есть не	3	3
130	к тому	7	3
131	и к	7	3
132	что на	2	3
133	в отношении	2	3
134	ни в	2	3
135	с этой	5	3
136	это и	4	3
137	мы видели	3	3
138	то в	2	3
139	но не	3	3
140	очевидно что	3	3
141	в какой	6	3
142	но для	2	3
143	он не	3	3
144	но если	2	3
145	не есть	4	3
146	отношение к	2	3
147	время в	2	3
148	в процессе	5	3
149	но и	11	3
150	по отношению	6	3
151	связь между	6	3
152	мы находим	3	3
153	мы не	7	3
154	речи как	6	3
155	естественно что	3	3
156	не по	4	3
157	в ней	3	3
158	не имеет	2	3
159	и с	5	3
160	той же	8	3
161	структуре слова	2	3
162	в которых	2	3
163	нас в	2	3
164	в то	3	3
165	и только	4	3
166	она не	5	3
167	мы должны	6	3
168	учение о	3	2
169	такой же	3	2
170	все это	3	2
171	в известном	2	2
172	о чем	4	2
173	именно поэтому	2	2
174	смысле этого	3	2
175	точку зрения	2	2
176	не означает	3	2
177	первом случае	3	2
178	нельзя не	2	2
179	что все	2	2
180	можно сказать	5	2
181	подобного рода	2	2
182	к его	2	2
183	и здесь	2	2
184	состоит в	3	2
185	известном смысле	2	2
186	и при	2	2
187	что они	10	2
188	чем в	4	2
189	по своему	9	2
190	не исчерпывает	2	2
191	в качестве	5	2
192	мог бы	3	2
193	каждой из	3	2
194	к другому	3	2
195	нас к	6	2
196	никак не	5	2
197	что если	2	2
198	слова как	5	2
199	все те	2	2
200	чем это	5	2
201	в котором	4	2
202	его в	2	2
203	одним и	2	2
204	мере не	2	2
205	но мы	3	2
206	отношению к	5	2
207	речь в	4	2
208	смысле можно	2	2
209	вместе с	12	2
210	значение в	2	2
211	собственном смысле	3	2
212	речи а	5	2
213	мысли и	11	2
214	отношений между	3	2
215	в свете	4	2
216	внимание на	2	2
217	отличается от	3	2
218	то и	4	2
219	в отличие	2	2
220	как к	3	2
221	только что	5	2
222	из того	3	2
223	перейти к	4	2
224	как слово	2	2
225	тем же	5	2
226	какой мере	2	2
227	так же	14	2
228	с другими	3	2
229	во всяком	2	2
230	нам о	2	2
231	функцию и	2	2
232	только о	2	2
233	что мы	9	2
234	если же	2	2
235	что эти	3	2
236	в этих	2	2
237	относится к	2	2
238	она может	2	2
239	здесь как	2	2
240	женского рода	2	2
241	отличие от	2	2
242	но в	4	2
243	имеет в	3	2
