N	2gram	Ircho_Kome_3	Problemy
1	и в	22	35
2	как бы	3	31
3	и не	21	27
4	что он	8	24
5	в его	8	21
6	но в	5	19
7	не может	3	18
8	к себе	5	18
9	как и	3	18
10	в нем	3	16
11	то же	7	15
12	и все	2	15
13	но и	4	14
14	может быть	6	14
15	все это	5	14
16	в сущности	2	14
17	и его	6	14
18	в этом	8	14
19	к нему	5	13
20	он не	5	13
21	прежде всего	5	12
22	и с	4	12
23	и к	3	12
24	в другом	2	12
25	в пределах	2	11
26	в то	6	11
27	не в	4	10
28	самом деле	6	10
29	же время	5	10
30	не только	5	10
31	то что	4	10
32	в отношении	4	9
33	самого начала	4	8
34	так и	4	8
35	себя и	2	8
36	с самого	4	8
37	потому что	10	8
38	все же	4	8
39	как мы	2	8
40	и для	4	8
41	и сам	5	7
42	на них	3	7
43	так же	4	7
44	а в	7	7
45	точки зрения	4	7
46	с ним	5	7
47	с его	3	7
48	вовсе не	4	7
49	еще не	6	7
50	отношению к	3	7
51	таким образом	12	7
52	что в	5	6
53	к тому	6	6
54	что они	2	6
55	и что	6	6
56	отношение к	5	6
57	в самом	9	6
58	и на	2	6
59	не знает	3	6
60	в одном	2	6
61	по отношению	5	6
62	в конце	7	5
63	в том	12	5
64	так что	6	5
65	в глаза	3	5
66	и даже	3	5
67	во время	6	5
68	он и	2	5
69	на него	4	5
70	как в	2	5
71	к своему	2	5
72	в себе	4	5
73	и это	2	5
74	все время	2	4
75	никогда не	3	4
76	с другой	4	4
77	в мире	2	4
78	но все	4	4
79	до конца	4	4
80	на его	2	4
81	которым он	2	4
82	не о	3	4
83	всяком случае	3	4
84	я ведь	2	4
85	между тем	2	4
86	его в	8	4
87	так как	11	4
88	бы в	4	4
89	у него	4	4
90	как раз	6	4
91	в них	3	4
92	по своему	3	4
93	тот же	2	4
94	нет и	4	4
95	в своей	5	4
96	а не	4	4
97	что не	3	4
98	и без	2	4
99	во всяком	3	4
100	тем что	5	4
101	что ты	2	4
102	из своего	3	4
103	он знает	4	3
104	уже в	2	3
105	то ни	3	3
106	ни было	2	3
107	тому же	6	3
108	в виду	2	3
109	и мысли	3	3
110	бы то	2	3
111	в целом	3	3
112	из них	5	3
113	другой стороны	2	3
114	и со	2	3
115	не мог	2	3
116	это не	2	3
117	и во	2	3
118	нуждается в	2	3
119	говорить о	3	3
120	в начале	3	3
121	под влиянием	2	3
122	в котором	2	3
123	с тем	4	3
124	не как	2	3
125	с этим	3	3
126	в ее	3	3
127	том что	13	3
128	к концу	2	3
129	было бы	3	3
130	за пределы	2	3
131	во всех	2	3
132	конце концов	2	3
133	что и	8	3
134	когда он	4	3
135	только что	7	3
136	ничего не	3	3
137	не менее	5	2
138	на вопрос	2	2
139	отрывок из	2	2
140	ипполита и	4	2
141	тому что	2	2
142	столь же	3	2
143	с этой	3	2
144	именно потому	2	2
145	это в	2	2
146	мы знаем	2	2
147	ни в	10	2
148	без всякого	2	2
149	что его	5	2
150	такое же	2	2
151	из его	2	2
152	что с	2	2
153	при этом	7	2
154	отца не	3	2
155	с уже	2	2
156	хотя и	5	2
157	время как	2	2
158	в своем	8	2
159	правда он	2	2
160	да что	2	2
161	в которых	5	2
162	их в	3	2
163	он так	3	2
164	в ней	4	2
165	к ней	8	2
166	теперь же	3	2
167	о том	8	2
168	как он	3	2
169	нет ни	2	2
170	а как	2	2
171	обращается к	3	2
172	однако в	4	2
173	не хочет	5	2
174	а затем	2	2
175	раз в	2	2
176	одной из	3	2
177	бы он	3	2
178	конечно не	3	2
179	в произведениях	2	2
180	друг друга	4	2
181	вместе с	9	2
182	приводит к	3	2
183	бы не	2	2
184	iv в	5	2
185	все равно	3	2
186	на этот	3	2
187	и он	2	2
188	хотя бы	4	2
189	с точки	3	2
190	в которой	3	2
191	можно было	2	2
192	с другими	2	2
193	мы можем	3	2
194	за ним	2	2
195	из этого	2	2
196	отличие от	2	2
197	этот раз	2	2
