N	2gram	Bakhtin_Pr_2	slovoVRo
1	в романе	3	46
2	чужого слова	24	40
3	и в	43	39
4	может быть	23	37
5	и т	13	35
6	и его	8	33
7	т п	9	33
8	то есть	4	26
9	не только	11	24
10	и не	29	22
11	но и	14	21
12	не может	18	20
13	в нем	12	19
14	до конца	4	17
15	чужой речи	3	16
16	все это	5	16
17	в этом	13	16
18	так и	3	15
19	а не	7	14
20	чужим словом	13	14
21	человек и	2	14
22	слова в	12	13
23	как в	2	13
24	отличие от	4	13
25	в пределах	16	13
26	в процессе	2	13
27	во всех	4	12
28	в отличие	4	12
29	с чужим	8	11
30	слово в	8	11
31	чужое слово	45	10
32	вовсе не	5	10
33	не в	11	9
34	и с	5	9
35	прежде всего	10	8
36	словом и	2	8
37	себя в	3	8
38	слова и	12	8
39	таким образом	5	8
40	точки зрения	13	8
41	с его	4	7
42	слово как	4	7
43	при этом	6	7
44	для него	8	7
45	еще не	9	7
46	европейского романа	2	7
47	его слова	2	7
48	пределах одного	9	7
49	в его	10	7
50	как бы	22	7
51	никогда не	9	7
52	в этих	6	7
53	и даже	3	7
54	как мы	10	7
55	могут быть	3	7
56	с ним	3	7
57	в него	7	7
58	в них	4	6
59	и к	3	6
60	все же	3	6
61	как и	14	6
62	в своем	4	6
63	но не	5	6
64	в большинстве	9	6
65	она не	3	6
66	в сущности	9	6
67	там где	4	6
68	все эти	5	6
69	в слове	5	6
70	чужих слов	5	6
71	так сказать	6	6
72	но в	10	6
73	не могут	4	5
74	с другой	4	5
75	это не	3	5
76	и для	3	5
77	и все	6	5
78	и слова	2	5
79	по себе	11	5
80	для нас	2	5
81	том что	2	5
82	но все	2	5
83	или иной	3	5
84	своему предмету	4	5
85	только в	4	5
86	в том	6	5
87	например в	2	5
88	и их	3	5
89	той или	3	5
90	слово и	9	5
91	человека в	4	5
92	уже не	3	5
93	и наконец	6	5
94	с ними	2	5
95	героя и	5	5
96	конечно не	2	5
97	большинстве случаев	8	5
98	не менее	3	4
99	словом в	4	4
100	и др	2	4
101	себя и	3	4
102	двуголосого слова	3	4
103	но здесь	5	4
104	на фоне	5	4
105	ни в	2	4
106	узком смысле	2	4
107	отношению к	5	4
108	же время	5	4
109	одна из	2	4
110	в узком	2	4
111	наконец в	3	4
112	на почве	2	4
113	сливается с	2	4
114	в отношении	3	4
115	по отношению	5	4
116	для этого	2	4
117	входит в	2	4
118	чужом слове	4	4
119	отношения к	2	4
120	в чужом	4	4
121	то же	8	4
122	в той	5	4
123	в таком	2	4
124	а в	5	4
125	слова с	7	4
126	и на	10	4
127	в то	7	4
128	отношении к	2	4
129	отношение к	2	4
130	его в	3	4
131	здесь не	6	4
132	во всем	3	4
133	так как	4	4
134	или как	4	4
135	перед нами	7	3
136	что в	4	3
137	материал в	2	3
138	хотя бы	2	3
139	человека и	2	3
140	должна быть	3	3
141	в романах	3	3
142	стороны и	3	3
143	здесь в	3	3
144	сама по	4	3
145	что и	3	3
146	точек зрения	4	3
147	но это	4	3
148	у него	6	3
149	и как	2	3
150	слов и	5	3
151	с их	2	3
152	авторское слово	9	3
153	со всею	3	3
154	к нему	5	3
155	быть и	2	3
156	бы и	2	3
157	слово здесь	4	3
158	лишь в	8	3
159	свои интенции	2	3
160	героя в	3	3
161	с точки	8	3
162	не была	3	3
163	той же	3	3
164	рядом с	5	3
165	сказать что	2	3
166	между тем	3	3
167	речи и	4	3
168	сознание и	2	3
169	к чужому	7	3
170	ту же	2	3
171	авантюрного романа	2	3
172	во всяком	2	3
173	слова на	5	3
174	например у	2	2
175	а лишь	2	2
176	уже в	2	2
177	два голоса	2	2
178	не был	2	2
179	хотя и	5	2
180	его и	2	2
181	слово может	4	2
182	но он	4	2
183	того как	2	2
184	конечно в	2	2
185	в себе	5	2
186	к различным	2	2
187	и здесь	3	2
188	что он	13	2
189	его художественного	3	2
190	без всякого	2	2
191	и различные	2	2
192	если оно	2	2
193	в одно	3	2
194	слова о	2	2
195	речи как	2	2
196	более того	4	2
197	мы сказали	2	2
198	более или	3	2
199	чужую речь	4	2
200	за всеми	3	2
201	и нет	4	2
202	слово героя	3	2
203	мы увидим	5	2
204	себе как	2	2
205	этих случаях	2	2
206	со всеми	3	2
207	не входят	2	2
208	мы уже	3	2
209	в поэзии	2	2
210	за пределы	3	2
211	же и	4	2
212	о нем	6	2
213	значение в	2	2
214	слова как	3	2
215	даже в	3	2
216	и особенно	2	2
217	сих пор	7	2
218	то что	7	2
219	романа но	2	2
220	дело в	2	2
221	зрения и	3	2
222	слово слово	3	2
223	на него	3	2
224	в различных	3	2
225	или менее	3	2
226	в их	3	2
227	чужому слову	11	2
228	в форме	2	2
229	кроме того	3	2
230	отличается от	2	2
231	всем этим	2	2
232	с этим	2	2
233	т д	4	2
234	особенно в	2	2
235	в виде	3	2
236	еще более	2	2
237	на материале	2	2
238	авторским словом	3	2
239	в себя	3	2
240	но эта	2	2
241	мы не	4	2
242	вне его	2	2
243	как слово	2	2
244	авантюрный роман	2	2
245	мы наблюдаем	2	2
246	слов в	2	2
247	или в	8	2
248	этот второй	3	2
249	также и	3	2
250	в результате	4	2
251	и при	2	2
252	автора и	2	2
253	он не	9	2
254	именно как	2	2
255	далеко не	4	2
256	ведь и	7	2
257	в другом	7	2
258	чужой акцент	4	2
259	не знает	3	2
260	может стать	4	2
261	установка на	4	2
262	о том	5	2
263	как он	2	2
264	в одном	12	2
265	до сих	7	2
