N	2gram	Bakhtin_Fr_4	StatiiOP
1	и в	29	29
2	том что	3	27
3	в том	7	27
4	в этом	11	21
5	но и	9	19
6	не только	10	19
7	о том	2	17
8	что он	4	13
9	в его	8	13
10	между прочим	2	12
11	то что	4	11
12	все это	4	11
13	в которой	4	11
14	к тому	2	10
15	таким образом	20	10
16	в своем	3	9
17	так и	11	9
18	и не	16	9
19	как на	2	9
20	он не	3	9
21	как раз	2	8
22	но в	12	8
23	в ней	3	7
24	в виду	2	7
25	в котором	2	7
26	в своей	5	7
27	для того	3	7
28	не столько	2	7
29	вовсе не	9	6
30	все же	3	6
31	того чтобы	3	6
32	и его	8	6
33	и на	11	6
34	о чем	2	5
35	прежде всего	8	5
36	в той	2	5
37	в качестве	3	5
38	как бы	8	5
39	своего рода	6	5
40	того что	3	5
41	точки зрения	4	5
42	времени и	2	4
43	а как	2	4
44	именно в	2	4
45	в частности	3	4
46	что у	3	4
47	с другой	4	4
48	к этому	2	4
49	в романе	10	4
50	кроме того	2	4
51	и к	2	4
52	и о	5	4
53	хотя и	2	4
54	в нем	5	4
55	дело в	2	4
56	связи с	2	4
57	и с	9	4
58	своего времени	3	4
59	самого начала	3	3
60	что это	5	3
61	в этих	2	3
62	но он	6	3
63	в образе	4	3
64	ни в	2	3
65	не мог	2	3
66	но это	4	3
67	но не	2	3
68	до конца	5	3
69	одной из	2	3
70	у меня	2	3
71	никогда не	2	3
72	и даже	3	3
73	из них	6	3
74	другой стороны	3	3
75	как в	2	3
76	в их	2	3
77	еще и	7	3
78	тем что	4	3
79	с самого	3	3
80	на самом	4	3
81	в году	3	3
82	и по	5	3
83	так же	7	3
84	связан с	4	3
85	и здесь	3	3
86	в эту	3	3
87	это был	2	2
88	но они	4	2
89	во время	10	2
90	с его	4	2
91	и другие	2	2
92	и др	4	2
93	в них	7	2
94	в одной	2	2
95	в конце	9	2
96	он был	2	2
97	в ее	3	2
98	а затем	3	2
99	как и	12	2
100	и как	3	2
101	в этой	13	2
102	что я	2	2
103	что они	2	2
104	в то	10	2
105	по своему	4	2
106	о своей	2	2
107	как известно	2	2
108	и сам	3	2
109	раз в	2	2
110	на его	2	2
111	может быть	2	2
112	том же	2	2
113	а также	2	2
114	только в	2	2
115	также и	4	2
116	ни с	2	2
117	со стороны	2	2
118	или менее	3	2
119	не на	2	2
120	не может	2	2
121	в особенности	2	2
122	то же	10	2
123	все эти	9	2
124	при этом	3	2
125	там где	3	2
126	они не	2	2
127	более или	3	2
128	с точки	2	2
129	особенно в	3	2
130	для своей	2	2
131	где он	2	2
132	конечно и	3	2
133	в результате	4	2
134	сказать что	5	2
135	которую он	4	2
136	в себе	3	2
137	в один	2	2
138	его в	9	2
139	как он	2	2
140	и это	2	2
141	почти все	3	2
142	так как	7	2
143	того же	5	2
144	по адресу	2	2
145	отметить что	3	2
146	в числе	2	2
147	о мире	2	2
