N	2gram	Losev_Vlad_3	Dialekti
1	не есть	10	40
2	и не	25	30
3	по себе	6	25
4	и в	40	18
5	ничего не	5	17
6	может быть	8	17
7	точки зрения	13	17
8	в нем	3	16
9	ни в	10	15
10	так что	14	15
11	не имеет	4	15
12	значит что	6	14
13	а не	8	14
14	потому что	11	14
15	что в	17	13
16	то что	28	13
17	не только	25	13
18	и даже	6	13
19	если бы	3	12
20	было бы	4	12
21	и что	8	12
22	с точки	6	12
23	в этом	16	12
24	не может	14	12
25	что это	9	11
26	что он	5	11
27	как бы	3	11
28	учение о	24	11
29	это значит	6	11
30	в себе	9	11
31	так как	7	11
32	прежде всего	10	10
33	несмотря на	7	10
34	то же	4	10
35	сказать что	12	10
36	никогда не	11	9
37	отнюдь не	5	9
38	это не	3	9
39	в том	18	9
40	это есть	10	9
41	так и	6	9
42	том что	18	9
43	и то	9	9
44	но это	6	8
45	совершенно не	2	8
46	к нему	3	8
47	в каком	4	8
48	не существует	2	7
49	не просто	10	7
50	вовсе не	13	7
51	и как	7	7
52	то в	6	7
53	но и	18	7
54	что она	2	7
55	мы находим	2	7
56	также и	17	7
57	той или	2	7
58	с другой	5	6
59	да и	6	6
60	хотя бы	6	6
61	она не	2	6
62	нет ровно	2	6
63	никак не	4	6
64	ни с	3	6
65	не было	5	6
66	не в	3	6
67	в то	7	6
68	ни на	2	6
69	и ни	2	6
70	в чем	3	6
71	но в	4	6
72	сам по	2	6
73	я не	3	5
74	он сам	2	5
75	в этих	2	5
76	в своем	8	5
77	на то	4	5
78	идеи и	2	5
79	говорит о	4	5
80	в дальнейшем	4	5
81	есть и	4	5
82	но если	5	5
83	ровно ничего	2	5
84	не с	4	5
85	все же	4	5
86	в отношении	5	5
87	общего с	2	5
88	есть только	9	5
89	а в	7	5
90	само по	3	5
91	можно было	5	5
92	и с	9	5
93	или не	3	5
94	мы должны	4	5
95	об отношении	2	5
96	в виду	3	5
97	нисколько не	3	4
98	и более	2	4
99	в конце	12	4
100	к тому	7	4
101	что эта	2	4
102	во всяком	3	4
103	об этом	6	4
104	не говорит	5	4
105	но не	4	4
106	же время	2	4
107	одно и	2	4
108	хотя и	7	4
109	не о	2	4
110	в котором	4	4
111	то это	10	4
112	только то	2	4
113	быть и	2	4
114	а есть	2	4
115	так же	8	4
116	другой стороны	2	4
117	как раз	10	4
118	собственно говоря	3	4
119	и притом	3	4
120	только и	5	4
121	как мы	8	4
122	и вообще	3	4
123	ничего общего	5	4
124	о том	11	4
125	как это	4	4
126	содержит в	5	3
127	к богу	2	3
128	тому что	4	3
129	этом смысле	3	3
130	должна быть	2	3
131	стороны и	2	3
132	есть не	2	3
133	не является	2	3
134	же это	2	3
135	что и	7	3
136	а только	7	3
137	при условии	2	3
138	более или	5	3
139	но что	2	3
140	и о	4	3
141	есть просто	2	3
142	он не	8	3
143	только с	2	3
144	в его	14	3
145	и потому	10	3
146	даже в	4	3
147	но только	2	3
148	то как	3	3
149	отношения к	5	3
150	или менее	5	3
151	что же	9	3
152	даже не	3	3
153	в их	2	3
154	только на	5	3
155	имеет ничего	2	3
156	в самом	4	3
157	в разных	2	3
158	еще и	18	3
159	но все	3	3
160	но с	2	3
161	на самом	3	3
162	учение об	4	3
163	только что	2	3
164	и тут	3	3
165	должно быть	5	3
166	жизнь и	3	3
167	конце концов	5	3
168	в данном	5	3
169	в ней	5	3
170	даже и	12	3
171	и еще	2	3
172	только в	13	3
173	но вот	3	3
174	и все	4	3
175	иметь в	2	3
176	бы в	2	3
177	от этого	2	3
178	ни к	2	2
179	не менее	9	2
180	не был	8	2
181	того что	7	2
182	же как	3	2
183	бы и	4	2
184	она должна	2	2
185	именно в	3	2
186	тех кто	3	2
187	в виде	13	2
188	а о	2	2
189	в качестве	3	2
190	с этой	2	2
191	не как	2	2
192	и от	6	2
193	из этих	3	2
194	точно так	4	2
195	раз и	8	2
196	к этому	2	2
197	вопрос о	4	2
198	быть в	2	2
199	и сейчас	2	2
200	оно есть	6	2
201	о которых	2	2
202	в мире	2	2
203	как и	7	2
204	всегда есть	3	2
205	характерна для	2	2
206	мы и	2	2
207	такой же	4	2
208	является не	3	2
209	что если	4	2
210	что здесь	3	2
211	тому же	5	2
212	здесь в	4	2
213	не нужно	2	2
214	для него	8	2
215	еще не	4	2
216	одной стороны	3	2
217	для того	2	2
218	себе и	2	2
219	всяком случае	3	2
220	мог бы	4	2
221	как можно	2	2
222	как не	2	2
223	но уже	2	2
224	из них	2	2
225	в своей	9	2
226	которое в	3	2
227	дальше и	2	2
228	со стороны	2	2
229	что даже	2	2
230	как например	2	2
231	и эта	3	2
232	иной раз	6	2
233	не больше	3	2
234	с этим	2	2
235	а с	4	2
236	этом отношении	2	2
237	с одной	3	2
238	все эти	5	2
239	мы имеем	3	2
240	можно только	2	2
241	если мы	4	2
242	уже не	9	2
243	и у	3	2
244	и для	3	2
245	отличается от	3	2
246	то он	4	2
247	учения о	4	2
248	и так	2	2
249	же и	2	2
250	то и	2	2
251	что касается	2	2
252	но как	2	2
253	на мифологию	2	2
254	он всегда	2	2
255	в другом	2	2
256	во всем	6	2
257	можно найти	2	2
258	и это	6	2
259	то не	2	2
260	заметить что	2	2
261	как с	2	2
262	нет ни	2	2
263	время как	2	2
264	тоже не	5	2
265	это было	3	2
