N	2gram	Ircho_Kome_1	Myshleni
1	то что	2	26
2	что он	6	25
3	в этом	3	25
4	потому что	5	21
5	таким образом	8	19
6	в том	11	18
7	не может	2	18
8	точки зрения	4	18
9	что в	6	16
10	и в	22	16
11	так как	4	16
12	не только	10	16
13	так же	3	15
14	том что	12	15
15	в сущности	2	13
16	отношению к	3	12
17	вопрос о	3	12
18	по отношению	3	12
19	и не	8	12
20	в области	2	12
21	отношение к	3	11
22	в его	5	11
23	но не	2	10
24	было бы	2	10
25	как мы	4	10
26	в силу	2	10
27	только в	3	10
28	в отношении	6	9
29	может быть	9	9
30	о том	8	8
31	как это	3	8
32	в известном	2	8
33	как и	9	8
34	он не	3	8
35	то же	6	8
36	же как	3	7
37	в нем	4	7
38	но он	2	7
39	того же	2	7
40	так и	5	7
41	не в	6	6
42	в этой	7	6
43	но и	11	6
44	и на	3	6
45	но в	4	6
46	у него	3	6
47	связанные с	2	6
48	к тому	6	6
49	мы можем	4	6
50	в другом	4	6
51	на все	2	5
52	что они	4	5
53	этом отношении	3	5
54	в то	10	5
55	тот же	3	5
56	как в	5	5
57	только что	2	5
58	того как	3	5
59	тем что	4	5
60	в которой	6	5
61	ничего не	3	5
62	казалось бы	3	4
63	с другой	5	4
64	то время	5	4
65	в свою	2	4
66	по одному	2	4
67	при этом	5	4
68	в самом	2	4
69	в целом	3	4
70	именно в	4	4
71	и по	6	4
72	время как	4	4
73	же самое	2	4
74	в результате	4	4
75	к которому	3	4
76	в состоянии	2	4
77	точек зрения	2	4
78	в качестве	4	4
79	как известно	2	4
80	еще не	2	4
81	за пределы	2	4
82	вместе с	2	4
83	могут быть	3	4
84	такой же	2	4
85	не менее	3	3
86	в частности	3	3
87	прежде всего	5	3
88	мы знаем	2	3
89	и как	3	3
90	но это	2	3
91	на которые	2	3
92	одной стороны	3	3
93	до конца	2	3
94	в действительности	2	3
95	к нему	2	3
96	и тем	2	3
97	мы видели	2	3
98	в их	4	3
99	еще и	2	3
100	с одной	3	3
101	а в	6	3
102	и с	3	3
103	по своей	2	3
104	между тем	5	3
105	мы не	3	3
106	в одном	8	3
107	к этому	4	3
108	все же	3	3
109	по своему	3	3
110	одной из	3	3
111	еще в	5	3
112	что и	4	3
113	сих пор	2	3
114	ее в	2	3
115	на этом	2	3
116	в себя	2	3
117	из которых	2	3
118	и его	8	3
119	в чем	3	3
120	до сих	2	3
121	что у	2	2
122	столь же	2	2
123	именно потому	2	2
124	на всю	3	2
125	по поводу	4	2
126	на его	5	2
127	вслед за	2	2
128	в котором	4	2
129	только один	2	2
130	из них	10	2
131	все это	5	2
132	другой стороны	5	2
133	то и	2	2
134	образом в	2	2
135	и даже	5	2
136	в своих	2	2
137	и здесь	2	2
138	в истории	5	2
139	в более	3	2
140	в них	3	2
141	вовсе не	2	2
142	его в	3	2
143	же в	4	2
144	отличие от	2	2
145	у нас	3	2
146	все что	2	2
147	указывает на	2	2
148	во второй	3	2
149	и из	2	2
150	в первой	2	2
151	принадлежит к	2	2
152	на основании	3	2
153	находится в	2	2
154	тому же	6	2
155	должны были	8	2
156	во всяком	2	2
157	вывод что	2	2
158	на протяжении	4	2
159	ту же	2	2
160	как будто	2	2
161	об отношении	2	2
