N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	41
2	таким образом	5	17
3	в нем	4	16
4	и с	7	16
5	и его	3	13
6	но и	7	13
7	как мы	3	12
8	в этом	18	12
9	все это	5	11
10	все эти	12	11
11	прежде всего	8	10
12	в самом	12	10
13	не только	20	10
14	так как	15	10
15	то что	9	10
16	и на	6	9
17	и все	2	9
18	никогда не	2	8
19	в сущности	9	8
20	в этой	6	8
21	но в	11	8
22	у него	3	7
23	в них	4	7
24	вовсе не	9	7
25	том что	11	7
26	как бы	4	7
27	и до	2	7
28	в особенности	4	7
29	как и	2	7
30	что в	10	7
31	в его	5	7
32	что он	5	6
33	в году	2	6
34	один из	5	6
35	вместе с	5	6
36	с помощью	7	6
37	или в	4	6
38	также и	5	6
39	сказать что	4	6
40	в то	4	6
41	то же	6	5
42	так же	4	5
43	же время	3	5
44	а также	3	5
45	так и	4	5
46	в своем	2	5
47	рядом с	2	5
48	большинстве случаев	2	5
49	в той	2	5
50	и что	8	5
51	той же	2	5
52	тем что	3	5
53	там где	5	5
54	что это	7	5
55	уже в	3	4
56	с другой	8	4
57	и от	2	4
58	роль в	2	4
59	именно в	3	4
60	у нас	12	4
61	не в	8	4
62	и вообще	2	4
63	большей или	3	4
64	тот же	5	4
65	в большей	3	4
66	меньшей степени	3	4
67	в ней	3	4
68	все же	7	4
69	не может	9	4
70	с одной	2	4
71	как в	3	4
72	самом деле	9	4
73	того чтобы	11	4
74	и даже	2	4
75	а в	3	4
76	конечно и	2	4
77	в результате	4	4
78	в другом	2	4
79	о котором	2	4
80	того же	3	4
81	перед нами	4	3
82	с этой	2	3
83	с этим	3	3
84	или меньшей	3	3
85	на все	2	3
86	мы будем	2	3
87	но это	3	3
88	есть в	3	3
89	как у	2	3
90	было бы	15	3
91	в целях	2	3
92	конечно не	2	3
93	но оно	2	3
94	никак не	3	3
95	и для	2	3
96	этом отношении	3	3
97	при этом	2	3
98	и не	16	3
99	те же	3	3
100	того что	3	3
101	что не	6	3
102	к нему	2	3
103	в данном	4	3
104	выходит за	2	3
105	только в	5	3
106	потому что	25	3
107	также что	2	3
108	не могут	5	2
109	всех этих	3	2
110	что если	2	2
111	но уже	2	2
112	в частности	2	2
113	все они	2	2
114	для этого	3	2
115	превращается в	2	2
116	в конце	4	2
117	что все	5	2
118	если мы	4	2
119	в корне	2	2
120	для нас	4	2
121	в том	19	2
122	это и	3	2
123	связи с	3	2
124	что они	2	2
125	на этом	3	2
126	но не	6	2
127	а на	2	2
128	должна быть	5	2
129	до конца	3	2
130	и всякой	2	2
131	может быть	15	2
132	в своей	2	2
133	хотя и	4	2
134	он не	3	2
135	и потому	2	2
136	в таких	3	2
137	был бы	2	2
138	должен быть	5	2
139	мы видели	2	2
140	данном случае	2	2
141	в форме	3	2
142	а именно	2	2
143	другой стороны	7	2
144	как раз	3	2
145	не на	2	2
146	которых мы	2	2
147	как это	5	2
148	и сейчас	2	2
149	лишь в	5	2
150	заключается в	2	2
151	а не	10	2
152	и у	2	2
153	дает нам	2	2
154	с точки	8	2
155	характер и	2	2
156	и то	5	2
157	в кругу	2	2
158	между тем	6	2
159	образом в	2	2
160	точки зрения	14	2
161	говорить о	4	2
162	что мы	6	2
163	и вовсе	2	2
164	тех же	2	2
165	но здесь	2	2
166	в области	11	2
