N	2gram	Berdyaev_M_1	Istorich
1	и в	28	24
2	что он	10	21
3	не только	29	21
4	т е	2	16
5	может быть	30	14
6	не может	28	14
7	в этих	4	13
8	что в	10	13
9	как в	2	12
10	в этом	20	12
11	в ином	2	12
12	но и	25	11
13	это не	5	10
14	у него	17	10
15	том что	3	10
16	а в	4	10
17	и что	2	10
18	мы видим	2	10
19	этот случай	2	9
20	не в	16	9
21	все же	2	9
22	о том	2	9
23	потому что	16	9
24	что и	4	8
25	все это	6	8
26	а не	25	8
27	так как	3	8
28	с собой	3	7
29	один из	4	7
30	в том	6	7
31	то что	5	7
32	вместе с	6	7
33	к нему	7	7
34	тем что	4	6
35	с этой	4	6
36	для нас	3	6
37	как и	5	6
38	но не	8	6
39	мы увидим	3	6
40	в нем	13	6
41	он не	24	6
42	и все	10	6
43	того что	7	6
44	только в	6	6
45	как он	2	6
46	отношение к	4	5
47	с ним	2	5
48	ничего не	3	5
49	но в	7	5
50	никогда не	14	4
51	есть и	3	4
52	с того	2	4
53	как бы	2	4
54	в их	4	4
55	и не	11	4
56	не имеет	3	4
57	точки зрения	4	4
58	уже в	4	3
59	с его	3	3
60	в них	4	3
61	если он	5	3
62	вопрос о	2	3
63	него и	2	3
64	себе и	2	3
65	его в	3	3
66	не все	2	3
67	связано с	2	3
68	когда он	3	3
69	с ней	2	3
70	сих пор	2	3
71	в свете	3	3
72	и она	2	3
73	показывает как	2	3
74	и он	12	3
75	и по	4	3
76	и его	9	3
77	от него	4	3
78	в конце	7	3
79	на земле	2	2
80	из самых	8	2
81	и там	4	2
82	вообще не	2	2
83	и от	2	2
84	не знал	4	2
85	к этому	2	2
86	прежде всего	10	2
87	не могут	5	2
88	иной мир	4	2
89	в то	2	2
90	все в	6	2
91	в ее	3	2
92	небо и	4	2
93	это значит	3	2
94	много в	2	2
95	и нет	2	2
96	то время	2	2
97	она не	4	2
98	было бы	10	2
99	в самом	11	2
100	ни с	4	2
101	к ней	4	2
102	и когда	2	2
103	в котором	8	2
104	был в	4	2
105	на том	3	2
106	оказывается что	2	2
107	отличается от	2	2
108	уже не	4	2
109	и у	2	2
110	на этот	2	2
111	не так	3	2
112	в которой	6	2
113	его не	3	2
114	увидим что	4	2
115	время как	2	2
116	в иной	3	2
117	сказать что	2	2
118	в основе	2	2
119	он в	2	2
120	с этим	3	2
121	но он	9	2
122	и на	6	2
123	был ли	2	2
124	все эти	2	2
125	и это	12	2
126	конечно не	3	2
127	должен был	4	2
128	все его	3	2
129	до сих	2	2
