N	2gram	Bakhtin_Pr_1	OGranits
1	и в	23	13
2	и его	13	12
3	прежде всего	7	9
4	не может	11	8
5	и не	34	8
6	может быть	21	8
7	и их	2	7
8	и т.п	3	7
9	точки зрения	21	7
10	в его	24	7
11	таким образом	11	6
12	не только	13	6
13	то что	18	6
14	только в	8	6
15	мы должны	2	6
16	как бы	28	6
17	в музыке	4	5
18	все же	5	5
19	с точки	15	5
20	хотя бы	2	5
21	и наконец	5	5
22	в процессе	4	5
23	то же	10	4
24	в своей	11	4
25	все это	7	4
26	в каждом	8	4
27	лишь в	3	4
28	мы не	2	4
29	было бы	6	4
30	в сознании	2	4
31	но в	4	4
32	и уже	3	3
33	отношению к	11	3
34	что в	8	3
35	никогда не	5	3
36	но и	11	3
37	так и	10	3
38	в их	3	3
39	по отношению	11	3
40	не как	12	3
41	и все	3	3
42	в одном	9	3
43	точку зрения	4	3
44	здесь мы	2	3
45	самом деле	5	3
46	да и	2	3
47	как и	8	3
48	не в	6	3
49	за пределы	6	3
50	в которой	4	3
51	не столько	3	3
52	в пределах	9	3
53	ни один	2	3
54	в себе	5	3
55	в искусстве	2	3
56	говорить о	2	3
57	и для	3	3
58	так как	7	3
59	но для	2	3
60	слово в	2	3
61	не исчерпывается	2	2
62	для себя	2	2
63	уже в	5	2
64	а как	6	2
65	самого начала	3	2
66	и тем	2	2
67	в нем	20	2
68	во всей	2	2
69	в целом	4	2
70	сознания и	3	2
71	данном случае	2	2
72	а не	20	2
73	в этот	2	2
74	в отношении	2	2
75	говорить об	2	2
76	во времени	3	2
77	другой стороны	2	2
78	с другой	2	2
79	не на	3	2
80	в них	3	2
81	входит в	2	2
82	а в	7	2
83	все эти	8	2
84	вовсе не	8	2
85	роль в	2	2
86	в книге	3	2
87	есть не	2	2
88	с самого	2	2
89	и к	4	2
90	как в	6	2
91	если бы	10	2
92	в том	11	2
93	наконец в	2	2
94	так же	6	2
95	том что	9	2
96	в зависимости	3	2
97	мы видим	3	2
98	в своих	2	2
99	в данном	2	2
100	зависимости от	3	2
101	в этом	25	2
102	тем что	3	2
103	между тем	5	2
104	при этом	3	2
105	для него	15	2
106	тот же	2	2
107	более того	3	2
108	кажется что	3	2
109	несмотря на	6	2
110	мы уже	2	2
111	его на	2	2
112	в области	3	2
113	в самом	8	2
114	героя и	5	2
115	там где	6	2
116	бы в	3	2
