N	2gram	Bakhtin_sl_2	Marksizm
1	точки зрения	8	34
2	может быть	37	26
3	и не	22	26
4	не может	20	24
5	с точки	3	20
6	и в	39	19
7	и его	33	19
8	таким образом	8	17
9	языка как	7	17
10	в этом	16	16
11	как бы	7	15
12	языка в	6	14
13	в процессе	13	14
14	прежде всего	8	13
15	языка и	9	13
16	как мы	7	13
17	как и	6	12
18	индивидуального сознания	2	12
19	так и	15	11
20	и для	5	11
21	связи с	3	11
22	в нем	19	10
23	в слове	6	10
24	и т.п	2	10
25	для него	7	9
26	идеологического творчества	3	9
27	лишь в	3	9
28	в результате	2	9
29	только в	5	9
30	на материале	2	8
31	при этом	7	8
32	в контексте	3	8
33	но и	21	8
34	до сих	2	8
35	не только	24	8
36	все же	6	8
37	то что	2	8
38	сих пор	2	8
39	точка зрения	2	7
40	в связи	2	7
41	все эти	6	7
42	но в	6	7
43	язык как	3	7
44	во всех	12	7
45	то же	4	7
46	а не	14	7
47	слова как	2	7
48	с помощью	4	6
49	в смысле	4	6
50	в том	5	6
51	кроме того	2	6
52	в пределах	13	6
53	и здесь	2	6
54	в основном	4	6
55	в его	7	6
56	на почве	4	6
57	мы не	2	6
58	так сказать	6	6
59	с другой	5	5
60	именно в	2	5
61	не в	9	5
62	до конца	17	5
63	конечно не	5	5
64	те же	2	5
65	рядом с	3	5
66	и потому	7	5
67	и все	5	5
68	вовсе не	10	5
69	за пределы	2	5
70	в отличие	12	5
71	входит в	4	5
72	того чтобы	2	5
73	хотя бы	3	5
74	во всяком	3	5
75	может стать	2	5
76	отличие от	13	5
77	что в	3	4
78	не менее	4	4
79	в отношении	4	4
80	дело идет	2	4
81	в ней	3	4
82	слово как	7	4
83	не столько	3	4
84	а в	4	4
85	и на	4	4
86	сказать что	3	4
87	и между	2	4
88	слове в	3	4
89	вне его	2	4
90	жизни в	2	4
91	с этим	2	4
92	по себе	5	4
93	в идеологическом	2	4
94	еще не	7	4
95	как в	13	4
96	в языке	2	4
97	язык в	6	4
98	для того	2	4
99	оно может	2	4
100	в данном	2	4
101	в рамки	2	4
102	отношении к	4	4
103	далеко не	2	4
104	этом отношении	3	3
105	данного языка	2	3
106	и от	3	3
107	здесь в	3	3
108	или иной	5	3
109	все формы	2	3
110	и как	3	3
111	в дальнейшем	2	3
112	в большинстве	6	3
113	же время	4	3
114	правда и	2	3
115	все это	16	3
116	по отношению	4	3
117	не было	2	3
118	с другими	4	3
119	между тем	3	3
120	нуждается в	2	3
121	xix века	4	3
122	в то	4	3
123	его в	4	3
124	большинстве случаев	5	3
125	слово в	11	3
126	языка а	5	3
127	не могут	5	3
128	и к	6	3
129	этом случае	6	3
130	она может	2	3
131	том что	5	3
132	более того	2	3
133	и при	2	3
134	на границе	2	3
135	в сущности	6	3
136	он не	2	3
137	быть и	3	3
138	в истории	11	3
139	это и	2	3
140	но все	5	3
141	речи и	3	3
142	слова и	8	3
143	в области	2	3
144	в узком	4	2
145	сама по	3	2
146	независимо от	2	2
147	должна быть	3	2
148	никогда не	7	2
149	в своем	6	2
150	точку зрения	3	2
151	словом и	8	2
152	ни в	4	2
153	узком смысле	4	2
154	свою очередь	2	2
155	в свою	3	2
156	из важнейших	2	2
157	к проблеме	3	2
158	его именно	2	2
159	одним из	2	2
160	в новое	4	2
161	для всех	4	2
162	всяком случае	2	2
163	со всею	3	2
164	и др	4	2
165	эти формы	4	2
166	в нашем	2	2
167	с ее	2	2
168	зрения и	2	2
169	жизни и	6	2
170	и их	5	2
171	где они	2	2
172	как к	3	2
173	язык и	7	2
174	и других	4	2
175	не приходится	3	2
176	именно на	2	2
177	пределах одного	7	2
178	и даже	7	2
179	языка с	2	2
180	же и	2	2
181	к его	2	2
182	всех областях	4	2
183	о том	2	2
184	как он	2	2
185	так как	4	2
186	и с	9	2
187	в основе	4	2
188	ни к	2	2
189	и более	2	2
190	установкой на	3	2
191	что он	2	2
192	конечно в	2	2
193	в себе	2	2
194	художественный образ	4	2
195	что язык	2	2
196	в романе	46	2
197	с установкой	3	2
198	зависимости от	4	2
199	одна из	4	2
200	от него	5	2
201	громадное значение	2	2
202	она не	6	2
203	мы уже	2	2
204	как вещь	2	2
205	одним словом	2	2
206	не все	2	2
207	что и	3	2
208	отношению к	4	2
209	бы и	3	2
210	и речи	2	2
211	всех сторон	2	2
212	человека в	5	2
213	на социальную	2	2
214	к своему	9	2
215	речи как	2	2
216	мира и	5	2
217	менее всего	2	2
218	лишь тогда	2	2
219	и иных	4	2
220	этим определяется	4	2
221	той же	3	2
222	говорящего и	2	2
223	в таком	4	2
224	или в	2	2
225	языка не	4	2
226	могут быть	7	2
227	говорящего как	3	2
228	в другом	2	2
229	ту же	3	2
230	не знает	2	2
231	и вне	2	2
232	там где	6	2
233	в чем	3	2
234	слово может	2	2
235	как с	2	2
236	из него	2	2
