N	2gram	Tiupa_Narr_2	Russkaja
1	не может	8	22
2	и не	14	19
3	в том	14	17
4	в этом	13	17
5	и в	13	14
6	то что	8	13
7	самим собой	3	12
8	таким образом	5	11
9	то же	4	11
10	точки зрения	5	11
11	же время	3	10
12	но и	15	10
13	в то	5	10
14	том что	13	9
15	церкви и	2	9
16	не только	26	9
17	в себе	8	9
18	с точки	2	9
19	может быть	10	9
20	прежде всего	6	8
21	того чтобы	3	8
22	как на	2	8
23	отнюдь не	4	7
24	к тому	9	7
25	не будет	2	7
26	самом деле	3	7
27	в данном	10	7
28	о том	5	7
29	если бы	4	6
30	на самом	2	6
31	что он	5	6
32	и к	6	6
33	для него	4	6
34	в своем	6	6
35	и для	3	6
36	в своих	2	6
37	между собой	3	5
38	жизни в	6	5
39	хотя бы	2	5
40	на то	2	5
41	или иной	3	5
42	при этом	14	5
43	было бы	2	5
44	в своей	4	5
45	он не	5	5
46	никогда не	6	5
47	в нем	5	5
48	а в	9	5
49	потому что	2	5
50	только в	11	5
51	между тем	3	5
52	но не	3	4
53	что в	4	4
54	в мире	4	4
55	как и	4	4
56	все что	4	4
57	как бы	6	4
58	себе и	2	4
59	все же	6	4
60	себя в	2	4
61	жизни и	4	4
62	со стороны	6	4
63	точку зрения	3	4
64	не в	8	4
65	можно было	2	4
66	в этой	4	4
67	в его	6	4
68	которой он	3	4
69	и т.д	4	4
70	он сам	2	3
71	что это	4	3
72	на том	3	3
73	именно в	2	3
74	из этих	2	3
75	в конце	4	3
76	в будущем	2	3
77	с нею	2	3
78	да и	3	3
79	в другом	4	3
80	что они	3	3
81	в качестве	14	3
82	еще не	2	3
83	несмотря на	2	3
84	в самом	2	3
85	той или	3	3
86	что и	2	3
87	и т	2	3
88	данном случае	6	3
89	только к	3	3
90	сводится к	9	3
91	того что	6	3
92	и по	3	3
93	в виде	2	3
94	говорить о	2	3
95	о котором	3	3
96	одна из	3	3
97	в сознании	2	3
98	место в	5	2
99	а с	2	2
100	зависит от	2	2
101	и более	2	2
102	должна быть	2	2
103	в частности	11	2
104	у него	6	2
105	точно так	2	2
106	к себе	7	2
107	состоит в	12	2
108	представить себе	3	2
109	или иного	3	2
110	не должен	2	2
111	уже не	4	2
112	но это	2	2
113	что с	2	2
114	участие в	2	2
115	но для	2	2
116	в ней	2	2
117	в котором	5	2
118	для себя	3	2
119	и тем	5	2
120	не к	4	2
121	для нас	2	2
122	чтобы в	2	2
123	тому что	3	2
124	по отношению	5	2
125	тогда как	15	2
126	если не	2	2
127	в течение	2	2
128	все эти	3	2
129	и состоит	2	2
130	только на	2	2
131	и что	2	2
132	тем самым	5	2
133	а не	17	2
134	и даже	3	2
135	так же	2	2
136	в других	2	2
137	в глазах	4	2
138	в таком	3	2
139	в результате	2	2
140	в силу	4	2
141	в начале	2	2
142	во время	2	2
143	того или	3	2
144	с ним	4	2
145	в области	2	2
146	но в	6	2
