N	2gram	Losev_Vesc_1	Myslijsy
1	потому что	16	52
2	и в	21	39
3	может быть	16	27
4	в том	8	26
5	только в	14	25
6	что в	9	22
7	не может	17	22
8	а не	19	21
9	так как	7	21
10	не только	36	21
11	в нем	2	20
12	но и	18	20
13	и не	29	18
14	язык есть	2	17
15	том что	8	16
16	так что	5	16
17	не в	5	15
18	в этом	4	15
19	если бы	5	14
20	так и	3	13
21	в себе	14	13
22	таким образом	8	13
23	было бы	14	12
24	есть только	7	11
25	мы не	6	10
26	по себе	13	10
27	что не	5	10
28	не есть	49	10
29	то что	27	10
30	и что	15	10
31	для нас	2	9
32	как и	8	9
33	и понимания	2	9
34	мысли и	3	9
35	тем что	2	9
36	тогда когда	5	9
37	но в	5	9
38	в одном	2	8
39	но не	5	8
40	со стороны	5	8
41	того что	8	8
42	в слове	2	8
43	в мысли	3	8
44	точки зрения	5	8
45	с другой	6	7
46	должно быть	6	7
47	в ней	12	7
48	с этим	3	7
49	должны быть	4	7
50	это не	5	7
51	то и	4	7
52	не менее	3	6
53	независимо от	5	6
54	от нее	2	6
55	тем не	3	6
56	и как	8	6
57	еще не	8	6
58	что на	2	6
59	как бы	12	6
60	что и	3	6
61	все же	4	6
62	и т	19	6
63	то же	6	6
64	между собою	6	6
65	с тем	5	5
66	из себя	3	5
67	вовсе не	10	5
68	языка как	2	5
69	но это	10	5
70	то в	4	5
71	и потому	5	5
72	только тогда	3	5
73	в его	2	5
74	то это	3	5
75	в первом	2	5
76	другой стороны	2	5
77	во всех	2	5
78	а в	4	5
79	и для	9	5
80	во втором	2	5
81	и его	2	5
82	быть только	3	5
83	с в	2	5
84	никогда не	2	4
85	с нею	18	4
86	прежде всего	9	4
87	в свою	4	4
88	в смысле	12	4
89	бы ни	2	4
90	а только	3	4
91	мы видим	2	4
92	свою очередь	4	4
93	для него	4	4
94	в действительности	7	4
95	к тому	3	4
96	от того	3	4
97	есть нечто	6	4
98	т д	19	4
99	и притом	3	4
100	быть не	4	4
101	и даже	6	4
102	а так	2	4
103	тому как	4	4
104	с но	2	4
105	в то	3	4
106	что мы	14	4
107	слова и	5	4
108	бы в	5	4
109	в самой	2	3
110	сама по	3	3
111	что это	13	3
112	тому что	2	3
113	оно не	3	3
114	и во	3	3
115	и от	3	3
116	и это	14	3
117	бытия и	2	3
118	и след	5	3
119	в жизни	3	3
120	что все	2	3
121	как она	4	3
122	в этой	3	3
123	оно и	4	3
124	в своем	6	3
125	того же	5	3
126	если мы	8	3
127	она не	4	3
128	одной стороны	3	3
129	только на	3	3
130	в своей	5	3
131	и их	7	3
132	относится к	5	3
133	для того	2	3
134	для себя	5	3
135	и тем	3	3
136	судить о	4	3
137	в самом	9	3
138	и без	3	3
139	то ни	4	3
140	с одной	3	3
141	той же	2	3
142	с ним	8	3
143	должна быть	4	3
144	не из	2	3
145	и то	10	3
146	сказать что	17	3
147	во всяком	3	3
148	хотя и	4	3
149	подобно тому	4	3
150	с точки	3	3
151	мы должны	2	3
152	нужно было	2	3
153	и все	5	3
154	то не	4	3
155	и другое	4	3
156	она может	4	3
157	и с	8	3
158	слова в	2	2
159	могла бы	3	2
160	взаимного понимания	2	2
161	есть как	3	2
162	нисколько не	4	2
163	но на	2	2
164	только не	2	2
165	и есть	26	2
166	но он	2	2
167	с этой	4	2
168	по крайней	4	2
169	но тогда	3	2
170	но с	2	2
171	в понятии	4	2
172	бы то	4	2
173	была бы	2	2
174	по законам	2	2
175	в собственном	2	2
176	стороны и	2	2
177	на то	4	2
178	к одному	3	2
179	не что	7	2
180	но если	8	2
181	как мы	4	2
182	ни было	4	2
183	жизни и	2	2
184	уже не	9	2
185	у нас	7	2
186	есть не	14	2
187	если не	3	2
188	не будет	12	2
189	только то	2	2
190	и может	2	2
191	того чтобы	3	2
192	мог бы	5	2
193	в сущности	4	2
194	между прочим	3	2
195	и о	3	2
196	и если	2	2
197	никак не	3	2
198	и следовательно	7	2
199	к ней	2	2
200	ли в	3	2
201	в виду	2	2
202	но совершенно	2	2
203	для нее	2	2
204	крайней мере	4	2
205	с а	4	2
206	с ее	6	2
207	но уже	3	2
208	что же	8	2
209	для всякого	2	2
210	только что	2	2
211	для этого	4	2
212	и только	3	2
213	в разных	4	2
214	и того	2	2
215	что оно	8	2
216	еще более	2	2
217	из того	2	2
218	применении к	2	2
219	или в	2	2
220	хотя бы	6	2
221	иное как	7	2
222	себе или	2	2
223	даже и	4	2
224	понимание есть	2	2
225	что иное	7	2
226	ее с	5	2
227	о том	6	2
228	при помощи	2	2
229	дело в	4	2
230	и самое	2	2
231	со мною	2	2
232	in der	2	2
233	когда мы	6	2
234	не потому	6	2
235	это будет	3	2
236	то мы	2	2
237	мы можем	4	2
