N	2gram	Vygotskiy__1	Myslijsy
1	потому что	6	49
2	и в	23	24
3	может быть	14	23
4	то что	17	20
5	и не	9	19
6	а не	3	18
7	в том	24	18
8	что в	14	16
9	по себе	5	15
10	не только	16	15
11	при этом	4	13
12	было бы	4	13
13	не в	4	13
14	в слове	2	13
15	но не	4	12
16	не может	12	12
17	то же	8	12
18	мы можем	6	12
19	если бы	5	11
20	что мы	5	11
21	вместе с	9	11
22	мы не	7	11
23	только в	6	11
24	таким образом	26	11
25	для него	2	10
26	в себе	6	10
27	как в	4	10
28	так как	7	10
29	тогда когда	3	10
30	независимо от	6	9
31	вовсе не	3	9
32	как бы	11	9
33	но и	14	9
34	то и	3	9
35	под влиянием	2	8
36	а в	2	8
37	том что	21	8
38	и на	8	8
39	в этом	17	8
40	могут быть	3	8
41	прежде всего	10	7
42	во всяком	3	7
43	всяком случае	3	7
44	во всех	3	7
45	как и	14	7
46	того что	15	7
47	тем что	6	7
48	с этим	6	7
49	в чем	4	7
50	того как	2	7
51	в состоянии	2	6
52	что если	2	6
53	связи с	3	6
54	с другой	10	6
55	в одном	4	6
56	и как	5	6
57	свою очередь	3	6
58	в свою	4	6
59	звук и	2	6
60	не имеет	2	6
61	между тем	9	6
62	между двумя	2	6
63	в то	7	6
64	этого слова	4	6
65	заметить что	2	6
66	уже в	3	5
67	столь же	6	5
68	по мере	4	5
69	есть не	2	5
70	человеческой речи	8	5
71	что они	3	5
72	на то	5	5
73	о том	6	5
74	в природе	3	5
75	так и	5	5
76	в них	2	5
77	от того	6	5
78	для того	15	5
79	все остальные	4	5
80	с другими	2	5
81	только для	3	5
82	все же	3	5
83	в которой	3	5
84	сам по	3	4
85	главным образом	2	4
86	никогда не	2	4
87	из этих	3	4
88	что он	7	4
89	уже не	2	4
90	такой же	3	4
91	до сих	4	4
92	и если	3	4
93	в самом	7	4
94	время как	4	4
95	в котором	4	4
96	сих пор	4	4
97	с одной	8	4
98	что оно	3	4
99	если не	3	4
100	и что	5	4
101	тем самым	5	4
102	внешнего мира	2	4
103	как он	3	4
104	там где	2	4
105	то время	5	4
106	одном из	2	4
107	с тем	7	4
108	но в	5	4
109	на вопрос	2	3
110	звуком и	2	3
111	что это	3	3
112	смысле этого	3	3
113	и от	3	3
114	мы называем	3	3
115	и все	5	3
116	человека и	3	3
117	на все	3	3
118	хотя и	2	3
119	от них	2	3
120	и при	2	3
121	но тем	2	3
122	одной стороны	9	3
123	вслед за	2	3
124	которые мы	2	3
125	с таким	3	3
126	и тем	6	3
127	не с	2	3
128	слова и	5	3
129	в целом	20	3
130	на него	2	3
131	что она	4	3
132	только тогда	2	3
133	в словах	2	3
134	отношений между	4	3
135	только что	4	3
136	что его	2	3
137	которых мы	2	3
138	если мы	2	3
139	того кто	2	3
140	его не	3	3
141	как на	4	3
142	той же	2	3
143	что для	5	3
144	и то	3	3
145	одно из	2	3
146	в каком	3	3
147	в этих	2	3
148	которое мы	3	3
149	полагает что	3	3
150	мысли в	5	3
151	которые не	3	3
152	и той	2	2
153	самого начала	8	2
154	всех этих	2	2
155	в нашем	2	2
156	и его	6	2
157	что у	2	2
158	в какой	5	2
159	превращается в	3	2
160	хотя бы	4	2
161	не столько	4	2
162	и это	3	2
163	одной и	2	2
164	что все	4	2
165	между ними	2	2
166	к этому	4	2
167	вопрос о	7	2
168	в собственном	5	2
169	есть прежде	2	2
170	с его	4	2
171	что может	5	2
172	бы что	2	2
173	бы в	5	2
174	за пределы	2	2
175	но все	2	2
176	все эти	4	2
177	так же	16	2
178	же время	2	2
179	одно и	2	2
180	связано с	2	2
181	что с	2	2
182	а скорее	2	2
183	в общем	3	2
184	связь между	6	2
185	оба эти	3	2
186	и следовательно	3	2
187	его на	2	2
188	в его	14	2
189	и потому	2	2
190	слова так	2	2
191	если это	2	2
192	один из	2	2
193	на две	3	2
194	можно назвать	2	2
195	указывает на	2	2
196	все это	6	2
197	другой стороны	9	2
198	а с	4	2
199	к мысли	2	2
200	и других	3	2
201	мы находим	3	2
202	самом деле	3	2
203	с самого	8	2
204	того чтобы	17	2
205	мы видим	4	2
206	ко всем	3	2
207	должно быть	2	2
208	отношения к	3	2
209	как это	2	2
210	по отношению	7	2
211	мысли но	2	2
212	их в	4	2
213	сказать что	11	2
214	тому что	5	2
215	в другом	7	2
216	во всем	3	2
217	о котором	2	2
218	мы должны	5	2
219	могли бы	6	2
220	на этом	2	2
221	факт что	3	2
222	мысли к	8	2
223	и поэтому	2	2
224	но вместе	4	2
