N	2gram	Bakhtin_Pr_3	Myshleni
1	точки зрения	8	26
2	таким образом	5	26
3	в том	3	24
4	и в	34	23
5	том что	3	21
6	в целом	5	20
7	с точки	4	18
8	то что	11	17
9	в этом	16	17
10	так же	8	16
11	не только	10	16
12	того что	5	15
13	говорит он	3	15
14	что в	7	14
15	может быть	19	14
16	но и	12	14
17	как и	18	14
18	в его	22	14
19	речи в	2	14
20	не может	19	12
21	как бы	27	11
22	сказать что	2	11
23	с другой	4	10
24	прежде всего	15	10
25	в отношении	9	10
26	не является	2	9
27	другой стороны	3	9
28	и не	29	9
29	между тем	3	9
30	и с	15	9
31	вместе с	4	9
32	внутренней речи	4	9
33	самого начала	8	8
34	с самого	8	8
35	и на	6	8
36	то же	14	8
37	вопрос о	2	7
38	в самом	8	7
39	по отношению	5	7
40	в то	12	7
41	так как	4	7
42	с тем	5	7
43	что он	23	7
44	отношению к	6	7
45	и ее	2	7
46	в другом	8	7
47	все время	5	6
48	столь же	2	6
49	с этой	2	6
50	к слову	2	6
51	все это	16	6
52	лишь в	5	6
53	потому что	12	6
54	с этим	2	6
55	о том	2	6
56	в сущности	11	6
57	и его	16	6
58	тем что	4	6
59	в себе	6	6
60	только в	6	6
61	тому что	2	5
62	и как	3	5
63	по себе	3	5
64	для этого	3	5
65	мы должны	5	5
66	и все	19	5
67	бы в	3	5
68	если бы	4	5
69	но в	16	5
70	и что	5	5
71	он не	15	5
72	слова и	10	5
73	так и	6	5
74	как мы	7	5
75	связан с	2	5
76	всех тех	2	5
77	но не	4	4
78	и речь	2	4
79	что все	4	4
80	только что	3	4
81	не в	9	4
82	высшей степени	3	4
83	при этом	4	4
84	друг с	2	4
85	в котором	3	4
86	все эти	4	4
87	в высшей	3	4
88	их в	3	4
89	с его	6	4
90	внутренняя речь	3	4
91	в одном	5	4
92	и к	12	4
93	в чем	5	4
94	было бы	2	4
95	к тому	5	4
96	для себя	6	4
97	в своей	3	4
98	как в	4	4
99	как раз	4	4
100	а с	3	4
101	хотя бы	5	4
102	функции в	3	4
103	ни в	4	4
104	как на	2	4
105	с другом	2	4
106	этого слова	7	4
107	уже в	3	3
108	я не	7	3
109	что это	5	3
110	в своем	2	3
111	мысль и	2	3
112	и от	5	3
113	в такой	3	3
114	мы и	2	3
115	что они	6	3
116	в общем	4	3
117	и если	2	3
118	друг другу	4	3
119	в которых	2	3
120	вовсе не	11	3
121	в одной	3	3
122	во всем	3	3
123	как он	3	3
124	всяком случае	5	3
125	сознания и	3	3
126	смысле этого	2	3
127	что оно	2	3
128	такой же	3	3
129	во всех	2	3
130	не могу	3	3
131	с таким	4	3
132	все же	7	3
133	если не	3	3
134	самом деле	13	3
135	а не	9	3
136	и то	3	3
137	во всяком	5	3
138	он в	4	3
139	внутреннюю речь	4	3
140	и это	4	3
141	в которой	2	3
142	ничего не	4	3
143	за собой	3	2
144	на вопрос	4	2
145	никогда не	8	2
146	другого как	4	2
147	что у	6	2
148	в конце	5	2
149	словом и	3	2
150	что его	3	2
151	но все	5	2
152	на этом	4	2
153	же время	12	2
154	что с	3	2
155	для него	13	2
156	о чем	2	2
157	хотя и	3	2
158	был бы	2	2
159	про себя	3	2
160	один из	2	2
161	не с	2	2
162	и мысли	2	2
163	мы видели	3	2
164	жизни и	3	2
165	той же	2	2
166	которых мы	2	2
167	и вот	5	2
168	в слове	5	2
169	и наконец	5	2
170	и даже	7	2
171	как такового	3	2
172	должно быть	3	2
173	бы и	4	2
174	а в	5	2
175	нуждается в	3	2
176	говорить о	3	2
177	но этот	2	2
178	человека с	3	2
179	на нее	2	2
180	под влиянием	3	2
181	всех этих	2	2
182	он может	2	2
183	в них	2	2
184	он должен	2	2
185	лежит в	2	2
186	он как	4	2
187	в раннем	2	2
188	в ее	3	2
189	почти на	2	2
190	со всеми	2	2
191	себе и	5	2
192	бы он	4	2
193	за пределы	2	2
194	наконец в	3	2
195	и потому	2	2
196	даже в	5	2
197	когда он	2	2
198	на него	7	2
199	слова как	2	2
200	уже не	2	2
201	и слово	8	2
202	со всем	2	2
203	с другими	4	2
204	между двумя	2	2
205	в виде	4	2
206	показать что	2	2
207	этими двумя	2	2
208	там где	7	2
