N	2gram	Potebnia_M_2	DiskursI
1	не только	15	28
2	в том	18	23
3	а не	18	22
4	то есть	30	20
5	том что	8	19
6	тогда как	10	19
7	может быть	23	17
8	и в	24	16
9	как и	7	16
10	в этом	8	15
11	еще не	4	14
12	но и	9	14
13	при этом	13	13
14	прежде всего	7	11
15	но не	12	11
16	и не	19	11
17	с другой	6	10
18	как в	10	10
19	далеко не	3	10
20	состоит в	2	9
21	в нем	9	9
22	одной стороны	3	9
23	по отношению	2	9
24	не может	12	9
25	с одной	4	9
26	так и	5	8
27	о том	5	8
28	но в	4	8
29	в его	2	7
30	со стороны	3	7
31	то же	12	7
32	не было	6	7
33	в себе	10	7
34	только в	11	7
35	не в	13	7
36	и как	6	6
37	как бы	9	5
38	в котором	4	5
39	то что	20	5
40	во всех	7	5
41	а с	2	5
42	а в	8	5
43	в себя	2	5
44	и на	8	5
45	с его	2	4
46	что в	16	4
47	в них	5	4
48	не как	3	4
49	что он	4	4
50	уже не	4	4
51	для него	10	4
52	в целом	3	4
53	же время	2	4
54	связи с	6	4
55	внимание на	2	4
56	что не	5	4
57	потому что	49	4
58	между тем	6	4
59	могут быть	8	4
60	для обозначения	2	3
61	того же	14	3
62	столь же	5	3
63	это не	3	3
64	по себе	15	3
65	что и	11	3
66	и того	6	3
67	свою очередь	6	3
68	в свою	6	3
69	с этим	7	3
70	в действительности	2	3
71	в самом	4	3
72	имеет место	2	3
73	себе не	4	3
74	один из	2	3
75	не с	3	3
76	хотя бы	2	3
77	все же	5	3
78	из них	5	3
79	как не	3	3
80	бы быть	3	3
81	таким образом	11	3
82	имея в	2	3
83	того что	7	3
84	должны быть	4	3
85	другой стороны	2	3
86	сказать что	2	3
87	тем что	7	3
88	в то	6	3
89	тому как	4	3
90	и потому	2	3
91	слова в	5	2
92	зависит от	2	2
93	по мере	5	2
94	не менее	5	2
95	и есть	2	2
96	никогда не	4	2
97	мысли о	4	2
98	о котором	2	2
99	в какой	2	2
100	и во	3	2
101	по крайней	5	2
102	одного и	6	2
103	и все	3	2
104	в одном	6	2
105	в каждом	2	2
106	к этому	2	2
107	крайней мере	5	2
108	есть в	2	2
109	более или	8	2
110	на этом	2	2
111	указывает на	2	2
112	так например	3	2
113	что с	2	2
114	было в	2	2
115	не от	5	2
116	в ряду	6	2
117	к другим	3	2
118	хотя и	3	2
119	сами по	7	2
120	например в	3	2
121	оно не	3	2
122	и тем	3	2
123	не есть	6	2
124	или менее	8	2
125	за пределы	2	2
126	к мысли	2	2
127	языка и	3	2
128	отношения к	2	2
129	уже в	5	2
130	человека в	3	2
131	и что	4	2
132	и по	2	2
133	к другому	4	2
134	и его	2	2
135	или в	2	2
136	во всяком	7	2
137	подобно тому	4	2
138	к которому	2	2
139	в другом	2	2
140	и вообще	3	2
141	могла бы	3	2
142	так сказать	4	2
143	они не	4	2
144	заметить что	6	2
145	влияния на	2	2
146	это было	2	2
