N	2gram	Voloshinov_1	Problema
1	и в	15	44
2	вовсе не	2	37
3	и не	16	35
4	может быть	13	28
5	потому что	4	25
6	по себе	2	25
7	то что	10	23
8	в том	4	21
9	только в	6	19
10	а не	2	18
11	в этом	13	17
12	сказать что	6	16
13	если мы	5	16
14	и даже	2	14
15	не только	5	14
16	и то	2	14
17	не в	4	13
18	то же	7	13
19	но в	9	12
20	том что	5	12
21	не является	3	11
22	не менее	3	10
23	но и	4	10
24	отнюдь не	2	10
25	у нас	3	10
26	как и	6	10
27	тем не	2	10
28	так и	10	10
29	это не	2	9
30	в нем	4	9
31	и с	7	9
32	как бы	11	9
33	так как	9	9
34	что он	8	9
35	художественный образ	2	9
36	в то	6	9
37	в его	9	9
38	что и	2	9
39	в данном	3	9
40	во всяком	4	9
41	таким образом	21	9
42	что в	6	8
43	ни в	6	8
44	смысле слова	2	8
45	того что	2	8
46	что мы	2	8
47	но это	2	8
48	было бы	6	8
49	он не	4	8
50	что же	4	8
51	как раз	2	8
52	как мы	10	8
53	в себе	4	8
54	данном случае	3	7
55	не может	13	7
56	уже не	5	7
57	все эти	9	7
58	и что	3	7
59	мы должны	7	7
60	с ним	12	7
61	и потому	8	7
62	на самом	2	7
63	мы не	4	7
64	ничего общего	2	7
65	никогда не	7	6
66	для этого	4	6
67	можно сказать	4	6
68	но если	2	6
69	всяком случае	3	6
70	в целом	2	6
71	другими словами	3	6
72	жизни и	5	6
73	и только	4	6
74	и к	7	6
75	все же	5	6
76	мы можем	12	6
77	сам по	2	6
78	не было	4	5
79	в нашем	3	5
80	и есть	2	5
81	в ней	5	5
82	все это	5	5
83	в своем	2	5
84	а в	6	5
85	точки зрения	13	5
86	в таком	3	5
87	еще не	7	5
88	за пределы	2	5
89	и о	3	5
90	в своей	9	5
91	как в	3	5
92	только на	2	5
93	и его	15	5
94	он сам	4	4
95	тому что	3	4
96	при этом	7	4
97	совершенно не	2	4
98	чем же	5	4
99	в искусстве	3	4
100	об его	3	4
101	таком случае	2	4
102	мы уже	5	4
103	нет никакого	2	4
104	в ее	4	4
105	в чем	4	4
106	нас в	2	4
107	в каком	3	4
108	дело в	2	4
109	и другие	2	3
110	что это	3	3
111	формы и	2	3
112	прежде всего	11	3
113	к тому	4	3
114	идеи и	2	3
115	но все	2	3
116	в этой	5	3
117	для него	5	3
118	в самом	6	3
119	которые мы	2	3
120	значение в	3	3
121	отношения к	2	3
122	чем не	2	3
123	являются только	2	3
124	и очень	2	3
125	самого себя	2	3
126	ни на	2	3
127	его в	8	3
128	или как	3	3
129	если бы	3	3
130	ни об	2	3
131	в условиях	3	3
132	об этом	4	3
133	но не	5	3
134	в качестве	2	3
135	она не	2	3
136	образы и	2	3
137	в заключение	3	3
138	же такое	2	3
139	быть и	2	3
140	из этого	2	3
141	и все	4	3
142	из того	2	3
143	самом деле	7	3
144	что такое	3	3
145	хотя бы	7	3
146	то или	2	3
147	с другими	5	3
148	и ее	3	3
149	в таких	3	3
150	будто бы	2	3
151	слова и	2	3
152	ничего не	2	3
153	или иное	2	2
154	именно в	3	2
155	в этих	2	2
156	все они	2	2
157	в отношении	2	2
158	что все	5	2
159	всех этих	5	2
160	до сих	3	2
161	совсем не	5	2
162	по поводу	2	2
163	с ее	3	2
164	и за	2	2
165	для самого	2	2
166	и до	3	2
167	от того	3	2
168	по мнению	6	2
169	что оно	2	2
170	ведь если	2	2
171	дает нам	2	2
172	и по	5	2
173	как на	3	2
174	в основе	3	2
175	с этим	6	2
176	он и	2	2
177	с которыми	2	2
178	только то	3	2
179	бы в	2	2
180	для них	3	2
181	таких случаях	2	2
182	мы видели	5	2
183	и при	3	2
184	чем он	2	2
185	есть и	2	2
186	что при	2	2
187	с их	3	2
188	и может	4	2
189	во всех	8	2
190	себя в	2	2
191	или другими	2	2
192	не будем	2	2
193	в процессе	4	2
194	вместе с	4	2
195	сих пор	3	2
196	на основании	2	2
197	и у	6	2
198	и для	2	2
199	с точки	10	2
200	мы и	4	2
201	могут быть	6	2
202	жизни но	2	2
203	из него	2	2
