N	3gram	Bakhtin_Pr_1	Problema
1	по отношению к	11	19
2	не может быть	3	11
3	с точки зрения	15	6
4	в большинстве случаев	2	5
5	в отличие от	2	5
6	в его целом	5	5
7	между тем как	4	5
8	в данном случае	2	4
9	с другой стороны	2	4
10	то же время	7	3
11	в самом деле	2	3
12	в то же	7	3
13	можно было бы	3	3
14	бы то ни	3	3
15	на самом деле	3	3
16	в этом смысле	9	3
17	в том что	7	3
18	все то что	3	3
19	то ни было	2	2
20	в лучшем случае	2	2
21	и в то	3	2
22	к нему и	2	2
23	можно сказать что	2	2
24	и не может	2	2
25	в этом отношении	5	2
26	для того чтобы	2	2
