N	2gram	Vygotskiy__2	Formalny
1	и в	15	38
2	в этом	19	27
3	может быть	9	23
4	и его	4	21
5	таким образом	14	20
6	и не	7	20
7	в самом	11	16
8	прежде всего	4	15
9	не в	8	15
10	не может	9	14
11	но и	10	13
12	связи с	9	13
13	языка и	3	12
14	с его	4	11
15	в том	33	11
16	вовсе не	6	11
17	в его	2	10
18	в связи	6	10
19	с помощью	5	10
20	с другими	3	10
21	и с	4	9
22	как и	6	9
23	при этом	3	9
24	в процессе	11	9
25	не только	15	9
26	отнюдь не	2	8
27	что и	2	8
28	все же	4	8
29	так и	8	8
30	самом деле	6	8
31	тем что	2	8
32	точки зрения	26	8
33	что в	14	7
34	не могут	2	7
35	по себе	7	7
36	для него	3	7
37	по существу	5	7
38	в своей	4	7
39	в других	2	7
40	этом отношении	3	7
41	как мы	6	7
42	лишь в	3	7
43	с точки	18	7
44	все время	3	6
45	в результате	3	6
46	то что	20	6
47	в истории	6	6
48	и ее	3	6
49	в этой	6	6
50	было бы	10	6
51	вместе с	6	6
52	в их	2	6
53	то же	5	6
54	все эти	3	6
55	а не	3	6
56	как раз	4	6
57	могут быть	2	6
58	он не	7	6
59	только в	4	6
60	а в	4	6
61	хотя бы	4	6
62	в общем	3	5
63	в первый	2	5
64	если бы	8	5
65	что он	12	5
66	именно в	2	5
67	во всех	2	5
68	если мы	6	5
69	что же	2	5
70	и речи	13	5
71	с этим	3	5
72	и только	3	5
73	и для	2	5
74	говорит он	12	5
75	в основе	3	5
76	говорить о	2	5
77	во всяком	7	5
78	всяком случае	6	5
79	независимо от	4	4
80	и теперь	2	4
81	к этому	4	4
82	к тому	7	4
83	мы видели	6	4
84	что они	3	4
85	здесь и	3	4
86	в сущности	9	4
87	как бы	7	4
88	и к	6	4
89	в высшей	7	4
90	из них	3	4
91	в некоторых	2	4
92	как в	4	4
93	что оно	4	4
94	в теории	6	4
95	и даже	5	4
96	о языке	2	4
97	высшей степени	7	4
98	не следует	2	4
99	там где	6	4
100	языка у	2	4
101	они не	3	4
102	ничего не	3	4
103	так как	4	4
104	но в	6	4
105	же как	2	3
106	к действительности	8	3
107	и др	5	3
108	с другой	6	3
109	из этих	4	3
110	мы знаем	7	3
111	и как	2	3
112	но все	2	3
113	зависимости от	6	3
114	в ином	2	3
115	в зависимости	6	3
116	не является	9	3
117	его с	2	3
118	следует что	2	3
119	в целом	10	3
120	и их	5	3
121	и до	3	3
122	все это	4	3
123	и значением	3	3
124	на самом	3	3
125	того что	17	3
126	того чтобы	12	3
127	для того	10	3
128	мы не	10	3
129	или в	3	3
130	речи и	15	3
131	однако и	2	3
132	но ведь	2	3
133	и все	3	3
134	что это	6	3
135	не то	2	3
136	от этого	2	3
137	этом пункте	2	2
138	уже в	5	2
139	и более	2	2
140	речи но	3	2
141	никогда не	8	2
142	по этому	6	2
143	состоит в	3	2
144	в этих	2	2
145	в качестве	4	2
146	для этого	3	2
147	перед нами	2	2
148	столь же	2	2
149	от его	4	2
150	это не	5	2
151	в такой	2	2
152	этих двух	2	2
153	представление о	5	2
154	в учении	6	2
155	что именно	3	2
156	же это	2	2
157	является для	4	2
158	том что	27	2
159	идет о	3	2
160	для всего	2	2
161	но не	3	2
162	очевидно что	3	2
163	и другое	2	2
164	что на	2	2
165	как увидим	2	2
166	едва ли	7	2
167	на язык	2	2
168	в котором	2	2
169	даже в	4	2
170	и тем	2	2
171	в развитии	26	2
172	этом смысле	2	2
173	ни в	2	2
174	ее в	2	2
175	со стороны	3	2
176	приводит к	5	2
177	во всей	5	2
178	тому чтобы	2	2
179	должны были	3	2
180	и других	2	2
181	предисловии к	4	2
182	находится в	2	2
183	тем самым	3	2
184	не имеет	4	2
185	и по	3	2
186	должно быть	2	2
187	что для	3	2
188	отличие от	3	2
189	этот вопрос	5	2
190	их в	4	2
191	сказать что	6	2
192	ничем не	3	2
193	в предисловии	4	2
194	он в	3	2
195	в отличие	3	2
196	в применении	2	2
197	как например	2	2
198	к его	2	2
199	своем развитии	2	2
200	при помощи	4	2
201	и это	3	2
202	что эта	6	2
203	потому что	7	2
204	как это	6	2
205	в которой	4	2
206	с ним	3	2
207	в виду	6	2
