N	2gram	Bakhtin_fo_2	DiskursI
1	в себе	4	19
2	при этом	6	17
3	в качестве	3	16
4	и в	46	16
5	может быть	7	16
6	как и	8	16
7	в этом	22	16
8	и не	9	15
9	а не	4	14
10	в частности	5	12
11	и т.п	2	12
12	то есть	10	12
13	в мире	4	11
14	но и	9	11
15	но в	10	11
16	том что	4	10
17	не только	11	10
18	так и	7	9
19	не может	2	9
20	в том	10	8
21	а также	3	8
22	как в	4	8
23	прежде всего	14	7
24	в нем	5	7
25	но не	5	7
26	картины мира	2	7
27	в данном	2	7
28	отнюдь не	4	6
29	еще не	6	6
30	все же	6	6
31	то же	8	6
32	что в	5	5
33	в своем	5	5
34	с другой	2	5
35	же время	4	5
36	для него	3	5
37	то что	7	5
38	и на	7	5
39	в то	5	5
40	в одном	7	4
41	к этому	3	4
42	в пределах	5	4
43	как бы	10	4
44	времени в	7	4
45	этом отношении	2	4
46	с одной	2	4
47	человека в	6	4
48	ни для	2	4
49	картина мира	2	4
50	роль в	3	4
51	потому что	8	4
52	в основе	6	4
53	точки зрения	10	4
54	в этой	2	4
55	о том	4	4
56	картину мира	7	4
57	мира и	9	4
58	не является	3	4
59	жизни в	4	3
60	могут быть	2	3
61	в этих	3	3
62	в них	7	3
63	это не	2	3
64	из этих	4	3
65	и все	6	3
66	прошлым и	2	3
67	или иной	2	3
68	уже не	3	3
69	и как	3	3
70	не в	9	3
71	здесь в	6	3
72	можно сказать	2	3
73	он не	5	3
74	в его	8	3
75	в котором	4	3
76	мире и	2	3
77	принадлежит к	2	3
78	из них	8	3
79	жизни и	8	3
80	жизни а	2	3
81	не было	3	3
82	все эти	5	3
83	и наконец	6	3
84	также и	4	3
85	как на	2	3
86	и его	12	3
87	но это	2	3
88	в другом	3	3
89	не знает	2	3
90	только в	11	3
91	жизни но	2	3
92	его в	6	3
93	одном из	2	3
94	мира в	3	3
95	место в	4	2
96	никогда не	6	2
97	а потом	2	2
98	в большинстве	3	2
99	как уже	3	2
100	этом случае	2	2
101	что на	3	2
102	на первый	3	2
103	в той	2	2
104	что он	3	2
105	образ человека	2	2
106	картине мира	2	2
107	того же	3	2
108	отношение к	3	2
109	о чем	3	2
110	в ряду	4	2
111	далеко не	2	2
112	что и	3	2
113	с точки	8	2
114	вместе с	9	2
115	человеческой жизни	4	2
116	и прежде	3	2
117	не на	3	2
118	именно в	2	2
119	чем не	2	2
120	себе самому	3	2
121	в себя	2	2
122	этом мире	6	2
123	все это	6	2
124	жизни как	2	2
125	и для	9	2
126	должно быть	5	2
127	а в	3	2
128	их в	4	2
129	и с	6	2
130	говорить о	2	2
131	отсюда и	2	2
132	и это	2	2
133	здесь не	2	2
134	но здесь	2	2
135	мы имеем	2	2
