N	2gram	Bakhtin_Pr_1	Psycholo
1	в том	8	37
2	и в	29	32
3	и что	2	22
4	том что	7	21
5	то что	15	21
6	таким образом	12	21
7	потому что	8	21
8	что в	8	20
9	так же	6	18
10	может быть	24	18
11	что и	4	17
12	не может	12	17
13	точки зрения	19	17
14	что она	6	16
15	самом деле	6	16
16	что он	8	13
17	при этом	2	13
18	то же	14	13
19	в этом	22	13
20	по себе	8	12
21	в самом	10	12
22	не только	15	12
23	так как	6	12
24	было бы	5	11
25	в основе	4	11
26	как и	12	10
27	и т	4	10
28	но и	14	10
29	и не	31	10
30	с точки	13	10
31	никогда не	3	9
32	как в	6	9
33	в своих	3	9
34	тем что	4	9
35	не в	7	8
36	т п	3	8
37	той же	5	8
38	и как	7	7
39	а не	22	7
40	в сущности	5	7
41	все эти	9	7
42	можно было	2	7
43	и его	14	7
44	сказать что	3	7
45	как будто	3	7
46	только в	10	7
47	все время	2	6
48	в этой	4	6
49	тот же	2	6
50	он не	5	6
51	как бы	19	6
52	в художественном	3	6
53	те же	2	6
54	если бы	9	6
55	в ней	2	5
56	далеко не	3	5
57	до сих	2	5
58	сих пор	2	5
59	все это	6	5
60	как раз	6	5
61	этом отношении	3	5
62	на самом	5	5
63	и даже	2	5
64	как на	3	5
65	и на	7	5
66	в то	10	5
67	от того	4	4
68	с этой	2	4
69	в жизни	2	4
70	и сам	2	4
71	несмотря на	6	4
72	никак не	2	4
73	в нем	19	4
74	все же	9	4
75	жизни и	2	4
76	и до	3	4
77	данном случае	2	4
78	а в	7	4
79	мы видим	2	4
80	и для	4	4
81	в данном	2	4
82	тому что	3	4
83	и с	4	4
84	говорит он	6	4
85	могут быть	6	4
86	с этим	2	4
87	в целом	6	4
88	если же	3	4
89	и это	5	4
90	в произведении	4	4
91	в творчестве	5	4
92	ничего не	5	4
93	в сознании	2	4
94	между тем	5	4
95	не могут	6	3
96	но он	2	3
97	хотя бы	2	3
98	с другой	3	3
99	не как	14	3
100	в конце	6	3
101	и к	2	3
102	по существу	3	3
103	так что	2	3
104	но как	3	3
105	до конца	8	3
106	только как	2	3
107	например в	3	3
108	в своей	8	3
109	конце концов	5	3
110	сами по	3	3
111	один из	2	3
112	так и	7	3
113	были бы	4	3
114	и ее	2	3
115	бы и	4	3
116	в их	3	3
117	в отношении	2	3
118	что же	4	3
119	этот вопрос	2	3
120	тому как	3	3
121	как к	3	3
122	в смысле	2	3
123	он в	3	3
124	само по	3	3
125	он все	2	3
126	в которых	2	3
127	мы должны	3	3
128	отношении к	3	3
129	художественного построения	3	3
130	или же	2	3
131	но в	7	3
132	на вопрос	2	2
133	с его	9	2
134	же что	5	2
135	однако не	2	2
136	в них	3	2
137	все что	3	2
138	то ни	2	2
139	это не	9	2
140	она является	2	2
141	и от	2	2
142	точка зрения	12	2
143	с другими	7	2
144	в одном	10	2
145	в каждом	8	2
146	именно потому	2	2
147	была бы	3	2
148	идет не	2	2
149	но эта	4	2
150	во всяком	5	2
151	и здесь	3	2
152	ни в	3	2
153	из самого	2	2
154	в романе	9	2
155	образом все	2	2
156	же время	9	2
157	еще не	5	2
158	но не	9	2
159	художественную форму	2	2
160	сознании и	2	2
161	она не	7	2
162	из которых	2	2
163	вовсе не	7	2
164	на его	2	2
165	к нему	6	2
166	и следовательно	4	2
167	в его	24	2
168	всяком случае	3	2
169	все те	2	2
170	оно не	3	2
171	как можно	2	2
172	имеет значение	2	2
173	бы то	2	2
174	начала и	2	2
175	отношение к	2	2
176	как не	8	2
177	в процессе	4	2
178	отличается от	3	2
179	на него	3	2
180	себе и	3	2
181	не на	4	2
182	другой стороны	3	2
183	не было	4	2
184	что оно	2	2
185	а потому	2	2
186	в самой	6	2
187	здесь мы	2	2
188	именно на	2	2
189	в драме	5	2
190	и у	3	2
191	на этот	2	2
192	для самого	2	2
193	но это	4	2
194	их в	4	2
195	материал и	3	2
196	подобно тому	3	2
197	в себе	7	2
198	могли бы	2	2
199	в свете	4	2
200	не значит	4	2
201	там где	10	2
202	заметить что	2	2
203	эта форма	2	2
204	не потому	2	2
205	в которой	2	2
