N	2gram	Medvedev_F_1	Istorich
1	и в	24	28
2	может быть	14	25
3	и т	12	25
4	т д	8	22
5	не может	16	15
6	а не	10	15
7	никогда не	4	14
8	что в	4	12
9	то же	10	12
10	не только	7	12
11	только в	2	11
12	что он	3	10
13	все же	3	10
14	мы увидим	4	10
15	прежде всего	22	10
16	но и	7	10
17	т е	34	10
18	мы не	3	10
19	и что	2	10
20	в том	6	9
21	то что	8	9
22	и не	20	9
23	не в	8	9
24	так и	18	9
25	если бы	4	8
26	таким образом	13	8
27	в этом	15	8
28	но в	5	8
29	это не	2	7
30	еще не	6	7
31	было бы	6	7
32	в ней	10	7
33	и др	5	7
34	а в	6	7
35	так же	4	7
36	и здесь	6	7
37	с другой	5	6
38	не менее	11	6
39	к тому	3	6
40	так например	3	6
41	что и	2	6
42	когда он	3	6
43	в этой	6	6
44	его в	3	6
45	вместе с	2	6
46	должна быть	7	5
47	в одном	2	5
48	вопрос о	2	5
49	по существу	2	5
50	более или	6	5
51	но не	3	5
52	до сих	6	5
53	сих пор	6	5
54	или менее	6	5
55	в своем	11	5
56	на основе	6	5
57	в его	23	5
58	к которому	2	5
59	все это	9	4
60	с тем	2	4
61	связи с	3	4
62	в пределах	6	4
63	но все	2	4
64	но это	3	4
65	в большинстве	3	4
66	социальной жизни	11	4
67	и пр	17	4
68	одной стороны	4	4
69	один из	3	4
70	на него	2	4
71	в связи	4	4
72	с этим	2	4
73	с одной	4	4
74	как и	11	4
75	того что	5	4
76	должны быть	5	4
77	и даже	3	4
78	хотя бы	5	4
79	и с	8	4
80	и на	8	4
81	в основе	3	4
82	они не	3	4
83	одним словом	5	4
84	все эти	6	4
85	здесь не	3	4
86	большинстве случаев	2	4
87	не как	4	3
88	по себе	5	3
89	не с	2	3
90	именно в	8	3
91	для этого	4	3
92	при этом	5	3
93	не можем	2	3
94	и их	10	3
95	или на	2	3
96	должен быть	5	3
97	отношению к	4	3
98	в их	11	3
99	нас не	2	3
100	уже не	2	3
101	и его	10	3
102	и должен	2	3
103	если мы	2	3
104	чтобы не	2	3
105	как мы	5	3
106	как это	6	3
107	по отношению	4	3
108	во всем	2	3
109	в то	9	3
110	раз и	2	3
111	бы быть	2	3
112	и должно	2	3
113	почти не	2	3
114	еще одна	2	2
115	всех этих	3	2
116	в частности	4	2
117	нисколько не	2	2
118	материала и	3	2
119	его и	2	2
120	он должен	3	2
121	и от	7	2
122	и потому	9	2
123	между ними	3	2
124	была бы	2	2
125	вовсе не	10	2
126	ясно что	3	2
127	значение и	3	2
128	том чтобы	2	2
129	здесь в	2	2
130	не выходит	2	2
131	ни было	2	2
132	его как	3	2
133	в ее	8	2
134	то ни	3	2
135	мы видели	2	2
136	в зависимости	2	2
137	и как	3	2
138	зависимости от	3	2
139	одна из	2	2
140	как о	4	2
141	не дает	2	2
142	для него	3	2
143	в действительности	2	2
144	и если	2	2
145	одной из	2	2
146	что такое	2	2
147	с ним	2	2
148	не по	3	2
149	же как	2	2
150	как бы	6	2
151	еще в	2	2
152	однако не	2	2
153	точка зрения	2	2
154	в нем	14	2
155	не есть	2	2
156	бы то	3	2
157	в целом	6	2
158	во всех	5	2
159	конечно не	4	2
160	всего в	3	2
161	со стороны	5	2
162	как в	8	2
163	во всей	2	2
164	как раз	2	2
165	не на	2	2
166	в особенности	3	2
167	отношения к	6	2
168	он не	3	2
169	и вот	2	2
170	приводит к	2	2
171	а только	2	2
172	не так	2	2
173	должно быть	11	2
174	непосредственно в	5	2
175	ничего не	2	2
176	между тем	2	2
177	от этого	2	2
178	вступает в	2	2
179	он в	2	2
180	в основном	3	2
181	в себе	3	2
182	бы в	3	2
183	на нее	2	2
184	в области	3	2
