N	2gram	Vinokur_St_3	Istorich
1	т е	8	29
2	что он	19	24
3	и т	8	19
4	не только	12	18
5	т д	2	18
6	может быть	19	17
7	никогда не	2	15
8	и в	25	15
9	мы имеем	5	15
10	но и	9	14
11	так как	3	14
12	что в	19	12
13	а в	6	12
14	то что	12	12
15	об этом	5	11
16	в этих	11	11
17	и не	10	11
18	в этом	24	11
19	что они	2	10
20	то же	5	10
21	с тем	4	9
22	еще не	2	9
23	все же	4	9
24	и здесь	3	9
25	в другом	3	9
26	потому что	5	9
27	связи с	3	8
28	один из	2	8
29	он не	5	8
30	мы видим	4	8
31	том что	15	7
32	и пр	13	7
33	вместе с	2	7
34	сих пор	2	7
35	таким образом	10	7
36	не в	6	7
37	ничего не	4	7
38	связана с	4	6
39	так что	11	6
40	до сих	2	6
41	что это	16	6
42	в его	12	6
43	как бы	6	6
44	и что	3	6
45	в том	20	6
46	только в	6	6
47	но в	5	6
48	связан с	3	5
49	с этим	7	5
50	прежде всего	10	5
51	к тому	2	5
52	но все	2	5
53	как в	6	5
54	было бы	7	5
55	в котором	5	5
56	так и	5	5
57	не может	7	5
58	в связи	3	5
59	а не	5	5
60	и наконец	3	5
61	к нему	4	5
62	попадает в	3	5
63	имеем в	2	5
64	можно найти	2	5
65	в русской	6	5
66	к которому	3	5
67	с одной	2	4
68	и др	4	4
69	но они	2	4
70	показывает что	3	4
71	у него	9	4
72	но это	4	4
73	в этой	14	4
74	в одной	2	4
75	одной из	2	4
76	но он	3	4
77	в ней	4	4
78	что эти	4	4
79	дело не	2	4
80	связь с	4	4
81	и с	4	4
82	тем что	19	4
83	и на	6	4
84	что здесь	4	4
85	все эти	3	4
86	к этой	2	4
87	всех этих	3	3
88	должен был	2	3
89	в качестве	4	3
90	не мог	2	3
91	и его	3	3
92	из этих	6	3
93	на то	5	3
94	он был	3	3
95	одной стороны	3	3
96	говорит что	5	3
97	между прочим	3	3
98	не совсем	2	3
99	о том	8	3
100	в их	3	3
101	все это	8	3
102	того что	5	3
103	мы не	2	3
104	раньше чем	3	3
105	что этот	3	3
106	он и	2	3
107	что мы	3	3
108	и это	5	3
109	на вопрос	3	2
110	уже в	3	2
111	во время	3	2
112	не было	4	2
113	самого начала	2	2
114	и более	3	2
115	могут быть	2	2
116	себя и	2	2
117	но есть	2	2
118	на котором	2	2
119	с другой	5	2
120	это не	7	2
121	не столько	2	2
122	в жизни	4	2
123	в сборнике	2	2
124	что у	2	2
125	ни в	5	2
126	как и	4	2
127	такой же	2	2
128	одна из	2	2
129	но не	2	2
130	а то	2	2
131	одно из	2	2
132	кроме того	3	2
133	и может	2	2
134	и если	3	2
135	важно отметить	2	2
136	например в	4	2
137	на его	4	2
138	и для	4	2
139	в сущности	2	2
140	которые были	2	2
141	а также	4	2
142	здесь нет	2	2
143	к материалу	2	2
144	ее в	2	2
145	с ее	2	2
146	во всех	2	2
147	в некоторых	3	2
148	можно усмотреть	2	2
149	и только	2	2
150	другой стороны	5	2
151	на историческую	2	2
152	той же	2	2
153	а с	2	2
154	с самого	2	2
155	не просто	2	2
156	самом деле	2	2
157	в системе	3	2
158	и по	2	2
159	его не	2	2
160	или в	2	2
161	действующие лица	3	2
162	в русском	2	2
163	в которых	2	2
164	сказать что	4	2
165	к ней	4	2
166	состоит в	4	2
167	и ее	2	2
168	интересно что	6	2
169	он делает	2	2
170	это за	2	2
171	при помощи	2	2
172	что эта	2	2
173	так сказать	2	2
174	в особенности	4	2
175	на нее	2	2
176	заметить что	2	2
177	в которой	4	2
178	в эту	4	2
179	в виду	2	2
