N	2gram	Propp_Isto_4	Myslijsy
1	потому что	6	52
2	и в	26	39
3	в языке	2	33
4	может быть	14	27
5	в том	3	26
6	только в	3	25
7	что в	14	22
8	не может	6	22
9	а не	6	21
10	так как	9	21
11	не только	15	21
12	в нем	2	20
13	но и	12	20
14	и не	9	18
15	том что	3	16
16	так что	2	16
17	не в	5	15
18	в этом	7	15
19	если бы	2	14
20	так и	10	13
21	в себе	2	13
22	таким образом	10	13
23	было бы	2	12
24	точно так	5	11
25	есть только	3	11
26	по себе	2	10
27	не есть	2	10
28	то что	16	10
29	как в	7	10
30	и что	5	10
31	могут быть	6	9
32	для нас	3	9
33	как и	7	9
34	тем что	5	9
35	но в	5	9
36	в одном	5	8
37	но не	5	8
38	вместе с	6	8
39	того что	2	8
40	с другой	4	7
41	в истории	2	7
42	с этим	2	7
43	по его	2	7
44	это не	5	7
45	в этих	7	7
46	не менее	2	6
47	тем не	2	6
48	и как	5	6
49	еще не	6	6
50	что на	2	6
51	как бы	3	6
52	что и	9	6
53	все же	9	6
54	и т	27	6
55	то же	8	6
56	и наоборот	2	6
57	при этом	3	6
58	и по	5	6
59	того как	4	6
60	с тем	2	5
61	вовсе не	4	5
62	но это	3	5
63	только тогда	3	5
64	в его	5	5
65	не видно	2	5
66	то это	5	5
67	другой стороны	4	5
68	так же	18	5
69	а в	8	5
70	не имеет	3	5
71	и его	10	5
72	не могут	2	4
73	никогда не	2	4
74	однако в	2	4
75	вопрос о	4	4
76	мы видели	6	4
77	мы видим	6	4
78	от него	2	4
79	от того	2	4
80	увидим что	2	4
81	не по	2	4
82	т д	24	4
83	и других	3	4
84	и даже	4	4
85	из этих	3	4
86	во всем	3	4
87	что мы	3	4
88	там где	3	4
89	что это	2	3
90	и во	2	3
91	не могло	2	3
92	показывает что	10	3
93	так например	2	3
94	человеком и	2	3
95	в этой	2	3
96	в своем	2	3
97	мы увидим	3	3
98	она не	3	3
99	в другой	3	3
100	в своей	4	3
101	и их	2	3
102	относится к	3	3
103	и тем	2	3
104	связи с	3	3
105	на него	3	3
106	или же	3	3
107	не мог	3	3
108	к этой	3	3
109	должна быть	2	3
110	и то	6	3
111	сказать что	2	3
112	хотя и	2	3
113	он не	7	3
114	и при	3	3
115	мы должны	5	3
116	могло бы	2	3
117	и все	2	3
118	том как	2	3
119	и с	5	3
120	и более	3	2
121	и есть	2	2
122	но он	4	2
123	он должен	3	2
124	с этой	2	2
125	связь с	12	2
126	на то	3	2
127	а как	2	2
128	не что	3	2
129	в некотором	2	2
130	таким же	6	2
131	указывают на	2	2
132	как мы	5	2
133	же в	3	2
134	уже не	5	2
135	у нас	2	2
136	но все	5	2
137	в человеческом	4	2
138	все что	4	2
139	то чего	3	2
140	этого существа	2	2
141	между прочим	2	2
142	и если	3	2
143	его с	2	2
144	в целом	2	2
145	в пути	2	2
146	только что	3	2
147	связь между	2	2
148	и только	5	2
149	тогда как	4	2
150	посредником между	2	2
151	предположение что	2	2
152	этот вопрос	2	2
153	на этот	2	2
154	или в	3	2
155	хотя бы	2	2
156	в таких	2	2
157	к ним	2	2
158	иное как	3	2
159	даже и	2	2
160	известно что	2	2
161	что иное	3	2
162	его к	3	2
163	его на	4	2
164	о том	4	2
165	при помощи	10	2
166	есть в	2	2
167	видеть в	2	2
168	между человеком	2	2
169	в других	2	2
170	то мы	2	2
171	мы можем	6	2
