N	2gram	Bakhtin_Fr_4	Myslijsy
1	то есть	21	42
2	и в	29	39
3	может быть	2	27
4	в том	7	26
5	только в	2	25
6	не может	2	22
7	так как	7	21
8	не только	10	21
9	в нем	5	20
10	но и	9	20
11	и не	16	18
12	том что	3	16
13	в этом	11	15
14	так и	11	13
15	в себе	3	13
16	таким образом	20	13
17	то что	4	10
18	как в	2	10
19	как и	12	9
20	там же	3	9
21	тем что	4	9
22	но в	12	9
23	но не	2	8
24	со стороны	2	8
25	того что	3	8
26	в слове	2	8
27	точки зрения	4	8
28	с другой	4	7
29	в ней	3	7
30	это не	5	7
31	в этих	2	7
32	и как	3	6
33	еще не	4	6
34	как бы	8	6
35	все же	3	6
36	бы не	2	6
37	то же	10	6
38	при этом	3	6
39	и по	5	6
40	вовсе не	9	5
41	но это	4	5
42	то в	3	5
43	в его	8	5
44	другой стороны	3	5
45	так же	7	5
46	и для	2	5
47	друг друга	2	5
48	и его	8	5
49	если же	2	5
50	никогда не	2	4
51	прежде всего	8	4
52	мы видели	7	4
53	мы видим	3	4
54	же время	8	4
55	слов и	3	4
56	к тому	2	4
57	в своих	2	4
58	и других	3	4
59	и даже	3	4
60	все остальные	3	4
61	тому как	3	4
62	в то	10	4
63	там где	3	4
64	только для	4	3
65	что это	5	3
66	в них	7	3
67	и это	2	3
68	в жизни	2	3
69	самого начала	3	3
70	с самого	3	3
71	в этой	13	3
72	в своем	3	3
73	того же	5	3
74	мы увидим	2	3
75	одной стороны	2	3
76	в другой	2	3
77	в своей	5	3
78	и их	3	3
79	но оно	2	3
80	для того	3	3
81	связи с	2	3
82	в словах	2	3
83	с одной	2	3
84	не мог	2	3
85	как на	2	3
86	той же	3	3
87	с ним	2	3
88	и то	2	3
89	сказать что	5	3
90	хотя и	2	3
91	он не	3	3
92	подобно тому	3	3
93	и при	2	3
94	с точки	2	3
95	и все	13	3
96	к которому	2	3
97	и с	9	3
98	но как	3	3
99	и есть	4	2
100	все они	5	2
101	но он	6	2
102	а как	2	2
103	о его	2	2
104	как мы	10	2
105	жизни и	4	2
106	уже не	2	2
107	после этого	2	2
108	того чтобы	3	2
109	в сущности	6	2
110	между прочим	2	2
111	и о	5	2
112	в виду	2	2
113	с ее	3	2
114	но эти	2	2
115	из этого	2	2
116	образом и	3	2
117	в их	2	2
118	в разных	3	2
119	времени и	2	2
120	или в	2	2
121	том же	2	2
122	даже и	2	2
123	то он	2	2
124	как будто	2	2
125	в один	2	2
126	его к	2	2
127	все в	2	2
128	о том	2	2
129	дело в	2	2
130	нет ничего	2	2
131	есть в	2	2
132	так сказать	2	2
133	в которой	4	2
134	в других	2	2
135	мы можем	3	2
