N	2gram	Propp_Isto_5	Problemy
1	и в	25	46
2	и не	11	27
3	может быть	17	23
4	как бы	2	19
5	не может	6	19
6	в нем	7	17
7	в этом	10	16
8	не только	13	14
9	перед нами	2	12
10	но и	13	12
11	как и	7	12
12	как мы	5	12
13	и на	8	11
14	точки зрения	2	11
15	а не	2	11
16	не в	6	10
17	в пределах	4	10
18	прежде всего	6	9
19	в том	6	9
20	и все	3	9
21	вовсе не	2	9
22	в его	12	9
23	до сих	2	8
24	сих пор	2	8
25	или в	6	8
26	и с	3	7
27	по себе	2	7
28	еще не	8	7
29	никогда не	3	6
30	но это	7	6
31	в него	5	6
32	друг друга	3	6
33	о нем	3	6
34	что он	22	6
35	мы увидим	5	6
36	то же	4	6
37	все это	4	6
38	и он	6	6
39	и его	9	6
40	только в	7	6
41	живет на	2	6
42	это не	6	5
43	и сам	2	5
44	друг с	2	5
45	к нему	3	5
46	жизни и	2	5
47	по отношению	2	5
48	особенно в	2	5
49	в то	3	5
50	так как	11	5
51	у него	2	5
52	о том	7	5
53	отношению к	2	5
54	во всех	2	5
55	с другом	2	5
56	уже в	2	4
57	что в	8	4
58	в этих	6	4
59	можно сказать	2	4
60	например в	5	4
61	по мере	2	4
62	таким образом	9	4
63	все эти	8	4
64	и других	2	4
65	потому что	7	4
66	и здесь	7	4
67	во всем	2	4
68	мы не	5	4
69	мы можем	2	4
70	превращается в	7	4
71	как в	6	4
72	том что	8	4
73	но не	5	4
74	совершенно не	2	4
75	он не	4	4
76	все же	10	4
77	то что	7	4
78	но эти	3	4
79	в себя	3	4
80	уже не	11	4
81	самом деле	2	4
82	на себя	3	4
83	героя и	3	4
84	с другой	9	3
85	человека и	2	3
86	на то	2	3
87	мы и	2	3
88	такой же	2	3
89	на этом	3	3
90	в формах	2	3
91	одним из	2	3
92	но для	2	3
93	то это	3	3
94	и для	2	3
95	другой стороны	8	3
96	так же	5	3
97	но он	2	3
98	их в	3	3
99	мы имеем	14	3
100	если бы	2	3
101	не как	4	3
102	в различных	2	3
103	по существу	2	3
104	и при	2	3
105	того же	2	3
106	и что	8	3
107	она не	2	3
108	мы уже	4	3
109	в своей	2	3
110	что и	6	3
111	себя в	6	3
112	на него	8	3
113	уже после	2	3
114	героя в	9	3
115	тем что	10	3
116	в этой	3	3
117	и это	4	3
118	и этим	2	3
119	не менее	4	2
120	вопрос о	2	2
121	его к	3	2
122	от них	2	2
123	для нас	5	2
124	живет в	5	2
125	в одно	2	2
126	так что	2	2
127	и как	3	2
128	но все	5	2
129	же как	4	2
130	мы здесь	4	2
131	во сне	2	2
132	если в	3	2
133	и тем	4	2
134	на том	3	2
135	в других	2	2
136	они не	3	2
137	этих случаях	8	2
138	и по	2	2
139	а в	3	2
140	в которых	3	2
141	героя но	2	2
142	сказать что	2	2
143	что мы	2	2
144	с ним	4	2
145	а как	2	2
146	имеется и	3	2
147	в античности	2	2
148	с этим	5	2
149	о которых	2	2
150	одна из	2	2
151	об этом	2	2
152	в свое	2	2
153	и пр	3	2
154	когда он	2	2
155	вместе с	22	2
156	так в	2	2
157	и они	2	2
158	ничего не	2	2
159	в данном	3	2
160	от этого	4	2
161	могут быть	6	2
162	ту же	2	2
163	там где	6	2
164	того как	4	2
