N	2gram	Vygotskiy__5	EvropaiC
1	таким образом	20	32
2	в том	27	31
3	и в	30	24
4	том что	21	20
5	все эти	2	19
6	не может	9	18
7	то что	37	17
8	может быть	11	15
9	все же	7	15
10	точки зрения	7	13
11	в своем	6	12
12	до сих	5	12
13	сих пор	5	12
14	самом деле	8	12
15	в этом	14	12
16	все это	2	11
17	с этим	2	11
18	мы знаем	2	10
19	как бы	19	10
20	по отношению	2	10
21	во всех	2	10
22	так и	3	10
23	на то	17	9
24	при этом	8	9
25	друг с	3	9
26	в результате	4	9
27	как и	6	9
28	того же	2	9
29	с другом	3	9
30	что в	24	9
31	не в	8	8
32	в самом	14	8
33	так же	13	8
34	знаем что	2	8
35	чем у	3	8
36	если бы	11	8
37	и все	4	8
38	ясно что	6	8
39	мы говорили	4	8
40	идет речь	3	8
41	с точки	2	8
42	для этого	9	7
43	к тому	8	7
44	но и	6	7
45	и не	6	7
46	и что	23	7
47	из этих	3	7
48	о котором	6	7
49	о том	10	7
50	что он	17	7
51	о которых	2	7
52	по существу	2	7
53	в силу	3	7
54	на самом	2	7
55	того чтобы	20	7
56	для того	20	7
57	из этого	2	7
58	должна быть	2	6
59	с другой	9	6
60	так что	3	6
61	в этой	5	6
62	несмотря на	5	6
63	друг от	2	6
64	от друга	2	6
65	отличается от	2	6
66	того что	8	6
67	как на	11	6
68	и на	3	6
69	что касается	2	6
70	так как	9	6
71	говорили выше	2	6
72	и при	2	6
73	еще не	5	6
74	что и	3	6
75	мы можем	7	6
76	только в	5	6
77	вместе с	12	6
78	именно в	6	5
79	что это	8	5
80	что все	6	5
81	у него	3	5
82	что с	6	5
83	в целом	5	5
84	другой стороны	5	5
85	и с	2	5
86	потому что	23	5
87	но в	5	5
88	сравнению с	4	5
89	к этому	3	5
90	и к	4	5
91	в то	2	5
92	что при	3	5
93	и если	6	5
94	в его	4	5
95	не только	16	5
96	по сравнению	4	5
97	быть и	2	5
98	и для	6	5
99	но все	2	5
100	в себе	5	5
101	как будто	6	5
102	в которой	3	5
103	не могут	3	4
104	никогда не	9	4
105	в конце	4	4
106	чем больше	3	4
107	этом случае	2	4
108	из того	3	4
109	это есть	3	4
110	из них	2	4
111	в их	3	4
112	которых мы	4	4
113	факт что	6	4
114	должно быть	2	4
115	и то	9	4
116	между собой	2	4
117	в состоянии	3	4
118	тот факт	4	4
119	связи с	2	4
120	ни один	2	4
121	мы должны	3	4
122	мы уже	6	4
123	он не	3	4
124	конце концов	2	4
125	не есть	4	4
126	что эта	4	4
127	совершенно не	6	4
128	то же	7	4
129	а с	5	4
130	в течение	2	4
131	и сейчас	3	4
132	если мы	16	4
133	из которых	4	4
134	хотя бы	3	4
135	в таком	3	4
136	что их	2	3
137	же как	2	3
138	с одной	12	3
139	в нашем	2	3
140	в этих	3	3
141	одного и	2	3
142	вопрос о	3	3
143	для нас	3	3
144	очевидно что	2	3
145	различия между	2	3
146	в нем	7	3
147	данном случае	3	3
148	от того	4	3
149	целый ряд	3	3
150	в совершенно	6	3
151	что оно	6	3
152	заключается в	8	3
153	и наконец	3	3
154	а в	4	3
155	это не	3	3
156	что мы	11	3
157	и потому	5	3
158	бы в	5	3
159	с тем	8	3
160	прежде всего	4	3
161	и того	2	3
162	у нас	4	3
163	во всем	2	3
164	от него	4	3
165	чем в	2	3
166	сейчас же	8	3
167	тот же	3	3
168	что если	6	3
169	только что	4	3
170	что по	2	3
171	в данном	3	3
172	в психологии	3	3
173	и это	8	3
174	отличие от	2	3
175	же не	2	3
176	в частности	4	2
177	себя и	2	2
178	тому что	8	2
179	что у	3	2
180	с этой	2	2
181	что эти	2	2
182	именно потому	3	2
183	что на	3	2
184	как мы	5	2
185	сводится к	5	2
186	для него	3	2
187	совершенно ясно	7	2
188	что они	5	2
189	это может	2	2
190	на этом	6	2
191	в свою	3	2
192	одной стороны	12	2
193	нет в	2	2
194	том чтобы	2	2
195	в ней	4	2
196	в виду	4	2
197	принять во	2	2
198	в котором	2	2
199	и уже	3	2
200	по его	3	2
201	на том	2	2
202	и до	2	2
203	образом и	2	2
204	что она	6	2
205	заключает в	4	2
206	имеет место	3	2
207	смотреть на	3	2
208	в глазах	2	2
209	в которых	2	2
210	и так	2	2
211	все то	2	2
212	то есть	13	2
213	том и	2	2
214	в основе	7	2
215	только не	5	2
216	друг к	4	2
217	при таком	3	2
218	до тех	2	2
219	давно уже	2	2
220	в них	4	2
221	он должен	8	2
222	гораздо более	2	2
223	этих двух	7	2
224	должен быть	2	2
225	представить себе	2	2
226	вовсе не	3	2
227	на первый	2	2
228	а затем	2	2
229	одна из	3	2
230	но не	7	2
231	было бы	5	2
232	жизни и	6	2
233	в сущности	12	2
234	во внимание	5	2
235	к другу	4	2
236	одной и	2	2
237	в себя	2	2
238	между ними	2	2
239	этот вопрос	4	2
240	мы все	6	2
241	в другом	3	2
242	ту же	2	2
243	не знает	2	2
244	если же	2	2
245	и только	3	2
246	и поэтому	3	2
