N	2gram	Trubetskoy_1	StatiiOP
1	и в	23	25
2	в этом	12	24
3	в том	30	20
4	что в	8	19
5	что он	7	19
6	может быть	16	19
7	что это	5	16
8	том что	19	15
9	в этой	6	14
10	в его	5	12
11	то что	18	12
12	не только	7	12
13	в этих	3	11
14	так что	5	11
15	прежде всего	3	10
16	таким образом	31	10
17	и не	8	10
18	у него	5	9
19	но и	9	9
20	все это	11	8
21	в своих	2	8
22	о том	7	8
23	это не	3	7
24	что касается	6	7
25	было бы	3	7
26	с этим	11	7
27	не может	17	7
28	точки зрения	13	7
29	в то	6	7
30	из этих	8	6
31	в конце	4	6
32	не в	8	6
33	только в	6	6
34	как бы	10	6
35	как на	4	6
36	а в	3	6
37	и на	6	6
38	в области	4	6
39	между тем	12	6
40	то же	4	5
41	независимо от	2	5
42	в них	2	5
43	потому что	9	5
44	с другой	6	5
45	на то	9	5
46	в котором	2	5
47	на почве	3	5
48	и это	3	5
49	того что	6	5
50	другой стороны	5	5
51	он не	3	5
52	так и	10	5
53	но в	4	5
54	с тем	2	4
55	всяком случае	2	4
56	в жизни	3	4
57	у нас	3	4
58	как и	9	4
59	это есть	4	4
60	в начале	2	4
61	то в	2	4
62	в общем	6	4
63	если бы	8	4
64	и к	5	4
65	в ней	3	4
66	в целом	5	4
67	отношение к	4	4
68	из этого	6	4
69	отличается от	6	4
70	не было	2	4
71	в течение	4	4
72	лишь в	5	4
73	из которых	4	4
74	с точки	8	4
75	к нему	2	4
76	и для	6	4
77	и с	5	4
78	в отдельных	2	4
79	можно назвать	3	4
80	во всяком	2	4
81	все же	13	4
82	в которой	5	4
83	что эти	2	4
84	то время	2	4
85	в эту	2	4
86	на вопрос	4	3
87	что все	5	3
88	и более	2	3
89	все они	5	3
90	тому что	2	3
91	к этому	5	3
92	же время	2	3
93	всех этих	4	3
94	с этой	3	3
95	для него	2	3
96	тем более	3	3
97	и что	8	3
98	на этом	2	3
99	одной стороны	2	3
100	нет в	2	3
101	и если	6	3
102	несмотря на	6	3
103	между прочим	2	3
104	о которых	6	3
105	и наконец	3	3
106	конце концов	4	3
107	все эти	19	3
108	по этому	2	3
109	в их	4	3
110	от нее	2	3
111	в связи	3	3
112	в в	4	3
113	что мы	4	3
114	не так	4	3
115	что для	4	3
116	в виде	4	3
117	говорить о	2	3
118	в другом	2	3
119	связи с	4	3
120	так как	7	3
121	что по	3	3
122	а с	4	2
123	при помощи	3	2
124	не менее	7	2
125	никогда не	4	2
126	себя и	2	2
127	для этого	7	2
128	точку зрения	2	2
129	и у	4	2
130	что у	2	2
131	на долю	2	2
132	тогда когда	3	2
133	этих двух	2	2
134	представляет собою	2	2
135	которого в	2	2
136	вовсе не	2	2
137	в такой	4	2
138	и ее	2	2
139	к тому	8	2
140	как мы	2	2
141	что его	4	2
142	к такому	2	2
143	но все	5	2
144	такой же	2	2
145	что они	2	2
146	так чтобы	2	2
147	есть в	2	2
148	что если	3	2
149	но не	2	2
150	того же	9	2
151	в свою	2	2
152	до сих	8	2
153	только тогда	2	2
154	еще не	5	2
155	и может	3	2
156	он считает	2	2
157	в самом	8	2
158	в сущности	2	2
159	во всех	10	2
160	одна из	2	2
161	том чтобы	2	2
162	которую он	2	2
163	в виду	2	2
164	на себе	2	2
165	народ в	4	2
166	вступают в	2	2
167	гораздо более	2	2
168	тем не	4	2
169	вместе с	6	2
170	сих пор	8	2
171	только что	3	2
172	и только	2	2
173	с ее	2	2
174	с одной	3	2
175	и других	2	2
176	на нее	2	2
177	от того	3	2
178	а потому	5	2
179	этой области	4	2
180	о которой	2	2
181	заключается в	2	2
182	самом деле	12	2
183	во втором	2	2
184	для того	8	2
185	и по	3	2
186	между собою	5	2
187	в которых	2	2
188	в результате	9	2
189	то и	2	2
190	одно из	3	2
191	но как	2	2
192	этого слова	2	2
193	в европейской	4	2
194	что эта	4	2
195	с которыми	2	2
196	не потому	2	2
197	то есть	2	2
