N	2gram	Losev_Prob_2	Narrotol
1	не только	24	32
2	может быть	18	25
3	но и	16	23
4	в качестве	2	21
5	и не	37	20
6	и в	35	19
7	то есть	39	19
8	в том	12	18
9	в этом	17	17
10	в частности	5	14
11	том что	19	14
12	не в	2	14
13	а не	10	12
14	представляет собой	2	12
15	то что	38	11
16	а в	4	11
17	не может	13	10
18	точки зрения	2	10
19	при этом	3	9
20	так и	7	9
21	в его	7	9
22	с другой	6	8
23	не является	7	8
24	в себе	5	8
25	в случае	3	7
26	как и	5	7
27	еще не	10	7
28	к тому	3	7
29	такого рода	15	7
30	а также	2	7
31	все же	8	7
32	с одной	5	7
33	одной стороны	5	7
34	том числе	2	6
35	что он	4	6
36	но не	4	6
37	в той	2	6
38	тем самым	7	6
39	о том	18	6
40	но в	6	6
41	и как	4	5
42	отнюдь не	5	5
43	по себе	8	5
44	или иной	5	5
45	можно сказать	6	5
46	не все	4	5
47	уже не	8	5
48	к нему	2	5
49	в данном	10	5
50	в основе	3	5
51	в этой	9	5
52	далеко не	4	5
53	перед нами	2	4
54	прежде всего	11	4
55	что не	5	4
56	то же	5	4
57	да и	10	4
58	но все	2	4
59	если не	4	4
60	было бы	8	4
61	связи с	5	4
62	той или	5	4
63	как бы	4	4
64	о нем	2	4
65	речь идет	2	4
66	и тем	4	4
67	хотя бы	12	4
68	данном случае	5	4
69	другой стороны	5	4
70	отличается от	2	4
71	из которых	2	4
72	числе и	2	4
73	сказать что	24	4
74	только в	14	4
75	здесь не	2	4
76	пока еще	9	4
77	и с	10	4
78	не существует	6	3
79	не менее	13	3
80	что в	11	3
81	уже в	3	3
82	из этих	3	3
83	тем не	12	3
84	ни в	6	3
85	это и	3	3
86	что они	3	3
87	одна из	3	3
88	на том	3	3
89	хотя и	3	3
90	в ней	2	3
91	он не	2	3
92	и самого	4	3
93	и даже	11	3
94	один из	3	3
95	не есть	33	3
96	не будет	11	3
97	бы то	2	3
98	на него	2	3
99	а именно	6	3
100	даже не	3	3
101	то ни	3	3
102	как мы	5	3
103	сводится к	2	3
104	то или	3	3
105	или иначе	6	3
106	и на	5	3
107	будто бы	5	3
108	тем что	4	3
109	не о	6	3
110	в то	6	3
111	как будто	6	3
112	не являются	3	2
113	или иное	2	2
114	бы не	3	2
115	он сам	3	2
116	независимо от	2	2
117	между собой	5	2
118	в своем	4	2
119	или даже	3	2
120	они все	2	2
121	оно не	3	2
122	точно так	3	2
123	или иного	5	2
124	утверждать что	2	2
125	не отличается	3	2
126	что на	4	2
127	на первый	4	2
128	что иное	3	2
129	только о	8	2
130	есть в	4	2
131	том или	3	2
132	более или	4	2
133	в значительной	3	2
134	и тот	3	2
135	не что	3	2
136	языка и	5	2
137	она не	3	2
138	несмотря на	3	2
139	в область	4	2
140	некоторого рода	7	2
141	и др	2	2
142	так или	6	2
143	даже в	2	2
144	нет и	3	2
145	не имеет	7	2
146	сами по	2	2
147	при всех	3	2
148	нами не	4	2
149	или менее	4	2
150	в последние	2	2
151	так же	5	2
152	как раз	8	2
153	в связи	5	2
154	и только	4	2
155	не было	3	2
156	все эти	7	2
157	совершенно не	2	2
158	самом деле	4	2
159	что мы	14	2
160	того или	7	2
161	и для	6	2
162	на чем	2	2
163	роль в	2	2
164	в таком	11	2
165	или в	2	2
166	можно было	5	2
167	тому как	3	2
168	в результате	4	2
169	тем более	10	2
170	каждый из	2	2
171	или ином	2	2
172	не то	2	2
173	подобно тому	2	2
174	и ее	2	2
175	но как	6	2
176	говорить о	10	2
177	и все	5	2
178	его в	3	2
179	когда мы	6	2
180	ничего не	10	2
181	иное как	3	2
182	более не	2	2
183	таком случае	10	2
184	о чем	6	2
