N	2gram	Bakhtin_Pr_1	KulturaY
1	в том	11	30
2	и в	23	24
3	потому что	12	23
4	том что	9	21
5	что в	8	17
6	того чтобы	4	17
7	для того	2	16
8	было бы	6	15
9	в этом	25	14
10	точки зрения	21	14
11	может быть	21	13
12	все же	5	12
13	таким образом	11	12
14	в его	24	12
15	и не	34	12
16	не в	6	11
17	только в	8	11
18	вовсе не	8	10
19	в самом	8	10
20	не только	13	10
21	хотя бы	2	10
22	если бы	10	9
23	то что	18	9
24	прежде всего	7	9
25	отношению к	11	9
26	самом деле	5	9
27	того что	2	9
28	с точки	15	9
29	о том	2	9
30	так как	7	9
31	по отношению	11	8
32	то же	10	8
33	уже не	8	8
34	а не	20	8
35	как раз	4	8
36	тем что	3	8
37	в них	3	7
38	с другой	2	7
39	как бы	28	7
40	вместе с	2	7
41	не может	11	7
42	это не	10	7
43	бы в	3	7
44	в области	3	7
45	так и	10	7
46	однако не	2	6
47	именно в	6	6
48	что он	10	6
49	зависимости от	3	6
50	при этом	3	6
51	на себе	2	6
52	но и	11	6
53	все это	7	6
54	другой стороны	2	6
55	можно было	3	6
56	все эти	8	6
57	в которых	2	6
58	в которой	4	6
59	в зависимости	3	5
60	по крайней	2	5
61	крайней мере	2	5
62	но не	8	5
63	еще не	5	5
64	например в	3	5
65	всяком случае	3	5
66	этом отношении	5	5
67	а потому	2	5
68	в той	6	5
69	не потому	2	5
70	а в	7	5
71	и его	13	5
72	рядом с	13	5
73	в результате	4	5
74	во всяком	4	5
75	между тем	5	5
76	так сказать	3	5
77	с ним	6	5
78	и с	4	5
79	в рамках	2	4
80	с его	6	4
81	в этих	2	4
82	к себе	2	4
83	и потому	3	4
84	в нем	20	4
85	же в	2	4
86	по существу	4	4
87	есть в	3	4
88	в пределах	9	4
89	из них	2	4
90	это и	9	4
91	один из	2	4
92	что и	5	4
93	в целом	4	4
94	сих пор	2	4
95	со стороны	2	4
96	до сих	2	4
97	как в	6	4
98	не на	3	4
99	в самой	7	4
100	так же	6	4
101	роль в	2	4
102	и на	10	4
103	в данном	2	4
104	из этих	2	4
105	там где	6	4
106	уже в	5	3
107	нисколько не	2	3
108	как на	2	3
109	на себя	3	3
110	в духе	3	3
111	этом смысле	9	3
112	была бы	2	3
113	из одного	4	3
114	его к	4	3
115	можно сказать	2	3
116	в первом	2	3
117	в этой	4	3
118	в сущности	5	3
119	этого слова	2	3
120	в котором	2	3
121	в истории	2	3
122	даже в	2	3
123	оно не	2	3
124	на его	2	3
125	что она	2	3
126	тому что	2	3
127	в своем	8	3
128	не было	3	3
129	в их	3	3
130	и даже	3	3
131	несмотря на	6	3
132	той же	6	3
133	должна быть	2	3
134	и здесь	3	3
135	с их	5	3
136	они не	3	3
137	в себе	5	3
138	он есть	3	3
139	в одном	9	3
140	я не	3	2
141	и есть	5	2
142	бы уже	2	2
143	никогда не	5	2
144	и все	3	2
145	что все	3	2
146	в каждом	8	2
147	на самом	4	2
148	не раз	2	2
149	не могут	6	2
150	что было	3	2
151	вопрос о	4	2
152	по себе	7	2
153	идет о	3	2
154	в смысле	2	2
155	слова но	2	2
156	в то	10	2
157	для нас	3	2
158	как и	8	2
159	и как	8	2
160	но все	4	2
161	можно говорить	2	2
162	лишь как	5	2
163	в большинстве	2	2
164	же время	7	2
165	социальной жизни	2	2
166	тот же	2	2
167	в своей	11	2
168	по преимуществу	3	2
169	одним из	8	2
170	никак не	2	2
171	о нем	11	2
172	себе и	3	2
173	был бы	5	2
174	и тем	2	2
175	ни в	3	2
176	были бы	4	2
177	себя самого	4	2
178	бы и	4	2
179	то и	2	2
180	как например	2	2
181	смысл и	2	2
182	он не	4	2
183	и для	3	2
184	все равно	2	2
185	лишь в	3	2
186	на этот	2	2
187	между ними	2	2
188	ни одного	2	2
189	по своим	2	2
190	не столько	3	2
191	во все	3	2
192	могли бы	3	2
193	заключается в	2	2
194	до конца	5	2
195	ничего не	6	2
196	но в	4	2
197	своего времени	2	2
