N	2gram	Tiupa_Anal_2	Hudozhes
1	и в	16	28
2	том что	12	19
3	и не	12	18
4	своего рода	12	16
5	в том	12	15
6	а не	10	14
7	не в	4	13
8	в этом	18	13
9	о том	7	12
10	как и	14	11
11	при этом	10	11
12	в его	2	11
13	не только	16	11
14	уже не	4	10
15	не случайно	8	10
16	но и	12	9
17	в себе	7	9
18	о чем	2	8
19	может быть	6	8
20	себя в	2	8
21	так и	15	8
22	между тем	2	8
23	и все	3	7
24	к тому	7	7
25	в мире	6	7
26	в частности	16	7
27	отношению к	4	7
28	что она	2	7
29	по отношению	4	7
30	тогда как	19	7
31	с ним	2	7
32	состоит в	8	7
33	как это	6	7
34	казалось бы	3	6
35	можно сказать	4	6
36	в котором	2	6
37	то что	7	6
38	в своей	2	6
39	если бы	3	6
40	то же	4	6
41	сводится к	3	6
42	а в	3	6
43	тем что	3	6
44	в то	2	6
45	я и	3	6
46	не менее	4	5
47	у него	4	5
48	в своем	4	5
49	как бы	10	5
50	как в	4	5
51	с ее	2	5
52	в этой	9	5
53	что в	2	5
54	она не	2	5
55	и сам	3	5
56	в самом	6	5
57	никогда не	3	5
58	в тексте	24	5
59	только на	3	5
60	и его	4	5
61	художественного целого	7	5
62	одно из	2	5
63	для него	4	5
64	ничего не	9	5
65	превращается в	2	4
66	тем не	3	4
67	говорит о	5	4
68	но не	4	4
69	в качестве	11	4
70	же время	2	4
71	вслед за	2	4
72	он не	2	4
73	в конечном	3	4
74	для нее	2	4
75	что и	3	4
76	как раз	4	4
77	не может	4	4
78	подобно тому	3	4
79	как будто	3	4
80	только в	4	4
81	тому как	3	4
82	в ответ	2	3
83	была бы	2	3
84	конечном счете	2	3
85	в состоянии	2	3
86	столь же	4	3
87	с другой	6	3
88	о себе	2	3
89	в одном	2	3
90	что все	2	3
91	прежде всего	3	3
92	что на	3	3
93	в соответствии	2	3
94	все что	2	3
95	как о	3	3
96	еще не	2	3
97	одной стороны	4	3
98	было бы	3	3
99	по поводу	3	3
100	несмотря на	3	3
101	одной из	3	3
102	со своим	3	3
103	ни о	3	3
104	по преимуществу	4	3
105	в этих	2	3
106	на него	2	3
107	со стороны	3	3
108	все это	4	3
109	на фоне	3	3
110	и читателя	3	3
111	с одной	5	3
112	едва ли	3	3
113	и он	2	3
114	внимание на	2	3
115	так же	2	3
116	личность в	2	3
117	или в	3	3
118	можно было	3	3
119	с ними	3	3
120	и на	6	3
121	соответствии с	2	3
122	на себя	5	3
123	всего лишь	8	3
124	место в	3	2
125	автора и	3	2
126	еще одна	2	2
127	только не	4	2
128	т е	2	2
129	отнюдь не	8	2
130	именно в	3	2
131	не столько	3	2
132	художественности в	2	2
133	внутреннего я	2	2
134	вовсе не	2	2
135	а как	2	2
136	как уже	3	2
137	или иного	3	2
138	или иной	3	2
139	не с	4	2
140	ему в	3	2
141	о его	4	2
142	как мы	3	2
143	тому же	4	2
144	от своего	2	2
145	на этом	4	2
146	не понимаю	2	2
147	и к	5	2
148	того или	3	2
149	а также	7	2
150	упоминание о	2	2
151	один из	2	2
152	в нашем	3	2
153	это было	2	2
154	во второй	4	2
155	из них	3	2
156	ни с	2	2
157	вместе с	2	2
158	дело не	2	2
159	являет собой	3	2
160	данном случае	5	2
161	от которого	2	2
162	приводит к	3	2
163	и внутренне	2	2
164	и мне	2	2
165	в контексте	5	2
166	те же	2	2
167	в двух	2	2
168	лишь в	9	2
169	тем самым	4	2
170	и для	2	2
171	с точки	2	2
172	главного героя	3	2
173	той же	2	2
174	роль в	2	2
175	в данном	8	2
176	и то	3	2
177	сказать что	2	2
178	другого и	2	2
179	личности и	2	2
180	смерти не	2	2
181	точки зрения	4	2
182	с самим	3	2
183	в роли	2	2
184	говорить о	6	2
185	жизненная позиция	2	2
186	и т.д	3	2
187	для общей	2	2
188	его в	2	2
189	ответ на	3	2
190	но в	6	2
191	же не	2	2
