N	2gram	Vygotskiy__5	Problema
1	то что	37	42
2	вовсе не	3	35
3	то есть	13	33
4	и в	30	32
5	и не	6	31
6	не есть	4	29
7	в этом	14	19
8	не только	16	17
9	потому что	23	16
10	по себе	7	15
11	а не	8	15
12	в себе	5	15
13	как бы	19	14
14	может быть	11	14
15	у нас	4	14
16	указывает на	4	14
17	но в	5	14
18	и тем	6	13
19	в нем	7	13
20	сказать что	9	13
21	что мы	11	13
22	как раз	13	13
23	что в	24	12
24	том что	21	12
25	так и	3	12
26	и т	7	11
27	есть нечто	3	11
28	и даже	2	11
29	о том	10	11
30	так как	9	11
31	если мы	16	11
32	то же	7	10
33	прежде всего	4	10
34	в этой	5	10
35	т д	3	10
36	об этом	3	10
37	ничего не	2	10
38	но не	7	9
39	в том	27	9
40	это есть	3	9
41	но и	6	9
42	и что	23	9
43	так же	13	9
44	же самое	5	9
45	еще не	5	9
46	того чтобы	20	9
47	в таком	3	9
48	в данном	3	9
49	и это	8	9
50	на то	17	8
51	есть только	2	8
52	данном случае	3	8
53	не может	9	8
54	все эти	2	8
55	и о	3	8
56	и на	3	8
57	даже и	2	8
58	когда мы	6	8
59	было бы	5	8
60	в своей	4	8
61	для того	20	8
62	никогда не	9	7
63	ни в	3	7
64	все это	2	7
65	того что	8	7
66	в них	4	7
67	и все	4	7
68	что он	17	7
69	во всех	2	7
70	как мы	5	7
71	сам по	3	7
72	тем что	6	7
73	только в	5	7
74	и есть	5	6
75	в конце	4	6
76	так что	3	6
77	и как	7	6
78	при этом	8	6
79	в самом	14	6
80	и если	6	6
81	в виду	4	6
82	таким образом	20	6
83	это не	3	6
84	и здесь	6	6
85	и то	9	6
86	как это	7	6
87	о чем	4	6
88	не существует	3	6
89	этом смысле	2	6
90	есть не	4	6
91	в то	2	6
92	совершенно не	6	6
93	в его	4	6
94	на самом	2	6
95	самом деле	8	6
96	перед нами	2	5
97	в своем	6	5
98	или иной	2	5
99	можно сказать	2	5
100	для нас	3	5
101	мы уже	6	5
102	той или	2	5
103	в котором	2	5
104	что она	6	5
105	мы должны	3	5
106	с тем	8	5
107	не является	2	5
108	связи с	2	5
109	все равно	2	5
110	совсем не	2	4
111	казалось бы	4	4
112	именно в	6	4
113	тому что	8	4
114	чем больше	3	4
115	не в	8	4
116	по поводу	3	4
117	один из	5	4
118	на том	2	4
119	мы говорили	4	4
120	в их	3	4
121	и только	3	4
122	это совершенно	2	4
123	или в	6	4
124	а в	4	4
125	как он	2	4
126	конце концов	2	4
127	иметь в	3	4
128	если бы	11	4
129	же в	2	4
130	никак не	6	4
131	как в	3	4
132	только на	4	4
133	и ни	2	4
134	и для	6	4
135	мы можем	7	4
136	уже в	6	3
137	что это	8	3
138	в этих	3	3
139	в отношении	2	3
140	с другой	9	3
141	что все	6	3
142	именно то	4	3
143	но все	2	3
144	что они	5	3
145	или вернее	2	3
146	несмотря на	5	3
147	обратить внимание	2	3
148	искусства и	5	3
149	хотя бы	3	3
150	и уже	3	3
151	из них	2	3
152	но она	2	3
153	другой стороны	5	3
154	для этого	9	3
155	и его	6	3
156	что оно	6	3
157	именно на	5	3
158	в которых	2	3
159	с этим	2	3
160	но он	3	3
161	точки зрения	7	3
162	в искусстве	6	3
163	что здесь	3	3
164	и следовательно	2	3
165	только не	5	3
166	по этому	5	3
167	бы мы	3	3
168	ясно что	6	3
169	о которых	2	3
170	в ее	3	3
171	как и	6	3
172	сейчас же	8	3
173	того же	2	3
174	до сих	5	3
175	мы увидим	9	3
176	к тому	8	3
177	он не	3	3
178	мы никогда	2	3
179	себе не	2	3
180	сами по	2	3
181	говорит о	4	3
182	быть и	2	3
183	сих пор	5	3
184	мы хотим	2	3
185	от нас	2	3
186	этому поводу	4	3
187	того как	2	3
188	на этот	3	3
189	с точки	2	3
190	можно было	3	3
191	в каком	3	3
192	как будто	6	3
193	дело в	2	3
194	или на	2	3
195	что их	2	2
196	не могут	3	2
197	все время	20	2
198	же как	2	2
199	что если	6	2
200	одного и	2	2
201	мы называем	2	2
202	иное как	2	2
203	как они	2	2
204	этом случае	2	2
205	но только	3	2
206	нас не	2	2
207	это только	3	2
208	для него	3	2
209	на его	3	2
210	в него	4	2
211	для чего	2	2
212	и до	2	2
213	образом и	2	2
214	является то	2	2
215	в нас	13	2
216	мы находим	2	2
217	которых мы	4	2
218	должно быть	2	2
219	по его	3	2
220	в результате	4	2
221	и с	2	2
222	действующих лиц	7	2
223	не как	3	2
224	знаем что	2	2
225	из этих	3	2
226	мы имеем	8	2
227	что ни	3	2
228	говорили выше	2	2
229	с его	2	2
230	могут быть	8	2
231	он должен	8	2
232	и так	2	2
233	во всякой	2	2
234	и заключается	4	2
235	не что	2	2
236	на первый	2	2
237	уже давно	4	2
238	и того	2	2
239	меньше всего	3	2
240	по существу	2	2
241	мы видим	8	2
242	и при	2	2
243	в качестве	2	2
244	в сущности	12	2
245	но еще	2	2
246	во внимание	5	2
247	по преимуществу	2	2
248	и потому	5	2
249	вернее сказать	2	2
250	гораздо более	2	2
251	вместе с	12	2
252	только что	4	2
253	естественно что	2	2
254	мы не	3	2
255	на одном	4	2
256	является в	2	2
257	он в	2	2
258	заставляет нас	3	2
259	что иное	2	2
260	и другое	2	2
261	вопроса о	2	2
262	едва ли	2	2
263	в которой	3	2
264	учения о	3	2
265	не можем	4	2
