N	2gram	Bakhtin_Pr_4	Stilisti
1	и в	46	42
2	как бы	19	27
3	не только	14	27
4	и т.п	14	24
5	прежде всего	9	22
6	и т.д	3	20
7	хотя бы	2	17
8	но и	12	15
9	то же	6	15
10	и не	27	14
11	может быть	23	12
12	не может	19	12
13	точки зрения	11	11
14	как и	12	11
15	мы уже	3	11
16	и как	2	10
17	что мы	2	10
18	как мы	12	10
19	в этом	16	10
20	при этом	5	9
21	в то	5	9
22	то что	4	9
23	мы не	4	9
24	все же	4	8
25	слово как	4	8
26	таким образом	4	8
27	что же	3	8
28	в себе	7	8
29	и это	3	8
30	никогда не	6	7
31	же время	5	7
32	и тем	2	7
33	и на	11	7
34	потому что	4	7
35	так как	5	7
36	с его	5	7
37	слов и	3	7
38	было бы	3	7
39	а не	11	7
40	и его	6	7
41	мы можем	4	7
42	только в	6	7
43	ничего не	2	7
44	или иной	2	6
45	мы будем	2	6
46	не в	10	6
47	в этой	3	6
48	но ведь	2	6
49	в конце	3	6
50	и так	2	6
51	в нем	17	6
52	во всех	5	6
53	в процессе	4	6
54	так и	4	6
55	речи и	5	6
56	слова в	13	5
57	уже в	4	5
58	и следовательно	2	5
59	и является	2	5
60	и их	3	5
61	те же	2	5
62	с помощью	3	5
63	а в	2	5
64	и с	7	5
65	и наконец	4	5
66	точек зрения	4	5
67	в его	9	5
68	вместе с	2	5
69	в той	3	5
70	с точки	9	5
71	той же	3	5
72	слова и	7	5
73	все время	2	4
74	в каждом	6	4
75	можно сказать	4	4
76	к тому	2	4
77	влияние на	2	4
78	но все	2	4
79	в самом	9	4
80	той или	2	4
81	в словах	4	4
82	все это	6	4
83	языка и	2	4
84	речь и	2	4
85	так же	3	4
86	о том	5	4
87	бы в	3	4
88	но в	6	4
89	если бы	3	4
90	и к	9	4
91	у нас	2	4
92	мы увидим	6	4
93	себя в	3	4
94	слово не	9	4
95	на него	3	4
96	если мы	5	4
97	к своему	3	4
98	уже не	4	4
99	самом деле	4	4
100	и пр	2	4
101	тем же	3	4
102	в слове	3	4
103	можно было	2	4
104	то есть	40	4
105	так сказать	5	4
106	перед нами	12	3
107	это не	5	3
108	слова но	4	3
109	словом и	3	3
110	для нас	2	3
111	и само	2	3
112	но для	3	3
113	хотя и	6	3
114	в котором	5	3
115	не к	3	3
116	жизни и	5	3
117	авторской речью	2	3
118	лишь в	2	3
119	и даже	3	3
120	их в	3	3
121	сказать что	2	3
122	и здесь	4	3
123	в виду	4	3
124	всякое высказывание	2	3
125	и все	9	3
126	в одном	11	3
127	но при	3	3
128	этом мы	2	3
129	этого слова	2	3
130	об этом	2	3
131	зрения как	2	3
132	том что	4	3
133	еще не	7	3
134	конечно не	8	3
135	нет и	2	3
136	что и	3	3
137	отношения к	2	3
138	да и	4	3
139	только на	3	3
140	слова как	3	3
141	слово и	7	3
142	что такое	2	3
143	между ними	10	3
144	и для	3	3
145	высказывания и	2	3
146	слов в	2	3
147	не знает	4	3
148	может стать	2	3
149	бы и	2	2
150	всех его	3	2
151	человека и	3	2
152	и речь	2	2
153	вопрос о	2	2
154	не нужно	2	2
155	человек с	2	2
156	в мире	3	2
157	слова мы	2	2
158	в том	9	2
159	но это	6	2
160	времени и	2	2
161	и нет	4	2
162	для него	2	2
163	до конца	4	2
164	в пределах	10	2
165	и сам	5	2
166	в него	6	2
167	себе и	3	2
168	в этих	4	2
169	отношение к	3	2
170	в первой	2	2
171	целый ряд	2	2
172	в отношении	3	2
173	не было	2	2
174	еще и	4	2
175	все эти	4	2
176	должно быть	4	2
177	в которых	2	2
178	также и	3	2
179	по своей	3	2
180	мы имеем	3	2
181	в жизни	5	2
182	это слово	5	2
183	с этим	2	2
184	с собой	3	2
185	установки на	5	2
186	что он	6	2
187	и несколько	3	2
188	и при	3	2
189	но не	4	2
190	почему же	2	2
191	оно является	2	2
192	войти в	3	2
193	слова не	2	2
194	в своей	3	2
195	сих пор	8	2
196	слово или	2	2
197	как в	4	2
198	для наших	3	2
199	при всем	2	2
200	здесь не	4	2
201	бы не	2	2
202	мы конечно	2	2
203	другого человека	3	2
204	и он	6	2
205	к нему	5	2
206	с ним	2	2
207	да еще	2	2
208	или в	8	2
209	этот вопрос	2	2
210	в языке	2	2
211	между двумя	3	2
212	тем что	3	2
213	которые в	2	2
