N	3gram	Vygotskiy__5	Formalny
1	с точки зрения	2	14
2	не может быть	2	14
3	на самом деле	2	12
4	и т д	3	6
5	и т п	3	5
6	с другой стороны	5	5
7	в зависимости от	6	5
8	в данном случае	2	4
9	в самом деле	5	4
10	для того чтобы	19	4
11	то же самое	3	3
12	в этом отношении	3	3
13	вместе с тем	3	3
14	в том что	14	3
15	потому что он	2	3
16	мы увидим что	6	2
17	к тому что	6	2
18	сами по себе	2	2
19	в отличие от	2	2
20	в конце концов	2	2
21	не только не	4	2
22	и тем же	3	2
23	одним и тем	3	2
24	именно потому что	2	2
