N	2gram	Vinokur_Ku_1	Problemy
1	и не	12	31
2	и в	24	29
3	в его	12	24
4	может быть	13	24
5	а не	8	22
6	в этом	14	22
7	т е	38	21
8	как бы	7	19
9	в нем	4	19
10	точки зрения	14	19
11	не только	10	15
12	то что	9	15
13	но и	6	14
14	и его	5	14
15	то же	8	14
16	рядом с	5	14
17	в пределах	4	13
18	уже не	8	13
19	с точки	9	13
20	как и	2	12
21	не может	7	12
22	таким образом	12	12
23	в одном	3	10
24	этом смысле	3	10
25	в самом	10	10
26	в то	2	10
27	только в	11	10
28	там где	4	10
29	с его	4	9
30	это не	7	9
31	все же	12	9
32	но не	5	9
33	же время	2	9
34	о нем	2	9
35	все эти	6	9
36	если бы	9	9
37	в каждом	2	8
38	в своем	3	8
39	до конца	2	8
40	по себе	2	8
41	что он	6	8
42	что в	17	8
43	отношению к	9	8
44	в своей	2	8
45	по отношению	8	8
46	потому что	23	8
47	в том	30	8
48	прежде всего	9	7
49	вовсе не	10	7
50	том что	21	7
51	не в	11	7
52	лишь как	2	7
53	так и	7	7
54	и как	2	7
55	а в	5	7
56	и на	4	7
57	в себе	3	7
58	но в	2	7
59	все это	6	6
60	не могут	2	6
61	в целом	4	6
62	несмотря на	3	6
63	одним из	2	6
64	был бы	2	6
65	что она	3	6
66	как в	4	6
67	как раз	8	6
68	в самой	4	6
69	самом деле	9	6
70	так же	4	6
71	и потому	4	6
72	так как	9	6
73	должна быть	3	5
74	именно в	6	5
75	было бы	15	5
76	но все	2	5
77	зависимости от	6	5
78	еще не	5	5
79	это и	4	5
80	в сущности	3	5
81	он не	2	5
82	в зависимости	5	5
83	той же	3	5
84	на самом	2	5
85	с их	3	5
86	во всяком	5	5
87	между тем	5	5
88	с ним	5	5
89	ничего не	2	5
90	в результате	5	4
91	были бы	2	4
92	превращается в	2	4
93	из одного	3	4
94	что было	2	4
95	идет о	2	4
96	бы и	2	4
97	что и	4	4
98	и с	5	4
99	даже в	3	4
100	он есть	3	4
101	не на	4	4
102	и т	33	4
103	и для	2	4
104	не было	3	4
105	тем что	8	4
106	они не	3	4
107	должно быть	3	4
108	в этой	3	4
109	так сказать	5	4
110	что же	6	4
111	уже в	3	3
112	я не	2	3
113	была бы	3	3
114	никогда не	2	3
115	в них	7	3
116	с другой	7	3
117	ни в	2	3
118	по существу	4	3
119	и пр	15	3
120	всяком случае	5	3
121	себе и	2	3
122	оно не	3	3
123	в духе	3	3
124	в их	3	3
125	другой стороны	6	3
126	тому что	3	3
127	как на	3	3
128	т п	18	3
129	этом отношении	5	3
130	например в	5	3
131	и здесь	3	3
132	но с	2	3
133	бы в	7	3
134	связи с	7	2
135	уже и	3	2
136	бы уже	2	2
137	хотя бы	10	2
138	с этой	2	2
139	вопрос о	2	2
140	его к	3	2
141	не есть	4	2
142	же в	4	2
143	так что	4	2
144	е не	2	2
145	не потому	5	2
146	при этом	6	2
147	на себя	3	2
148	социальной жизни	2	2
149	тот же	2	2
150	своего времени	2	2
151	на себе	6	2
152	если б	2	2
153	конечно не	2	2
154	никак не	2	2
155	как таковой	2	2
156	все те	2	2
157	до сих	4	2
158	в котором	3	2
159	однако не	6	2
160	один из	4	2
161	в большинстве	2	2
162	на его	3	2
163	нисколько не	3	2
164	ни одного	2	2
165	сих пор	4	2
166	себя самого	2	2
167	по своим	2	2
168	то и	2	2
169	в контексте	2	2
170	и даже	3	2
171	что оно	3	2
172	то оно	2	2
173	а потому	5	2
174	в той	5	2
175	в смысле	2	2
176	и что	5	2
177	к себе	4	2
178	на этот	2	2
179	между ними	2	2
180	слова но	2	2
181	можно было	6	2
182	в данном	4	2
183	в которых	6	2
184	чтобы в	2	2
185	в ней	6	2
186	одно из	2	2
187	как например	2	2
188	и есть	2	2
189	в истории	3	2
190	во все	2	2
191	могли бы	2	2
192	в структуре	2	2
193	в которой	6	2
194	же и	2	2
195	е в	2	2
196	с этим	4	2
197	по преимуществу	2	2
