N	2gram	Bakhtin_Pr_2	Hudozhes
1	том что	7	16
2	и в	45	14
3	так и	3	13
4	а не	10	12
5	в том	8	12
6	не только	16	12
7	при этом	2	12
8	о том	3	12
9	прежде всего	11	11
10	в этом	20	11
11	в себе	5	11
12	в рассказе	3	11
13	для него	9	10
14	в своей	6	10
15	у него	6	9
16	что он	7	9
17	как и	14	9
18	то же	5	9
19	как в	4	8
20	то что	5	8
21	же время	3	8
22	отношению к	8	8
23	по отношению	8	8
24	в то	5	8
25	в его	22	8
26	ничего не	3	8
27	это не	3	7
28	личности в	3	7
29	уже не	6	7
30	не в	8	7
31	еще не	9	7
32	как бы	15	7
33	не может	24	7
34	именно в	3	7
35	а в	3	7
36	никогда не	17	6
37	что в	6	6
38	было бы	4	6
39	жизни в	2	6
40	человека в	5	6
41	не менее	2	5
42	перед нами	4	5
43	с его	8	5
44	в этих	4	5
45	об этом	3	5
46	может быть	18	5
47	только в	9	5
48	и он	3	5
49	но и	15	5
50	жизни и	15	5
51	самом деле	4	5
52	друг друга	7	5
53	и его	8	5
54	можно было	2	5
55	потому что	8	5
56	ни в	2	5
57	точки зрения	19	5
58	человеческих отношений	2	5
59	героя и	7	5
60	но в	6	5
61	в своем	5	4
62	и от	3	4
63	на то	2	4
64	можно сказать	2	4
65	и к	2	4
66	а только	2	4
67	она не	5	4
68	мы уже	3	4
69	в самом	13	4
70	и о	2	4
71	он уже	2	4
72	в ней	7	4
73	один из	2	4
74	что она	4	4
75	себя в	2	4
76	из них	9	4
77	как раз	6	4
78	не было	2	4
79	человеческой жизни	2	4
80	того что	3	4
81	только что	2	4
82	он не	9	4
83	в русской	2	4
84	в конце	4	4
85	с ним	8	4
86	и с	7	4
87	но не	6	3
88	если бы	2	3
89	что у	4	3
90	превращается в	4	3
91	романа в	5	3
92	в литературе	6	3
93	идет о	2	3
94	в мире	3	3
95	и смерти	7	3
96	как мы	8	3
97	в ее	3	3
98	как его	2	3
99	от него	3	3
100	в пределах	4	3
101	о нем	6	3
102	даже в	6	3
103	для себя	3	3
104	в нем	20	3
105	русской литературе	2	3
106	все же	4	3
107	со стороны	4	3
108	и для	2	3
109	этом отношении	2	3
110	все эти	4	3
111	лишь в	2	3
112	и даже	3	3
113	к этой	2	3
114	с точки	9	3
115	и по	2	3
116	в таком	3	3
117	в своих	4	3
118	или не	2	3
119	ничем не	2	3
120	тем что	2	3
121	и на	7	3
122	как к	2	3
123	его в	3	3
124	автора и	2	2
125	поэтому и	3	2
126	в человеке	10	2
127	человек в	3	2
128	себя и	2	2
129	героев в	3	2
130	в одной	5	2
131	и потому	6	2
132	своих героев	2	2
133	по себе	8	2
134	остановимся на	2	2
135	так что	2	2
136	своей жизни	3	2
137	же как	4	2
138	одна из	3	2
139	и что	2	2
140	по выражению	2	2
141	в целом	5	2
142	до конца	7	2
143	одной из	2	2
144	например в	2	2
145	на его	5	2
146	в начале	2	2
147	в произведениях	3	2
148	хотя и	2	2
149	авторской позиции	5	2
150	про себя	3	2
151	характера и	2	2
152	только для	2	2
153	как он	4	2
154	его жизни	2	2
155	с такими	2	2
156	сих пор	2	2
157	на него	2	2
158	в форме	2	2
159	что же	4	2
160	в их	4	2
161	все это	5	2
162	о двух	2	2
163	а с	3	2
164	не знает	4	2
165	и не	42	2
166	но с	3	2
167	они не	2	2
168	героя в	5	2
169	что не	5	2
170	и герой	2	2
171	не имеет	3	2
172	должно быть	4	2
173	на основе	2	2
174	с ними	4	2
175	в результате	3	2
176	не о	2	2
177	с ее	3	2
178	еще раз	3	2
179	слова в	4	2
180	в художественном	3	2
181	но как	2	2
182	здесь не	2	2
183	так сказать	7	2
184	не раз	2	2
185	которая не	2	2
186	его личности	2	2
187	я и	3	2
188	до сих	2	2
