N	2gram	Bakhtin_Pr_3	Problema
1	то есть	48	46
2	в его	8	43
3	и не	15	42
4	и в	53	38
5	не может	2	27
6	может быть	12	26
7	как бы	14	22
8	по отношению	2	21
9	и с	6	17
10	и его	10	16
11	в нем	10	15
12	в этом	8	15
13	прежде всего	15	13
14	только в	4	13
15	но не	5	12
16	во всех	12	11
17	и для	4	11
18	в области	3	11
19	отношение к	6	10
20	в их	2	10
21	таким образом	6	10
22	но и	7	9
23	его в	2	9
24	не только	4	9
25	место в	2	8
26	в том	14	8
27	и др	14	8
28	точки зрения	4	8
29	было бы	5	8
30	то что	9	8
31	что в	2	7
32	с другой	2	7
33	не в	2	7
34	в самом	2	7
35	между тем	2	7
36	отметить что	2	7
37	как и	11	7
38	еще не	5	7
39	в своей	3	7
40	как мы	5	7
41	и наконец	2	6
42	а в	2	6
43	на основе	2	6
44	с точки	2	6
45	мы можем	5	6
46	ничего не	6	6
47	то же	6	5
48	это не	6	5
49	формы и	3	5
50	при этом	3	5
51	никогда не	2	5
52	все эти	9	5
53	в основе	5	5
54	далеко не	2	5
55	с ним	2	5
56	в них	2	5
57	конечно не	4	5
58	в большинстве	4	5
59	так и	6	5
60	и прежде	6	5
61	большинстве случаев	4	5
62	а не	11	5
63	быть только	2	5
64	могут быть	4	5
65	не менее	3	4
66	в ней	7	4
67	себя самого	3	4
68	в форме	6	4
69	конечно и	4	4
70	сказать что	10	4
71	в более	4	4
72	в то	5	4
73	о том	2	4
74	и потому	5	4
75	но в	5	4
76	но они	4	4
77	в ее	3	4
78	как в	7	4
79	мы здесь	3	4
80	между ними	2	4
81	хотя бы	2	4
82	более того	6	4
83	в себе	5	4
84	здесь не	4	4
85	себя и	2	3
86	и от	3	3
87	тем не	2	3
88	да и	2	3
89	в известной	2	3
90	в дальнейшем	7	3
91	но это	3	3
92	же время	5	3
93	кроме того	3	3
94	несмотря на	2	3
95	например в	5	3
96	хотя и	4	3
97	и тем	2	3
98	все это	8	3
99	они не	3	3
100	и даже	2	3
101	и на	18	3
102	все то	3	3
103	также и	4	3
104	и все	10	3
105	но здесь	2	3
106	иногда и	3	3
107	и к	5	3
108	том что	5	3
109	говорить о	2	3
110	от него	3	3
111	со всеми	8	3
112	действительности и	2	3
113	одной из	4	3
114	не будем	3	3
115	он не	3	3
116	связь с	2	3
117	в мире	5	3
118	менее всего	2	3
119	в таком	2	3
120	с другими	3	3
121	значение для	2	3
122	не знает	4	3
123	на ее	2	3
124	слова и	3	3
125	и это	3	3
126	я не	4	2
127	и другие	9	2
128	в этих	5	2
129	в каждом	4	2
130	для понимания	2	2
131	можно сказать	8	2
132	с самим	5	2
133	связаны с	3	2
134	ивана карамазова	4	2
135	что это	2	2
136	и у	7	2
137	в связи	2	2
138	в особенности	2	2
139	особенно в	4	2
140	не было	4	2
141	и других	9	2
142	форм и	2	2
143	здесь мы	2	2
144	в своих	2	2
145	самим собою	4	2
146	к себе	6	2
147	в начале	2	2
148	во всем	2	2
149	в истории	3	2
150	мы должны	4	2
151	и вся	3	2
152	как это	2	2
153	правильного понимания	2	2
154	слово в	2	2
155	и которые	2	2
156	с его	2	2
157	и более	2	2
158	и во	4	2
159	к этому	4	2
160	вовсе не	3	2
161	что он	4	2
162	по существу	5	2
163	одна из	7	2
164	здесь в	10	2
165	в некоторых	4	2
166	что и	3	2
167	в двух	2	2
168	человека в	3	2
169	в себя	6	2
170	тем что	2	2
171	и ее	6	2
172	и вообще	3	2
173	др в	2	2
