N	2gram	Bakhtin_Pr_2	Myslijsy
1	то есть	4	34
2	то что	7	29
3	может быть	23	26
4	таким образом	5	24
5	в том	6	23
6	и в	43	23
7	в этом	13	23
8	в слове	5	22
9	и не	29	18
10	что в	4	17
11	при этом	6	15
12	только в	4	15
13	для нас	2	14
14	как и	14	14
15	в себе	5	14
16	то же	8	14
17	того что	2	14
18	так как	4	14
19	если бы	3	13
20	том что	2	12
21	а не	7	12
22	по себе	11	11
23	что я	6	11
24	но и	14	11
25	не в	11	11
26	не может	18	11
27	по отношению	5	10
28	не только	11	10
29	тем что	3	10
30	мы можем	2	10
31	не есть	2	9
32	между тем	3	9
33	в своем	4	8
34	было бы	5	8
35	то это	2	8
36	отношению к	5	8
37	мы не	4	8
38	сказать что	2	8
39	о том	5	8
40	но в	10	8
41	по мере	4	7
42	что это	2	7
43	это не	3	7
44	на то	5	7
45	в нем	12	7
46	что и	3	7
47	и что	5	7
48	вовсе не	5	7
49	и т	13	7
50	могут быть	3	7
51	как в	2	7
52	мысли и	2	7
53	с этим	2	7
54	что такое	2	7
55	этого слова	2	7
56	что если	3	6
57	и к	3	6
58	того как	2	6
59	что не	2	6
60	известно что	2	6
61	слово с	5	6
62	так и	3	6
63	уже в	2	5
64	так что	5	5
65	для него	8	5
66	хотя и	5	5
67	в его	10	5
68	как бы	22	5
69	к нему	5	5
70	бы и	2	5
71	что же	7	5
72	все это	5	5
73	не менее	3	5
74	должно быть	4	5
75	а в	5	5
76	с ним	3	5
77	во всяком	2	5
78	и то	2	5
79	слова и	12	5
80	есть в	3	5
81	так сказать	6	5
82	и та	2	4
83	и все	6	4
84	что он	13	4
85	тем не	2	4
86	как же	2	4
87	до сих	7	4
88	в одном	12	4
89	и о	2	4
90	в котором	6	4
91	сам по	5	4
92	между ними	4	4
93	сих пор	7	4
94	да и	5	4
95	только на	3	4
96	то и	2	4
97	слово в	8	4
98	в той	5	4
99	хотя бы	2	4
100	так же	2	4
101	слов в	2	4
102	в таком	2	4
103	между собою	4	4
104	точки зрения	13	4
105	т п	9	4
106	в то	7	4
107	если же	4	4
108	его в	3	4
109	а между	2	4
110	и с	5	4
111	это слово	5	4
112	слова в	12	3
113	никогда не	9	3
114	в этих	6	3
115	в них	4	3
116	человека и	2	3
117	нельзя сказать	2	3
118	из одного	4	3
119	как человек	2	3
120	но это	4	3
121	к одному	6	3
122	же время	5	3
123	кроме того	3	3
124	еще не	9	3
125	мы уже	3	3
126	к тому	4	3
127	например в	2	3
128	в самом	7	3
129	и следовательно	3	3
130	в виду	3	3
131	на себе	2	3
132	в каждом	11	3
133	и их	3	3
134	в процессе	2	3
135	и только	3	3
136	бы не	2	3
137	т д	4	3
138	той же	3	3
139	все эти	5	3
140	что у	2	3
141	уже не	3	3
142	лишь в	8	3
143	самом деле	5	3
144	слово и	9	3
145	должны быть	2	3
146	в речи	5	3
147	с ними	2	3
148	слова с	7	3
149	и на	10	3
150	этот вопрос	4	3
151	и до	4	3
152	в которых	2	3
153	их в	4	3
154	и так	2	3
155	ту же	2	3
156	от одного	2	3
157	в поэзии	2	3
158	с точки	8	3
159	в первом	2	3
160	там где	4	3
161	что так	3	2
162	во время	4	2
163	я не	4	2
164	не могут	4	2
165	а что	5	2
166	том же	4	2
167	и как	2	2
168	и без	2	2
169	превращается в	2	2
170	но так	2	2
171	с другой	4	2
172	не как	6	2
173	из этих	2	2
174	в образе	2	2
175	а как	4	2
176	вопрос о	2	2
177	для понимания	2	2
178	в различных	3	2
179	отношение к	2	2
180	что на	2	2
181	что может	2	2
182	и здесь	3	2
183	в самой	4	2
184	у нас	2	2
185	об этом	2	2
186	мы и	2	2
187	по своему	2	2
188	уже и	2	2
189	и говорить	2	2
190	в большинстве	9	2
191	есть и	3	2
192	и слова	2	2
193	не нужно	2	2
194	одна и	2	2
195	она не	3	2
196	тот же	3	2
197	в сущности	9	2
198	не могу	2	2
199	они могут	2	2
200	он не	9	2
201	этих случаях	2	2
202	и др	2	2
203	даже в	3	2
204	и мысли	2	2
205	нам кажется	5	2
206	и это	4	2
207	если оно	2	2
208	на том	2	2
209	и сами	2	2
210	конечно не	2	2
211	указывает на	2	2
212	и для	3	2
213	если мы	2	2
214	еще более	2	2
215	и они	2	2
216	человека в	4	2
217	но эта	2	2
218	как мы	10	2
219	здесь мы	2	2
220	на этот	4	2
221	и даже	3	2
222	и его	8	2
223	можно было	3	2
224	в своих	2	2
225	бы ни	2	2
226	в виде	3	2
227	собою и	2	2
228	и при	2	2
229	словами в	2	2
230	бы в	5	2
231	его к	2	2
232	ко второму	2	2
233	большинстве случаев	8	2
234	быть и	2	2
